uhhidfs,uhhid,j1,j10,j11,j12,j13,j14,j15,j16,j17,j18,j19,j110,j111,j112,j113,j114,j115,j1_other,j2_1,j2_2,j2_3,j2_4,j2_5,j2_6,j2_7,j2_8,j2_9,j2_10,j2_11,j2_12,j2_13,j2_14
2316,1002714,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2317,1002713,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2318,1002715,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2319,1002716,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2320,1001497,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
2321,1003033,1 5 11,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA
2322,1002418,1 6 5 11,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,NA,3,NA,NA,NA,3,3,NA,NA,NA,NA,3,NA,NA,NA
2323,1000028,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2324,1002001,11 6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA
2325,1002003,12 6 8,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,2,NA,NA
2326,1002002,1 8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
2327,1001968,8 12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA
2328,1000475,5 6 1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
2329,1001510,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2330,1000682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2331,1001636,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
2332,1002307,6 7 8 9,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,3,3,2,NA,NA,NA,NA,NA
2333,1002634,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2334,1002635,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2335,1002632,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2336,1003012,1 11 12,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA
2337,1003013,1 11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
2338,1002970,1 4 5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2339,1002380,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2340,1002384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2341,1002482,6 15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Too much rain affected crop yield,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2342,1002483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2343,1002951,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2344,1002484,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
2345,1000673,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2346,1001724,6 11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA
2347,1002938,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
2348,1001792,1 6 11,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA
2349,1001713,11 6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA
2350,1002939,5 11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA
2351,1002941,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
2352,1001769,6 5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA
2353,1002249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2354,1002014,2 6 7 11,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,NA,NA,2,NA,NA,NA,3,2,NA,NA,NA,3,NA,NA,NA
2355,1001760,2 6 11,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA
2356,1001770,2 6 11,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA
2357,1001759,2 6 11,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA
2358,1002304,1 5 11,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA
2359,1001767,6 5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
2360,1001493,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2361,1000408,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2362,2000643,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2363,2000644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2365,2000541,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
2366,2000642,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2367,1000016,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
2368,1000020,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2369,1000018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2370,1000027,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2371,1000409,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2372,1001590,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2373,1001572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2374,1001598,8 11 6 2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,NA,NA,4,NA,NA,NA,4,NA,3,NA,NA,4,NA,NA,NA
2375,1001747,11 8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA
2376,10001748,6 11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA
2377,1002748,1 7 12 11,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA
2378,1002749,5 1 11 12,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA
2379,1003034,1 6 7 11,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA
2380,1002415,1 5 11 6 14,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,2
2381,1002044,1 5 6 8 9,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,NA,1,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA
2382,1002042,1 6 5 11 8 12,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,NA,3,NA,NA,NA,1,2,NA,1,NA,NA,2,1,NA,NA
2383,1002043,5 1 8 13 12 11,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,NA,3,NA,NA,NA,2,NA,NA,1,NA,NA,1,2,1,NA
2384,1002115,1 5 8 12 11 13 14,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,NA,2,NA,NA,NA,2,NA,NA,3,NA,NA,1,1,2,1
2385,1002088,11 12 7 1 5,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA
2386,1002089,1 5 6 8 11,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,NA,2,NA,NA,NA,1,2,NA,2,NA,NA,1,NA,NA,NA
2387,1002090,5 6 8 12 11,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,2,1,NA,NA
2388,1000034,1 5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2389,1000036,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2390,1000033,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2391,1000040,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2392,1000032,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2393,1000043,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2394,1000182,2 12 14 6 11,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,3
2395,1000228,2 10 11 6,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,NA,NA,3,NA,NA,NA,3,NA,NA,NA,3,3,NA,NA,NA
2396,1000071,2 14 6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3
2397,1000183,6 11 10 12 14 5,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,NA,NA,NA,NA,NA,3,3,NA,NA,NA,3,3,3,NA,3
2398,1000208,5 11 10 6,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA
2399,1000184,10 11 14 6 5,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,3
2400,1001481,11 14 6 5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,3,NA,NA,3
2401,1001477,11 10 6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,3,NA,NA,NA
2402,1001491,14 10 11 6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,3,NA,NA,3
2403,1001455,10 11 14 6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,3,NA,NA,3
2404,1000691,11 10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
2405,1001389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2406,1001387,8 12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA
2407,1001388,11 12 1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
2408,1002717,1 12 8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA
2409,1002719,1 8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
2410,1002720,12 10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA
2411,1000544,1 15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,sickness /ilness of the house hold head,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2412,1002843,1 6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
2413,1002934,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2414,1002937,1 6 7 8,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA
2415,1000704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2416,1000976,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
2417,1000975,2 11 5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA
2418,1001722,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
2419,1001597,12 11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA
2420,1001687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2421,1003023,1 7 9 8 11,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,NA,3,NA,NA,NA,NA,NA,3,3,3,NA,3,NA,NA,NA
2422,1003024,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2423,1002906,1 11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
2424,1000004,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
2425,1000017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2426,1000009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2427,1000025,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
2428,1000022,8 9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA
2429,1000003,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
2430,1001768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2431,1001391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2433,1001832,1 2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2434,1001800,1 2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2435,1001802,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2436,1001831,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2437,1001833,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2438,1001801,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2439,1001803,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2440,1001834,2 1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2441,1001837,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2442,1001835,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2444,1001799,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2445,1001790,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2446,1002278,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2447,1002313,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2448,1001418,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2449,1001408,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2450,1002181,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2451,1001281,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2453,1000332,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2454,1002301,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2455,1002302,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2456,1002268,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2457,1001786,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2458,1002274,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2459,1002275,2 1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2460,1001420,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2461,1000681,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2462,1001178,2 9 8 6,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA
2463,1001328,6 2 14 8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,NA,NA,4,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,3
2464,1000870,2 7 6 8,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,NA,NA,4,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,NA
2465,1002083,2 5 6 8 9 11 15,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,Gender Violence,NA,3,NA,NA,3,3,NA,2,4,NA,4,NA,NA,NA
2466,1002085,2 7 6 9,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,3,3,NA,3,NA,NA,NA,NA,NA
2468,1001089,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2469,1001398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2470,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2471,1001948,1 7 8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,3,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
2472,1001947,1 11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
2473,1001945,1 13 5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA
2474,1001943,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2475,1001944,1 11 14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2
2476,1002750,1 11 14 6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,3
2477,1002751,1 11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
2478,1002696,2 8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2479,1002699,2 11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
2480,1002702,1 6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
