uhhidfs,uhhidp,a2,a3,a4,a5b,hh_type,a13,a16,a16other
2195,1001142,Adjumani,NA,0,Adjumani_settlement,1,2,7,NA
3236,1000401,Adjumani,adjumani,0,Adjumani_settlement,1,1,7,NA
2892,1000031,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
2178,1002658,Adjumani,west adjumani,1,NA,0,2,7,NA
2169,1001707,Adjumani,adjumani east,1,NA,0,1,7,NA
2157,1001475,Adjumani,Adjumani east,0,Adjumani_settlement,1,2,7,NA
2149,1000390,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,2,NA
590,1002342,Adjumani,West adjumani,1,NA,0,1,7,NA
2890,1002081,Adjumani,Adjumani east,1,NA,0,2,2,NA
2165,1001261,Adjumani,Adjumani east,1,NA,0,1,2,NA
2144,1000391,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,2,NA
1395,1002900,Adjumani,Adjumani,1,NA,0,2,7,NA
1604,1000520,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
3245,1001989,Adjumani,adjumani east,1,NA,0,2,7,NA
3405,1001259,Adjumani,adjumani east,0,Adjumani_settlement,1,2,7,NA
2216,1000026,Adjumani,Adjumani,0,Adjumani_settlement,1,1,7,NA
2142,1000399,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,2,NA
2159,1001495,Adjumani,Adjumani east,0,Adjumani_settlement,1,1,2,NA
3403,1001629,Adjumani,Adjumani,0,Adjumani_settlement,1,1,7,NA
2206,1001252,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
2425,1000017,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
3241,1001974,Adjumani,adjumani east,1,NA,0,2,7,NA
2160,1001280,Adjumani,Adjumani east,0,Adjumani_settlement,1,2,2,NA
3233,1000397,Adjumani,Adjumani east,0,Adjumani_settlement,1,1,7,NA
1598,1001937,Adjumani,adjumani,1,NA,0,2,7,NA
2901,1000007,Adjumani,Adjumani west,0,Adjumani_settlement,1,1,2,NA
2900,1000005,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,6,Depend on ration food
1388,1001708,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
2156,1001235,Adjumani,Adjumani east,0,Adjumani_settlement,1,2,2,NA
2182,1001502,Adjumani,adjumani east,1,NA,0,2,7,NA
1398,1000649,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
1593,1001929,Adjumani,adjumani,1,NA,0,1,7,NA
892,1000849,Adjumani,adjumani,0,Adjumani_settlement,1,2,7,NA
2393,1000043,Adjumani,adjumani west,0,Adjumani_settlement,1,2,7,NA
2780,1000720,Adjumani,West adjumani,0,Adjumani_settlement,1,2,7,NA
2905,1000074,Adjumani,Adjumani west,0,Adjumani_settlement,1,1,6,Depend on relief aid
2775,1001682,Adjumani,Adjumani west,1,NA,0,2,7,NA
908,1001709,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
2194,1001143,Adjumani,Adjumani,0,Adjumani_settlement,1,1,7,NA
890,1002989,Adjumani,Adjumani,1,NA,0,1,2,NA
2193,1000385,Adjumani,adjumani east,0,Adjumani_settlement,1,1,7,NA
2162,1001380,Adjumani,Adjumani east,1,NA,0,1,2,NA
3231,1002909,Adjumani,NA,1,NA,0,1,7,NA
2891,1002071,Adjumani,Adjumani east,1,NA,0,1,2,NA
2781,1000748,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,6,Depend on cash grant of WFP
2203,1001992,Adjumani,Adjumani,1,NA,0,1,7,NA
2186,1001136,Adjumani,adjumani east,0,Adjumani_settlement,1,1,1,NA
2424,1000004,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
2792,1001690,Adjumani,Adjumani,1,NA,0,2,7,NA
3244,1001972,Adjumani,adjumani east,1,NA,0,2,7,NA
1385,1001730,Adjumani,Adjumani,0,Adjumani_settlement,1,1,7,NA
2790,1001705,Adjumani,Adjumani,1,NA,0,1,7,NA
2207,1001244,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
2426,1000009,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
1392,1002901,Adjumani,Adjumani,1,NA,0,2,7,NA
889,1002990,Adjumani,Adjumani,1,NA,0,2,2,NA
374,1000889,Adjumani,NA,0,Adjumani_settlement,1,1,7,NA
2782,1000719,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,6,Depend on cash grant of UN
1600,1001134,Adjumani,adjumani,0,Adjumani_settlement,1,2,7,NA
38,1001683,Adjumani,Adjumani,1,NA,0,1,7,NA
2896,1000039,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,2,NA
3249,1000082,Adjumani,adjumani West,0,Adjumani_settlement,1,1,7,NA
2898,1000008,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
2392,1000032,Adjumani,adjumani west,0,Adjumani_settlement,1,2,7,NA
3251,1000078,Adjumani,adjumani West,0,Adjumani_settlement,1,1,7,NA
2139,1000712,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
1393,1002903,Adjumani,Adjumani,1,NA,0,2,7,NA
1596,1001931,Adjumani,NA,1,NA,0,2,7,NA
2166,1001379,Adjumani,Adjumani east,1,NA,0,1,2,NA
1609,1000394,Adjumani,Adjumani west,0,Adjumani_settlement,1,1,7,NA
3254,1000075,Adjumani,adjumani West,0,Adjumani_settlement,1,1,7,NA
869,1001080,Adjumani,adjumani,0,Adjumani_settlement,1,2,7,NA
1607,1000598,Adjumani,Adjumani west,0,Adjumani_settlement,1,1,7,NA
3088,1002162,Adjumani,adjumani west,1,NA,0,2,7,NA
2164,1001386,Adjumani,Adjumani east,1,NA,0,1,2,NA
1602,1001135,Adjumani,adjumani east,0,Adjumani_settlement,1,2,7,NA
2370,1000027,Adjumani,Adjumani,0,Adjumani_settlement,1,1,7,NA
1599,1001138,Adjumani,adjumani east,0,Adjumani_settlement,1,2,2,NA
1590,1002350,Adjumani,adjumani,1,NA,0,1,7,NA
865,1001082,Adjumani,adjumani,0,Adjumani_settlement,1,2,7,NA
1589,1002351,Adjumani,NA,1,NA,0,2,7,NA
587,1002336,Adjumani,West adjumani,1,NA,0,1,7,NA
1580,1003022,Adjumani,adjumani west,0,Adjumani_settlement,1,2,7,NA
1586,1002349,Adjumani,adjumani,1,NA,0,1,7,NA
2217,1000019,Adjumani,Adjumani,0,Adjumani_settlement,1,1,7,NA
1400,1000653,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
1578,1003019,Adjumani,NA,1,NA,0,1,2,NA
1577,1003027,Adjumani,NA,1,NA,0,1,7,NA
2138,1000700,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
2151,1003009,Adjumani,Adjumani,1,NA,0,2,2,NA
2427,1000025,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,6,Depend on food ratio of UN
896,1000833,Adjumani,Adjumani,0,Adjumani_settlement,1,2,2,NA
2788,1001691,Adjumani,Adjumani,1,NA,0,1,7,NA
2199,1002091,Adjumani,Adjumani,1,NA,0,1,7,NA
373,1000890,Adjumani,West adjumani,0,Adjumani_settlement,1,2,7,NA
2888,1000041,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,6,They are relying on relief aid for survival
2146,1000522,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,2,NA
1585,1000661,Adjumani,adjumani,0,Adjumani_settlement,1,2,7,NA
1387,1002031,Adjumani,NA,1,NA,0,1,2,NA
894,1000851,Adjumani,Adjumani,0,Adjumani_settlement,1,2,2,NA
3404,1000529,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
1579,1003026,Adjumani,west adjumani,1,NA,0,2,7,NA
2143,1000400,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,2,NA
3246,1001234,Adjumani,adjumani east,0,Adjumani_settlement,1,1,6,Painter
1384,1000656,Adjumani,NA,0,Adjumani_settlement,1,1,7,NA
3234,1000383,Adjumani,Adjumani east,0,Adjumani_settlement,1,1,7,NA
1605,1000521,Adjumani,Adjumani west,0,Adjumani_settlement,1,1,7,NA
1582,1000658,Adjumani,adjumani,0,Adjumani_settlement,1,1,2,NA
1592,1003006,Adjumani,NA,1,NA,0,2,7,NA
2777,1002337,Adjumani,Adjumani west,1,NA,0,2,5,NA
1603,1000599,Adjumani,Adjumani,0,Adjumani_settlement,1,1,7,NA
2369,1000018,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
2192,1000398,Adjumani,NA,0,Adjumani_settlement,1,2,5,NA
1390,1002902,Adjumani,Adjumani,1,NA,0,2,7,NA
1389,1001628,Adjumani,Adjumani,0,Adjumani_settlement,1,2,5,NA
2137,1000702,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
3247,1000085,Adjumani,adjumani West,0,Adjumani_settlement,1,2,7,NA
1383,1003003,Adjumani,adjumani west,1,NA,0,1,7,NA
2388,1000034,Adjumani,adjumani west,0,Adjumani_settlement,1,2,6,none
907,1001555,Adjumani,Adjumani,0,Adjumani_settlement,1,1,7,NA
3256,1000091,Adjumani,adjumani West,0,Adjumani_settlement,1,2,7,NA
2779,1000749,Adjumani,East adjumani,0,Adjumani_settlement,1,2,7,NA
2152,1002988,Adjumani,Adjumani east,1,NA,0,2,2,NA
2141,1000393,Adjumani,Adjumani west,0,Adjumani_settlement,1,1,7,NA
2214,1001443,Adjumani,Adjumani,1,NA,0,1,7,NA
1597,1001930,Adjumani,adjumani,1,NA,0,1,7,NA
2205,1001243,Adjumani,Adjumani,0,Adjumani_settlement,1,2,2,NA
3255,1000090,Adjumani,adjumani West,0,Adjumani_settlement,1,2,7,NA
2422,1003024,Adjumani,Adjumani east,1,NA,0,1,7,NA
3243,1001976,Adjumani,NA,1,NA,0,1,7,NA
2367,1000016,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
2168,1003025,Adjumani,adjumani east,1,NA,0,1,7,NA
2154,1001233,Adjumani,Adjumani east,0,Adjumani_settlement,1,2,7,NA
870,1002655,Adjumani,west adjumani,1,NA,0,2,2,NA
2140,1000687,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
588,1002341,Adjumani,NA,1,NA,0,2,7,NA
2171,1002998,Adjumani,Adjumani west,1,NA,0,1,7,NA
2368,1000020,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
1601,1001133,Adjumani,adjumani east,0,Adjumani_settlement,1,2,7,NA
2158,1001474,Adjumani,Adjumani east,0,Adjumani_settlement,1,2,7,NA
2200,1002092,Adjumani,Adjumani,1,NA,0,2,7,NA
2175,1001238,Adjumani,NA,0,Adjumani_settlement,1,2,2,NA
2210,1003031,Adjumani,Adjumani,1,NA,0,1,7,NA
3238,1000387,Adjumani,adjumani east,0,Adjumani_settlement,1,1,7,NA
1612,1001231,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
871,1002654,Adjumani,west adjumani,1,NA,0,2,2,NA
2783,1001236,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,6,Depend on cash grant
2785,1001228,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
1588,1002352,Adjumani,adjumani,1,NA,0,1,7,NA
2893,1000013,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
2218,1000011,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
2215,1000021,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
2213,1003030,Adjumani,Adjumani,1,NA,0,1,7,NA
2212,1003029,Adjumani,Adjumani,1,NA,0,1,7,NA
3094,1002131,Adjumani,Adjumani east,1,NA,0,1,7,NA
2904,1000079,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
2134,1003010,Adjumani,Adjumani,1,NA,0,1,2,NA
2135,1003008,Adjumani,Adjumani,1,NA,0,1,2,NA
2136,1000701,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
2174,1001241,Adjumani,pakele,0,Adjumani_settlement,1,2,7,NA
2209,1001245,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
2170,1001496,Adjumani,adjumani east,1,NA,0,1,7,NA
2902,1000014,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,2,NA
2167,1000015,Adjumani,Adjumani west,0,Adjumani_settlement,1,1,2,NA
2886,1000030,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,6,Depends on the relief supply
2147,1000525,Adjumani,Adjumani west,0,Adjumani_settlement,1,1,2,NA
2148,1000395,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
3232,1000530,Adjumani,NA,0,Adjumani_settlement,1,2,7,NA
3235,1000382,Adjumani,adjumani east,0,Adjumani_settlement,1,2,7,NA
2778,1002339,Adjumani,West adjumani,1,NA,0,2,7,NA
2201,1002096,Adjumani,Adjumani,1,NA,0,2,7,NA
2428,1000022,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,5,NA
1584,1000659,Adjumani,adjumani,0,Adjumani_settlement,1,2,7,NA
1405,1002119,Adjumani,Adjumani,1,NA,0,1,7,NA
3257,1000084,Adjumani,adjumani West,0,Adjumani_settlement,1,1,7,NA
589,1002343,Adjumani,West adjumani,1,NA,0,2,7,NA
2226,1001624,Adjumani,Adjumani,0,Adjumani_settlement,1,2,5,NA
2133,1000713,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
2155,1001260,Adjumani,Adjumani east,0,Adjumani_settlement,1,2,7,NA
2903,1000073,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
381,1000825,Adjumani,West adjumani,0,Adjumani_settlement,1,2,7,NA
2190,1001625,Adjumani,Adjumani,0,Adjumani_settlement,1,2,5,NA
2173,1001239,Adjumani,pakele,0,Adjumani_settlement,1,2,7,NA
2189,1000083,Adjumani,adjumani West,0,Adjumani_settlement,1,2,7,NA
2786,1001229,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
2176,1001237,Adjumani,pakele,0,Adjumani_settlement,1,2,7,NA
2177,1000986,Adjumani,Adjumani west,0,Adjumani_settlement,1,1,7,NA
2421,1003023,Adjumani,Adjumani east,1,NA,0,1,7,NA
2179,1000657,Adjumani,adjumani west,0,Adjumani_settlement,1,2,7,NA
2172,1001240,Adjumani,pakele,0,Adjumani_settlement,1,2,7,NA
2202,1002080,Adjumani,Adjumani,1,NA,0,1,7,NA
2183,1001442,Adjumani,adjumani east,1,NA,0,1,7,NA
1406,1001973,Adjumani,Adjumani,1,NA,0,1,7,NA
3093,1002122,Adjumani,Adjumani east,1,NA,0,2,7,NA
3156,1003007,Adjumani,Adjumani west,1,NA,0,1,7,NA
1608,1000396,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
3370,1002905,Adjumani,Adjumani east,1,NA,0,1,7,NA
2187,1001137,Adjumani,adjumani east,0,Adjumani_settlement,1,2,1,NA
2423,1002906,Adjumani,Adjumani East,1,NA,0,1,7,NA
1610,1000595,Adjumani,Adjumani west,0,Adjumani_settlement,1,1,7,NA
3092,1000686,Adjumani,East adjumani,0,Adjumani_settlement,1,2,7,NA
2227,1002908,Adjumani,NA,1,NA,0,2,7,NA
3237,1000384,Adjumani,adjumani,0,Adjumani_settlement,1,1,7,NA
2181,1001503,Adjumani,adjumani east,1,NA,0,1,7,NA
1611,1001232,Adjumani,Adjumani east,0,Adjumani_settlement,1,2,6,Depend of cash assistance by UN
1587,1002657,Adjumani,adjumani west,1,NA,0,1,7,NA
586,1002340,Adjumani,West adjumani,1,NA,0,1,7,NA
2789,1001706,Adjumani,Adjumani,1,NA,0,2,7,NA
2208,1001246,Adjumani,Adjumani,0,Adjumani_settlement,1,1,7,NA
2784,1001227,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,6,Depend on cash grant
1404,1002121,Adjumani,Adjumani,1,NA,0,1,7,NA
578,1000824,Adjumani,West adjumani,0,Adjumani_settlement,1,2,7,NA
2145,1000389,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,2,NA
2211,1003032,Adjumani,Adjumani,1,NA,0,1,7,NA
2188,1000092,Adjumani,adjumani West,0,Adjumani_settlement,1,2,7,NA
1397,1000651,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
1386,1001557,Adjumani,Adjumani,0,Adjumani_settlement,1,1,7,NA
2391,1000040,Adjumani,adjumani west,0,Adjumani_settlement,1,2,7,NA
867,1001249,Adjumani,adjumani,0,Adjumani_settlement,1,2,7,NA
1583,1000654,Adjumani,adjumani,0,Adjumani_settlement,1,2,7,NA
2185,1001139,Adjumani,adjumani east,0,Adjumani_settlement,1,2,7,NA
1581,1003018,Adjumani,west adjumani,1,NA,0,2,7,NA
1391,1002896,Adjumani,Adjumani,1,NA,0,2,7,NA
375,1000887,Adjumani,West adjumani,0,Adjumani_settlement,1,2,7,NA
2153,1002987,Adjumani,Adjumani,1,NA,0,2,2,NA
1394,1002656,Adjumani,Adjumani,1,NA,0,1,7,NA
2180,1000660,Adjumani,adjumani west,0,Adjumani_settlement,1,2,7,NA
2204,1001250,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
1402,1000648,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
888,1000859,Adjumani,Adjumani,0,Adjumani_settlement,1,2,2,NA
909,1001729,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
3089,1002359,Adjumani,adjumani west,1,NA,0,2,7,NA
2191,1001627,Adjumani,Adjumani,0,Adjumani_settlement,1,2,5,NA
2150,1002070,Adjumani,Adjumani East,1,NA,0,1,2,NA
2196,1001473,Adjumani,adjumani east,0,Adjumani_settlement,1,1,7,NA
1594,1001971,Adjumani,adjumani,1,NA,0,1,7,NA
3242,1001975,Adjumani,Adjumani,1,NA,0,1,7,NA
2791,1001681,Adjumani,Adjumani,1,NA,0,2,7,NA
3252,1000088,Adjumani,NA,0,Adjumani_settlement,1,2,7,NA
3253,1000076,Adjumani,adjumani West,0,Adjumani_settlement,1,2,7,NA
1606,1000524,Adjumani,Adjumani west,0,Adjumani_settlement,1,1,7,NA
2163,1001381,Adjumani,Adjumani east,1,NA,0,1,2,NA
2198,1001991,Adjumani,Adjumani,1,NA,0,1,7,NA
2776,1002338,Adjumani,West adjumani,1,NA,0,1,7,NA
3240,1001977,Adjumani,adjumani,1,NA,0,2,7,NA
376,1000860,Adjumani,West adjumani,0,Adjumani_settlement,1,2,5,NA
1401,1000647,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
1591,1002136,Adjumani,adjumani,1,NA,0,2,2,NA
1396,1000527,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
2197,1000526,Adjumani,Adjumani,0,Adjumani_settlement,1,2,5,NA
2389,1000036,Adjumani,adjumani west,0,Adjumani_settlement,1,2,6,none
3155,1002135,Adjumani,Adjumani west,1,NA,0,1,2,NA
3239,1001990,Adjumani,adjumani east,1,NA,0,1,7,NA
1399,1000650,Adjumani,Adjumani,0,Adjumani_settlement,1,2,7,NA
3248,1000087,Adjumani,adjumani east,0,Adjumani_settlement,1,1,6,999
2390,1000033,Adjumani,adjumani west,0,Adjumani_settlement,1,2,7,NA
866,1001081,Adjumani,West adjumani,0,Adjumani_settlement,1,2,7,NA
2184,1001141,Adjumani,adjumani east,0,Adjumani_settlement,1,2,7,NA
3406,1000089,Adjumani,adjumani West,0,Adjumani_settlement,1,2,7,NA
3230,1003004,Adjumani,NA,1,NA,0,2,7,NA
1595,1001970,Adjumani,adjumani,1,NA,0,1,7,NA
2161,1001382,Adjumani,Adjumani east,1,NA,0,2,2,NA
3096,1002120,Adjumani,East adjumani,1,NA,0,1,7,NA
3095,1002132,Adjumani,East adjumani,1,NA,0,1,7,NA
1407,1002095,Adjumani,Adjumani,1,NA,0,2,7,NA
898,1000850,Adjumani,Adjumani,0,Adjumani_settlement,1,2,2,NA
2228,1000386,Adjumani,adjumani east,0,Adjumani_settlement,1,2,7,NA
3090,1001553,Adjumani,adjumani west,1,NA,0,1,7,NA
2429,1000003,Adjumani,Adjumani west,0,Adjumani_settlement,1,2,7,NA
1403,1000652,Adjumani,Adjumani,0,Adjumani_settlement,1,1,7,NA
1041,1001980,Arua,lower madi,1,NA,0,2,2,NA
3444,1002178,Arua,NA,1,NA,0,2,2,NA
2269,1000072,Arua,Terego,0,Imvepi_settlement,1,1,7,NA
1112,1000111,Arua,Terego,0,Rhinocamp_settlement,1,2,7,NA
1087,1000122,Arua,madi okollo,0,Rhinocamp_settlement,1,2,6,No activity done
3158,1002977,Arua,terego east,1,NA,0,2,2,NA
1122,1001146,Arua,lower madi,1,NA,0,1,7,NA
2270,1002305,Arua,Terego,1,NA,0,1,6,None
2394,1000182,Arua,odupi,0,Imvepi_settlement,1,1,2,NA
1093,1000643,Arua,terego,0,Imvepi_settlement,1,2,7,NA
1633,1000877,Arua,Terego,0,Imvepi_settlement,1,1,7,NA
3420,1002865,Arua,terego,1,NA,0,1,7,NA
1129,1001549,Arua,rigbo,0,Rhinocamp_settlement,1,2,7,NA
1637,1001285,Arua,Odupi,0,Imvepi_settlement,1,2,7,NA
1118,1000328,Arua,Terego east,0,Rhinocamp_settlement,1,2,2,NA
2306,1002464,Arua,terego,1,NA,0,1,7,NA
1088,1000102,Arua,madi okollo,0,Rhinocamp_settlement,1,2,6,She has nothing todo
2332,1002307,Arua,Terego,1,NA,0,1,2,NA
1011,1001396,Arua,lower madi,0,Rhinocamp_settlement,1,1,7,NA
3915,3000784,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
1155,1000479,Arua,NA,0,Rhinocamp_settlement,1,2,7,NA
3443,1001456,Arua,uriama,0,Rhinocamp_settlement,1,1,7,NA
1017,1001645,Arua,lower madi,0,Rhinocamp_settlement,1,2,7,NA
3857,3000425,Arua,Terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
3835,3000775,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,6,999
1010,1000822,Arua,Terego,0,Imvepi_settlement,1,1,7,NA
1144,1001532,Arua,madi okollo,0,Rhinocamp_settlement,1,1,7,NA
2480,1002702,Arua,terego,1,NA,0,1,7,NA
2241,1001345,Arua,Terego,0,Rhinocamp_settlement,1,2,7,NA
2834,1000337,Arua,terego east,0,Rhinocamp_settlement,1,1,2,NA
1617,1001534,Arua,madi okollo,0,Rhinocamp_settlement,1,2,5,NA
3879,1002118,Arua,lower madi,1,NA,0,1,7,NA
3227,1002744,Arua,NA,1,NA,0,1,7,NA
1614,1001548,Arua,madi okollo,0,Rhinocamp_settlement,1,1,7,NA
2414,1002937,Arua,terego east,1,NA,0,1,2,NA
1051,1001427,Arua,NA,0,Rhinocamp_settlement,1,2,6,none
3852,3000979,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
3889,1001275,Arua,terego,1,NA,0,1,7,NA
1117,1001441,Arua,Terego east,0,Rhinocamp_settlement,1,2,2,NA
3415,1002858,Arua,terego,1,NA,0,2,7,NA
1026,1001461,Arua,terego,1,NA,0,1,7,NA
1727,1000406,Arua,terego,0,Imvepi_settlement,1,1,6,none
2322,1002418,Arua,terego west,1,NA,0,1,2,NA
3479,1002692,Arua,terego west,1,NA,0,1,7,NA
2592,1002831,Arua,terego east,1,NA,0,1,2,NA
2281,1000119,Arua,terego east,0,Rhinocamp_settlement,1,2,2,NA
1030,1000705,Arua,terego,0,Imvepi_settlement,1,1,5,NA
1203,1000565,Arua,NA,0,Rhinocamp_settlement,1,1,1,NA
1070,1001101,Arua,terego,0,Imvepi_settlement,1,1,7,NA
2279,1001415,Arua,terego east,1,NA,1,1,2,NA
1636,1001287,Arua,Odupi,0,Imvepi_settlement,1,2,7,NA
1108,1000095,Arua,Terego east,0,Rhinocamp_settlement,1,1,7,NA
1095,1000644,Arua,terego,0,Imvepi_settlement,1,2,7,NA
2275,1001466,Arua,terego east,0,Rhinocamp_settlement,1,2,6,only rear some few poultry and a goat
3291,1001258,Arua,terego east,1,NA,0,1,7,NA
1937,1001273,Arua,terego,1,NA,0,2,7,NA
3870,3000439,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
3900,3000965,Arua,NA,0,Omugo_Rhino_ext_settlement,1,1,7,NA
3466,1001465,Arua,terego east,1,NA,0,1,7,NA
2800,1002103,Arua,Lower madi,1,NA,0,1,2,NA
3160,1003001,Arua,terego east,1,NA,0,2,2,NA
1036,1000846,Arua,terego east,0,Rhinocamp_settlement,1,2,2,NA
1623,1001643,Arua,terego,0,Rhinocamp_settlement,1,1,5,NA
3423,1000690,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
1023,1000505,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
4067,3001449,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,5,NA
3862,3001625,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
1019,1000491,Arua,lower madi,0,Rhinocamp_settlement,1,2,7,NA
994,1000553,Arua,terego east,0,Rhinocamp_settlement,1,2,7,NA
2337,1003013,Arua,Terego,1,NA,0,1,7,NA
3859,3000426,Arua,Terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
1131,1000097,Arua,NA,0,Rhinocamp_settlement,1,2,7,NA
1734,1001967,Arua,terego,1,NA,0,2,7,NA
1012,1000857,Arua,terego,0,Rhinocamp_settlement,1,1,7,NA
2822,1002035,Arua,NA,1,NA,0,2,7,NA
1146,1000473,Arua,madi okollo,0,Rhinocamp_settlement,1,2,6,none
992,1000060,Arua,madi okollo,0,Rhinocamp_settlement,1,2,7,NA
999,1001981,Arua,lower madi,1,NA,0,2,7,NA
1042,1001402,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
2833,1000412,Arua,terego east,0,Imvepi_settlement,1,1,2,NA
1045,1001447,Arua,rhino camp,0,Rhinocamp_settlement,1,1,7,NA
2475,1001944,Arua,terego,1,NA,0,1,7,NA
3447,1001423,Arua,terego east,1,NA,0,2,2,NA
3451,1000548,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
1040,1001095,Arua,lower madi,1,NA,0,1,2,NA
1150,1001550,Arua,NA,0,Rhinocamp_settlement,1,2,2,NA
2244,1002270,Arua,Terego,1,NA,0,2,2,NA
2382,1002042,Arua,ocea,1,NA,0,1,7,NA
3480,1002695,Arua,terego,1,NA,0,1,7,NA
3901,3000967,Arua,NA,0,Omugo_Rhino_ext_settlement,1,1,7,NA
1021,1001401,Arua,terego,0,Rhinocamp_settlement,1,2,6,none
2437,1001833,Arua,terego,1,NA,0,1,6,student
3848,3000981,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
3159,1002978,Arua,terego east,1,NA,0,2,7,NA
3914,3001426,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
2460,1001420,Arua,terego,0,Rhinocamp_settlement,1,1,6,999
2821,1001932,Arua,Madi okollo,1,NA,0,1,7,NA
3453,1002105,Arua,Terego,1,NA,0,2,2,NA
2361,1000408,Arua,Terego,0,Imvepi_settlement,1,1,6,999
3871,3001155,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
1032,1000835,Arua,lower madi,0,Rhinocamp_settlement,1,2,2,NA
1639,1001094,Arua,madi okollo,0,Omugo_Rhino_ext_settlement,0,1,7,NA
3864,3002067,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
3449,1002326,Arua,terego east,1,NA,0,2,2,NA
3229,1002742,Arua,Terego,1,NA,0,1,7,NA
3226,1002730,Arua,Terego,1,NA,0,2,7,NA
2321,1003033,Arua,terego west,1,NA,0,2,2,NA
1018,1001647,Arua,lower madi,0,Rhinocamp_settlement,1,2,7,NA
2481,1002736,Arua,terego,1,NA,0,2,7,NA
1071,1001102,Arua,terego,0,Imvepi_settlement,1,1,7,NA
