uhhidfs,uhhidp,a2,a3,a4,a5b,hh_type,a13,a16,a16other
2412,1002843,Arua,terego east,1,NA,0,1,2,NA
1935,1000765,Arua,terego,0,Rhinocamp_settlement,1,2,6,no economic activity
2401,1001477,Arua,terego,0,Imvepi_settlement,1,2,2,NA
1621,1001614,Arua,terego,0,Rhinocamp_settlement,1,1,7,NA
3873,3000958,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,6,no activity
1719,1001963,Arua,terego,0,Rhinocamp_settlement,1,2,5,NA
3872,3000957,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,6,no activity
2383,1002043,Arua,NA,1,NA,0,2,7,NA
1024,1000560,Arua,terego,0,Rhinocamp_settlement,1,2,5,NA
996,1000467,Arua,Madi okollo,0,Rhinocamp_settlement,1,2,7,NA
3918,3000447,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
4062,1000490,Arua,lower madi,0,Rhinocamp_settlement,1,2,7,NA
1625,1001648,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
1043,1001488,Arua,NA,0,Imvepi_settlement,1,1,6,999
1616,1001901,Arua,madi okollo,0,Rhinocamp_settlement,1,2,7,NA
991,1000059,Arua,madi okollo,0,Rhinocamp_settlement,1,1,7,NA
1629,1000867,Arua,odupi,0,Imvepi_settlement,1,2,7,NA
3865,3000927,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
1084,1000696,Arua,madi okollo,0,Rhinocamp_settlement,1,2,7,NA
1002,1001428,Arua,Terego,0,Rhinocamp_settlement,1,1,7,NA
3851,3000782,Arua,Terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
1154,1000486,Arua,madi-okollo,0,Rhinocamp_settlement,1,2,2,NA
1085,1000569,Arua,Madi okollo,0,Rhinocamp_settlement,1,2,7,NA
1627,1000403,Arua,odupi,0,Imvepi_settlement,1,2,7,NA
2274,1001468,Arua,terego east,0,Rhinocamp_settlement,1,1,2,NA
2240,1001344,Arua,Terego,0,Rhinocamp_settlement,1,2,7,NA
2844,1002329,Arua,terego,1,NA,0,2,2,NA
3856,3000787,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
2312,1002690,Arua,terego,1,NA,0,1,7,NA
3842,3001165,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
1109,1000113,Arua,NA,0,Rhinocamp_settlement,1,2,2,NA
1933,1001149,Arua,NA,1,NA,0,1,7,NA
2381,1002044,Arua,NA,1,NA,0,2,7,NA
2458,1002274,Arua,terego,1,NA,0,2,7,NA
2293,1001419,Arua,terego east,0,Rhinocamp_settlement,1,1,2,NA
2286,1002265,Arua,terego east,1,NA,0,2,2,NA
2252,1002734,Arua,Terego,1,NA,0,1,2,NA
4060,1002309,Arua,terego,1,NA,0,1,2,NA
2243,1002269,Arua,Terego,1,NA,0,1,7,NA
3863,3001628,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
2404,1000691,Arua,uriama,0,Rhinocamp_settlement,1,2,7,NA
995,1000546,Arua,Terego east,0,Rhinocamp_settlement,1,2,7,NA
1615,1001899,Arua,madi okollo,0,Rhinocamp_settlement,1,2,7,NA
1013,1000855,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
1480,3000052,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Remittance
1455,3000026,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
3647,3001398,Isingiro,Bukanga,1,NA,0,2,6,None
3119,3001955,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
631,3000073,Isingiro,Isingiro north,1,NA,0,2,7,NA
2052,3000720,Isingiro,Bukanga,1,NA,0,1,7,NA
267,3001066,Isingiro,Isingiro south,1,NA,0,1,7,NA
2626,3000387,Isingiro,Isingiro north,1,NA,0,2,7,NA
67,3001051,Isingiro,Isingiro south,1,NA,0,1,7,NA
2963,3001484,Isingiro,Isingiro south,1,NA,0,1,7,NA
2962,3000573,Isingiro,Isingiro north,1,NA,0,1,7,NA
3707,3002278,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Depend on food aid
2951,3000302,Isingiro,Isingiro north,1,NA,0,2,7,NA
2053,3000721,Isingiro,Bukanga,1,NA,0,1,2,NA
372,3000086,Isingiro,Isingiro north,1,NA,0,2,5,NA
2929,3001501,Isingiro,Isingiro south,1,NA,0,2,7,NA
3020,3000212,Isingiro,Isingiro north,1,NA,0,2,7,NA
210,3000936,Isingiro,Isingiro south,1,NA,0,2,7,NA
367,3000084,Isingiro,Isingiro North,1,NA,0,2,7,NA
1462,3001833,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Food Aid
820,3002214,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Not doing anything
2018,3000779,Isingiro,Bukanga,1,NA,0,2,7,NA
2647,3000391,Isingiro,Isingiro north,1,NA,0,2,7,NA
1468,3001961,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Bar business
785,3002223,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
1709,3000030,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
913,3002203,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Casual laborer
2931,3001503,Isingiro,NA,1,NA,0,1,7,NA
3701,3000077,Isingiro,Isingiro north,1,NA,0,2,7,NA
1771,3001951,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Food aid
432,3000190,Isingiro,NA,1,NA,0,1,7,NA
365,3000081,Isingiro,Isingiro North,1,NA,0,2,2,NA
2055,3000760,Isingiro,Bukanga,1,NA,0,2,6,Operating a drugshop
3665,3002229,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Boda rider of a bicycle
3100,3001832,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
1794,3000020,Isingiro,NA,0,Nakivale_settlement,1,2,7,NA
90,3000095,Isingiro,Isingiro north,1,NA,0,2,7,NA
362,3000944,Isingiro,Isingiro south,1,NA,0,2,5,NA
2930,3001500,Isingiro,Isingiro north,1,NA,0,1,7,NA
636,3000224,Isingiro,Isingiro North,1,NA,0,2,7,NA
85,3000230,Isingiro,Isingiro north,1,NA,0,2,7,NA
363,3000948,Isingiro,Isingiro south,1,NA,0,2,7,NA
2625,3000362,Isingiro,Isingiro north,1,NA,0,2,7,NA
1795,3000034,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
2680,3000494,Isingiro,Isingiro north,1,NA,0,2,7,NA
3714,3001478,Isingiro,Bukanga,1,NA,0,2,7,NA
76,3000937,Isingiro,Isingiro south,1,NA,0,2,7,NA
1699,3001981,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
3650,3002190,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
1790,3000042,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
645,3000092,Isingiro,Isingiro North,1,NA,0,1,7,NA
1772,3001952,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Food aid
2028,3001493,Isingiro,Bukanga,1,NA,0,1,7,NA
3690,3002001,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
1782,3002144,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
71,3001015,Isingiro,Isingiro south,1,NA,0,2,2,NA
1982,3000793,Isingiro,Bukanga,1,NA,0,1,7,NA
1417,3001920,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Casual worker
843,3002149,Isingiro,Bukanga,0,Nakivale_settlement,1,2,5,NA
1759,3002000,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Depend on food aid
701,3001011,Isingiro,Isingiro South,1,NA,0,1,7,NA
348,3000986,Isingiro,Isingiro south,1,NA,0,1,7,NA
1461,3000044,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Food Aid
2964,3000569,Isingiro,Isingiro north,1,NA,0,2,7,NA
1950,3001477,Isingiro,Bukanga,1,NA,0,2,6,999
2938,3001454,Isingiro,Isingiro south,1,NA,0,2,7,NA
2925,3001458,Isingiro,Isingiro north,1,NA,0,2,7,NA
1762,3001927,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
70,3001049,Isingiro,NA,1,NA,0,1,7,NA
3634,3002266,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Food Aid
1414,3000025,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
824,3002146,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,None
825,3000099,Isingiro,Isingiro,1,NA,0,2,7,NA
91,3000093,Isingiro,Isingiro north,1,NA,0,2,7,NA
72,3001014,Isingiro,Isingiro south,1,NA,0,1,7,NA
2663,3000734,Isingiro,Isingiro north,1,NA,0,2,7,NA
2961,3000571,Isingiro,Isingiro north,1,NA,0,2,7,NA
1711,3001805,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
78,3000941,Isingiro,Isingiro south,1,NA,0,2,7,NA
3683,3001889,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
3697,3001972,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Food aid
2937,3001452,Isingiro,Isingiro south,1,NA,0,2,7,NA
797,3002212,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
3112,3001992,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Depend on food aid
268,3001025,Isingiro,Isingiro South,1,NA,0,2,7,NA
557,3000221,Isingiro,Isingiro north,1,NA,0,2,7,NA
621,3000111,Isingiro,Isingiro north,1,NA,0,1,7,NA
1999,3001411,Isingiro,Bukanga,1,NA,0,2,7,NA
2670,3000719,Isingiro,Bukanga,1,NA,0,2,7,NA
1716,3001988,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
1478,3000029,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Remittence
1981,3000792,Isingiro,Bukanga,1,NA,0,1,7,NA
2910,3000441,Isingiro,Isingiro North.,1,NA,0,2,5,NA
2672,3000746,Isingiro,Bukanga,1,NA,0,2,6,Causal labour
1442,3001897,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
3648,3001399,Isingiro,Bukanga,1,NA,0,1,7,NA
2954,3000306,Isingiro,Isingiro north,1,NA,0,2,7,NA
612,3000187,Isingiro,Isingiro North,1,NA,0,2,2,NA
2026,3001406,Isingiro,Bukanga,1,NA,0,2,7,NA
1457,3001863,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Casual labour
370,3001039,Isingiro,Isingiro south,1,NA,0,2,6,Stone query
1796,3001909,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
2971,3000368,Isingiro,Isingiro north,1,NA,0,1,7,NA
911,3002198,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Remittense
910,3002205,Isingiro,Bukanga.,0,Nakivale_settlement,1,1,7,NA
3118,3000017,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
366,3000989,Isingiro,Isingiro south,1,NA,0,2,7,NA
783,3002222,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
2690,3000374,Isingiro,Isingiro north,1,NA,0,2,7,NA
2617,3000381,Isingiro,Isingiro north,1,NA,0,2,7,NA
2020,3000780,Isingiro,Bukanga,1,NA,0,2,2,NA
3700,3000076,Isingiro,Isingiro north,1,NA,0,2,7,NA
2220,3000738,Isingiro,Isingiro North,1,NA,0,2,7,NA
796,3002206,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Casual labor (digging)
1452,3001915,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
3668,3002201,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Remittance
1463,3001980,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Food Aid
3681,3001887,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
828,3002147,Isingiro,Bukanga,0,Nakivale_settlement,1,2,5,NA
1714,3002006,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
609,3000186,Isingiro,Isingiro North,1,NA,0,2,2,NA
1756,3000037,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Depend on food aid
3636,3002252,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
835,3002175,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,999
2620,3000388,Isingiro,Isingiro north,1,NA,0,1,7,NA
368,3000988,Isingiro,Isingiro south,1,NA,0,2,7,NA
3693,3002003,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
3106,3001862,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Food aid
3114,3001880,Isingiro,Bukanga,0,Nakivale_settlement,1,1,5,NA
1949,3001419,Isingiro,"Bukanga
",1,NA,0,2,7,NA
3659,3002231,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
3630,3002238,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
3669,3002200,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Remittance
633,3000226,Isingiro,Isingiro North,1,NA,0,2,7,NA
3102,3001977,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
2225,3000754,Isingiro,Isingiro North,1,NA,0,2,7,NA
2972,3000568,Isingiro,Isingiro north,1,NA,0,2,7,NA
2651,3000377,Isingiro,Isingiro North,1,NA,0,2,5,NA
611,3000185,Isingiro,Isingiro North,1,NA,0,1,7,NA
222,3001021,Isingiro,Isingiro south,1,NA,0,2,7,NA
702,3001010,Isingiro,Isingiro south,1,NA,0,2,7,NA
220,3001018,Isingiro,Isingiro south,1,NA,0,2,7,NA
1946,3001417,Isingiro,Bukanga,1,NA,0,2,7,NA
642,3000088,Isingiro,Isingiro north,1,NA,0,2,7,NA
2224,3000752,Isingiro,Isingiro North,1,NA,0,2,7,NA
1787,3001839,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Casual work.
795,3002207,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,999
2648,3000390,Isingiro,Isingiro north,1,NA,0,1,7,NA
912,3002204,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Remittense
1454,3000018,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
2658,3000756,Isingiro,Isingiro north,1,NA,0,2,7,NA
3627,3000950,Isingiro,Isingiro south,1,NA,0,1,7,NA
68,3001052,Isingiro,Isingiro south,1,NA,0,2,7,NA
212,3000940,Isingiro,Isingiro South,1,NA,0,2,2,NA
784,3002221,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
3703,3000110,Isingiro,Isingiro north,1,NA,0,1,7,NA
1749,3001872,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
1757,3001999,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
1998,3001409,Isingiro,Bukanga,1,NA,0,2,7,NA
1751,3001873,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
1752,3001875,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
2612,3000729,Isingiro,Isingiro North,1,NA,0,2,7,NA
634,3000225,Isingiro,Isingiro North,1,NA,0,1,7,NA
1760,3001779,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
703,3000089,Isingiro,Isingiro north,1,NA,0,1,7,NA
2222,3000757,Isingiro,Isingiro North,1,NA,0,2,7,NA
704,3001040,Isingiro,Isingiro South,1,NA,0,2,7,NA
1458,3001953,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Food aid
2019,3000745,Isingiro,Bukanga,1,NA,0,2,7,NA
1712,3000031,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
229,3000094,Isingiro,Isingiro north,1,NA,0,1,7,NA
3684,3001891,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
3101,3001978,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
2669,3000749,Isingiro,Bukanga,1,NA,0,1,1,NA
2664,3000728,Isingiro,Isingiro north,1,NA,0,2,7,NA
1445,3001884,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
1446,3001883,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Casual labourers
2054,3000762,Isingiro,Bukanga,1,NA,0,2,7,NA
1767,3001830,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
1453,3001938,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
3644,3002239,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,999
1464,3001818,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Food Aid
2024,3001403,Isingiro,"Bukanga
",1,NA,0,2,7,NA
349,3000985,Isingiro,Isingiro south,1,NA,0,1,6,Fuso driver
3695,3001914,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Food aid
2650,3001404,Isingiro,Bukanga,1,NA,0,2,7,NA
270,3001024,Isingiro,Isingiro South,1,NA,0,2,2,NA
3675,3002281,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Casual worker
1754,3001843,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
74,3001050,Isingiro,Isingiro south,1,NA,0,1,2,NA
2973,3000366,Isingiro,Isingiro north,1,NA,0,1,7,NA
2611,3000730,Isingiro,Isingiro North,1,NA,0,2,7,NA
361,3000083,Isingiro,Isingiro north,1,NA,0,2,7,NA
3711,3002208,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Depend on food aid
93,3001065,Isingiro,Isingiro south,1,NA,0,1,7,NA
3654,3002193,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Working in Somali's homes.
2120,3000467,Isingiro,Isingiro North,1,NA,0,2,7,NA
1479,3000028,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Remittence
3656,3001911,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
3661,3002270,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
833,3002170,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,999
821,3002215,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
136,3000070,Isingiro,Isingiro north,1,NA,0,2,7,NA
3670,3001967,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Remittance
3655,3001894,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
3021,3000211,Isingiro,Isingiro north,1,NA,0,2,7,NA
3710,3002213,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Depend on food aid
3639,3002254,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
3649,3001400,Isingiro,Bukanga,1,NA,0,1,7,NA
2016,3000742,Isingiro,Bukanga,1,NA,0,2,7,NA
786,3002224,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
2967,3000370,Isingiro,Isingiro north,1,NA,0,2,7,NA
1803,3001928,Isingiro,NA,0,Nakivale_settlement,1,2,6,Remittance
369,3000085,Isingiro,Isingiro north,1,NA,0,2,7,NA
1986,3000724,Isingiro,Bukanga,1,NA,0,2,7,NA
1412,3000047,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,doing nothing
819,3002218,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
1792,3000036,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
1985,3000722,Isingiro,Bukanga,1,NA,0,2,7,NA
3657,3001912,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
1788,3001907,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
1439,3001859,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Depend on food aid
1707,3001983,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
2974,3000367,Isingiro,Isingiro north,1,NA,0,2,6,Driving transit car
269,3001067,Isingiro,Isingiro south,1,NA,0,2,7,NA
1802,3000942,Isingiro,Isingiro south,1,NA,0,1,7,NA
2668,3000953,Isingiro,Isingiro south,1,NA,0,1,7,NA
834,3002171,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,999
1710,3001990,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
1781,3002145,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
553,3000222,Isingiro,Isingiro north,1,NA,0,1,6,Bodaboda
82,3000067,Isingiro,Isingiro north,1,NA,0,2,7,NA
2023,3001402,Isingiro,Bukanga,1,NA,0,2,6,House wife
1984,3000791,Isingiro,Bukanga,1,NA,0,2,7,NA
3629,3002237,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Food Aid
555,3000219,Isingiro,Isingiro north,1,NA,0,1,6,Dry cleaner(doby)
1450,3001899,Isingiro,NA,0,Nakivale_settlement,1,2,7,NA
266,3001023,Isingiro,Isingiro South,1,NA,0,2,7,NA
596,3000199,Isingiro,Isingiro north,1,NA,0,2,7,NA
1786,3001868,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
624,3000106,Isingiro,Isingiro north,1,NA,0,1,7,NA
1451,3001900,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
2622,3000361,Isingiro,Isingiro north,1,NA,0,2,7,NA
2605,3000406,Isingiro,Isingiro north,1,NA,0,2,7,NA
844,3002153,Isingiro,Bukanga,0,Nakivale_settlement,1,1,1,NA
1996,3001412,Isingiro,Bukanga,1,NA,0,2,7,NA
1764,3001926,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
371,3000991,Isingiro,Isingiro south,1,NA,0,2,7,NA
1773,3001865,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Food aid
3662,3002267,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
556,3000218,Isingiro,Isingiro north,1,NA,0,2,7,NA
597,3000197,Isingiro,Isingiro north,1,NA,0,1,7,NA
1945,3001416,Isingiro,Bukanga,1,NA,0,1,7,NA
1768,3001841,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
86,3000231,Isingiro,Isingiro north,1,NA,0,2,7,NA
84,3000232,Isingiro,Isingiro north,1,NA,0,2,5,NA
3694,3001910,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Food aid
3677,3002287,Isingiro,Bukanga,0,Nakivale_settlement,1,1,5,NA
794,3002209,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
2627,3000360,Isingiro,Isingiro north,1,NA,0,2,7,NA
3692,3001870,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
793,3002211,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,999
3022,3000210,Isingiro,Isingiro north,1,NA,0,2,7,NA
2671,3000747,Isingiro,Bukanga,1,NA,0,2,6,Casual labour
2030,3001405,Isingiro,Bukanga,1,NA,0,2,7,NA
600,3000198,Isingiro,Isingiro North,1,NA,0,2,7,NA
3664,3002228,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
554,3000220,Isingiro,Isingiro north,1,NA,0,1,7,NA
3099,3001997,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Casual worker
224,3001054,Isingiro,Isingiro south,1,NA,0,2,7,NA
3704,3000115,Isingiro,Isingiro North,1,NA,0,2,7,NA
1481,3001747,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Casual labour
2970,3001464,Isingiro,Kikagate,1,NA,0,2,7,NA
347,3000082,Isingiro,Isingiro north,1,NA,0,1,6,Boda boda rider
831,3002154,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,999
3687,3002257,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
3671,3000013,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Casual laborer
637,3000223,Isingiro,Isingiro North,1,NA,0,2,7,NA
1789,3001826,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
3658,3002271,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
1770,3001947,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
3113,3001993,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Depend on food aid
1750,3001874,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Food Aid
601,3000201,Isingiro,Isingiro north,1,NA,0,1,7,NA
823,3000100,Isingiro,Isingiro,1,NA,0,2,7,NA
1700,3001963,Isingiro,Bukanga,0,Nakivale_settlement,1,1,7,NA
644,3000091,Isingiro,Isingiro north,1,NA,0,2,7,NA
3302,3000022,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,They survive on food Aid.
2679,3000493,Isingiro,Isingiro north,1,NA,0,2,5,NA
1785,3001867,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
2623,3000363,Isingiro,Isingiro north,1,NA,0,2,7,NA
2678,3000375,Isingiro,Isingiro north,1,NA,0,2,7,NA
699,3001041,Isingiro,Isingiro,1,NA,0,2,7,NA
2665,3000755,Isingiro,Isingiro north,1,NA,0,1,7,NA
2913,3000443,Isingiro,Isingiro North.,1,NA,0,2,7,NA
2659,3000736,Isingiro,Isingiro north,1,NA,0,2,7,NA
1766,3001831,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
1713,3001987,Isingiro,Bukanga,0,Nakivale_settlement,1,2,2,NA
83,3000068,Isingiro,Isingiro north,1,NA,0,2,7,NA
1793,3000021,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Casual labourer
3652,3002194,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
2656,3001534,Isingiro,Bukanga,1,NA,0,2,7,NA
1460,3001819,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Relief aid
3640,3002262,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Casual laobourer
2657,3001535,Isingiro,Bukanga,1,NA,0,2,7,NA
3712,3002285,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Depend on food aid
2955,3000203,Isingiro,Isingiro north,1,NA,0,1,7,NA
1774,3001950,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Food aid
1466,3001960,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
2646,3000389,Isingiro,Isingiro north,1,NA,0,1,2,NA
1441,3001858,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Depend on food aid
219,3001019,Isingiro,Isingiro south,1,NA,0,1,7,NA
3115,3001998,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
1809,3001896,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Remittance
2607,3000732,Isingiro,Isingiro North,1,NA,0,2,7,NA
2609,3000739,Isingiro,Isingiro North,1,NA,0,2,7,NA
2610,3000740,Isingiro,Isingiro North,1,NA,0,2,7,NA
2025,3001407,Isingiro,Bukanga,1,NA,0,1,7,NA
2666,3000753,Isingiro,Isingiro north,1,NA,0,1,6,Mechanic works
2682,3000847,Isingiro,Bukanga,1,NA,0,2,7,NA
1467,3001856,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,Food aid
3637,3002253,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,999
3301,3000046,Isingiro,Bukanga,0,Nakivale_settlement,0,2,5,NA
826,3000098,Isingiro,Isingiro,1,NA,0,2,7,NA
1444,3001878,Isingiro,Bukanga,0,Nakivale_settlement,1,1,6,None
1449,3001991,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,999
832,3002173,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,None
3713,3001479,Isingiro,Bukanga,1,NA,0,2,7,NA
3666,3002232,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Casual labour
77,3000938,Isingiro,Isingiro South,1,NA,0,2,6,Casual labour
433,3000990,Isingiro,Isingiro south,1,NA,0,2,2,NA
853,3002148,Isingiro,Bukanga,0,Nakivale_settlement,1,2,6,Casual work
1761,3001949,Isingiro,Bukanga,0,Nakivale_settlement,1,2,7,NA
