uhhidfs,uhhidp,s1,s2,s3,s4,s5,s6,s7,s8
138,3000273,2,2,2,4,3,999,3,2
139,2000459,3,2,2,2,2,999,3,3
140,2000460,3,2,2,3,2,999,2,2
141,3000272,2,2,2,2,3,999,2,1
142,3000269,1,1,1,2,2,999,2,1
143,3000271,4,3,3,3,3,999,4,3
144,3000407,1,1,2,1,1,999,1,1
145,3000408,2,1,1,1,1,999,1,1
146,3000409,1,2,1,3,1,999,1,1
147,2000458,4,4,2,4,3,999,3,2
148,2000461,3,2,2,3,3,999,3,1
149,3000162,1,1,1,1,1,999,1,1
150,2000555,998,2,998,1,1,999,1,1
151,3000154,1,1,1,2,4,I have time for my business only,1,1
152,2000650,1,1,1,1,2,999,1,2
153,2000652,1,1,998,2,1,999,3,1
154,3000411,1,2,1,1,1,None,1,1
155,2000595,1,2,999,998,2,999,2,1
156,2000641,1,1,1,1,2,999,3,2
157,2000551,998,2,1,2,1,999,1,1
158,3000069,1,1,1,1,1,None,1,1
159,1000351,1,2,3,3,3,0,2,2
160,1000458,1,2,2,2,3,999,2,2
161,3000245,1,2,2,2,3,occasionally,3,1
162,1000303,3,3,3,3,3,999,2,2
163,1000261,1,3,3,3,3,999,3,3
164,1000469,1,3,3,3,3,999,2,2
165,1000350,1,2,3,3,3,999,2,3
166,3000241,1,1,2,2,2,often,1,1
167,1001679,1,1,1,2,2,0,1,1
168,1000589,1,2,2,2,2,0,1,1
169,1000445,1,1,1,2,3,0,1,1
170,2000522,1,1,1,2,3,999,2,1
171,2000523,3,2,2,2,3,999,2,1
172,2000524,3,3,2,3,5,Language barrier,2,3
173,2000525,3,3,2,3,3,999,2,3
174,2000362,3,2,2,2,4,I don't understand the language they speak,3,2
175,1002402,2,2,2,3,1,999,2,1
176,1002405,3,3,3,4,3,999,2,2
177,1001753,1,1,1,2,1,"NA",1,1
178,1001749,2,2,2,2,2,"NA",1,1
179,1001750,1,2,2,2,2,"NA",2,2
180,1001751,1,1,1,2,1,"NA",1,1
181,1000380,2,2,1,2,2,"NA",2,1
182,1001996,1,1,2,998,2,999,2,1
183,1001995,1,2,2,3,2,999,2,1
184,1002411,2,1,2,1,2,999,2,3
185,1000992,2,3,3,3,2,0,2,2
186,1001678,1,2,2,3,3,0,2,2
187,1000319,2,2,2,3,2,0,2,2
188,1000320,2,2,2,3,2,0,2,3
189,1000993,2,2,2,2,2,0,2,2
190,2000055,2,2,3,3,3,Friendly,2,2
191,2000123,1,2,3,3,3,Friendly,1,2
192,2000057,2,2,3,3,1,Frindily,1,3
193,2000056,1,2,3,3,3,They work as a team,2,3
194,2000127,1,2,3,3,3,Because is coperative,2,3
195,2000054,1,2,3,3,3,Because they help each other,2,3
196,1002406,2,2,3,2,3,999,1,1
197,1002285,1,1,2,1,3,999,1,1
198,1002410,1,1,1,1,2,999,1,2
199,3000102,2,2,2,3,2,999,2,2
200,1002407,2,2,2,2,3,999,3,1
201,3000189,2,2,2,3,3,999,2,2
202,3000191,2,2,2,2,2,999,2,2
203,3000103,2,2,2,2,1,999,2,2
204,3000946,2,2,2,3,3,999,2,1
205,3000945,2,2,2,3,3,999,2,1
206,3000943,1,2,3,3,3,999,2,3
207,3000932,1,2,1,2,4,Takes along time to see them.,2,1
208,3000933,1,1,2,1,3,0,2,1
209,3000934,1,1,1,1,4,Refugee camps are a bit far.,2,1
210,3000936,1,2,1,1,4,Always busy working in the garden.,2,1
211,2000078,4,3,4,5,2,None,4,4
212,3000940,3,2,2,2,2,999,1,1
213,2000077,2,1,1,2,2,999,1,1
214,2000085,3,3,2,3,2,999,2,1
215,2000100,1,2,2,2,2,999,1,1
216,2000075,3,3,2,3,3,None,2,1
217,2000079,2,2,2,2,2,Nobe,3,3
218,2000097,1,1,1,1,1,999,1,1
219,3001019,1,1,1,1,1,999,1,1
220,3001018,1,1,1,1,2,999,2,2
221,3001017,2,2,2,2,2,999,2,1
222,3001021,2,2,2,2,1,999,2,2
223,2000614,2,2,2,2,2,999,2,2
224,3001054,3,2,2,2,3,None,2,1
225,2000603,2,2,2,1,1,999,2,2
226,2000616,2,2,2,2,1,999,2,2
227,2000613,3,2,2,2,2,999,2,2
228,2000602,3,2,2,2,2,999,3,2
229,3000094,2,2,3,3,3,999,2,2
230,3000096,2,2,3,3,3,999,2,2
231,3000101,2,2,3,3,3,999,3,3
232,3000234,2,3,2,3,3,999,2,2
234,2000688,3,2,2,2,1,999,3,2
235,2000601,3,3,2,3,2,999,2,1
236,2000405,3,2,4,3,1,999,998,1
237,2000404,2,998,2,4,1,999,3,1
238,2000121,1,1,1,1,2,O999,2,1
239,2000051,1,3,2,2,2,999,1,1
240,2000053,1,1,1,3,1,999,1,1
241,2000122,1,1,1,2,2,999,1,1
242,1000218,2,2,1,3,2,0,2,2
243,3000140,2,2,1,2,1,None,1,1
244,3000139,2,2,2,3,2,Often,2,2
245,3000138,1,1,2,2,1,Often,2,1
246,3000142,2,2,2,2,2,None,1,2
247,3000143,2,2,2,3,2,Often,2,3
248,3000264,3,1,1,2,2,999,1,2
249,3000267,1,2,2,2,4,She doesnt regularly go to the market,1,1
250,1000919,1,1,1,2,2,999,1,2
251,3000150,1,1,1,1,2,0,2,2
252,3000147,1,2,2,3,3,999,3,2
253,3000145,2,4,4,4,3,999,3,3
254,1001021,1,1,2,2,2,999,1,1
255,1000920,1,2,2,2,2,999,1,1
256,1001020,1,2,1,2,2,999,2,4
257,3000261,1,2,2,2,3,0,3,3
258,3000259,2,2,2,2,2,0,1,2
259,1002608,3,2,2,2,2,999,2,1
260,1002607,3,2,2,2,2,0,2,1
261,1002664,3,2,2,2,2,999,2,1
262,1002672,2,2,2,2,2,0,2,2
263,3000132,1,1,1,1,2,Not applicable,1,1
264,3000136,1,2,2,3,2,Not appliacble,2,1
265,3000134,1,1,1,1,1,Not applicable,1,1
266,3001023,2,2,2,3,4,She is not a business lady,2,1
267,3001066,2,2,3,2,4,He is not a business man,2,1
268,3001025,2,2,3,3,3,999,2,1
269,3001067,2,2,3,3,5,She is not a business lady,2,1
270,3001024,3,2,3,2,4,Not a business woman,2,1
271,2000415,1,1,1,1,1,999,1,1
272,2000339,2,2,2,3,3,999,2,2
273,2000337,1,2,3,3,2,999,2,2
274,2000416,998,2,2,2,2,0,3,2
275,2000413,1,2,2,2,1,999,1,1
276,2000417,2,3,3,3,3,999,2,1
277,2000340,2,2,2,2,2,999,2,2
278,2000336,2,3,3,3,3,999,2,3
279,2000414,1,1,1,1,3,999,2,1
280,1000452,2,3,3,3,3,999,2,2
281,1000365,2,3,3,3,3,999,2,2
282,1000441,2,3,3,3,3,999,2,3
283,1001675,2,3,3,3,2,999,2,2
284,1000164,2,2,3,3,3,999,2,2
285,1000155,1,2,2,2,3,999,1,1
286,1000219,1,2,2,2,2,999,1,1
287,1000165,1,2,2,3,2,999,2,1
288,3001509,1,1,1,1,2,999,2,1
289,3000428,1,1,1,1,1,999,2,1
290,3001005,2,3,2,2,2,9999,1,1
291,3001006,3,2,2,2,2,999,2,1
292,3001550,2,2,2,3,4,999,3,1
293,3001508,3,3,3,4,5,"I have no produce to sale , we consume all the crops we grow",2,3
294,1002404,3,3,4,4,3,999,2,2
295,1002358,2,3,2,2,1,999,2,1
296,1002287,1,2,2,1,1,999,1,1
297,2000687,3,2,4,3,3,999,3,2
298,3001553,3,2,2,3,4,They occasionally steal her food in the garden,2,2
299,2000600,2,3,2,3,2,999,3,2
300,3000427,1,1,1,1,5,Language Barrier,1,1
301,3000429,2,2,2,2,2,999,4,1
302,3000432,1,1,2,2,2,999,3,3
303,3000563,2,3,2,2,3,999,1,1
304,1000439,1,2,2,2,2,0,1,1
305,1000584,1,1,1,2,3,0,1,1
306,1000349,1,2,2,2,3,0,1,1
307,3000430,1,2,2,998,4,Language Barrier,4,998
308,3002353,1,2,2,2,4,Language Barrier,1,2
309,1002423,1,1,2,2,3,0,1,1
310,1000366,1,1,1,2,2,0,1,1
311,3000431,2,2,2,3,4,Language Barrier,2,1
312,3000982,3,3,2,1,3,999,2,2
313,3000995,2,2,2,1,2,999,1,1
314,3000983,3,2,3,3,2,999,2,2
315,3000984,2,2,2,1,3,999,2,2
316,3000992,2,2,2,2,2,999,2,1
317,3000997,3,3,3,4,3,999,3,2
318,3001008,3,2,2,3,2,999,2,2
319,1002288,1,2,2,1,1,No,1,1
320,1002297,1,1,1,2,2,0,2,1
321,1002510,1,1,2,2,1,NO,2,1
322,1002587,1,1,1,1,1,No,2,1
323,1002355,2,2,2,2,2,999,1,1
324,1002509,1,2,3,3,3,999,2,1
325,1002363,2,3,3,3,3,999,2,1
326,1000308,2,2,3,3,3,0,3,3
327,1000309,3,3,3,4,3,0,3,3
328,1001728,2,3,3,3,3,0,3,3
329,1001727,2,2,2,2,2,0,2,2
330,1000345,1,2,2,2,3,999,3,1
331,1000587,1,1,2,2,2,999,2,1
332,1000373,1,2,2,2,2,999,1,1
333,1001673,1,2,2,3,2,999,2,1
334,1000438,1,2,2,2,1,999,2,1
335,1000437,1,2,1,2,2,999,2,2
336,1000457,2,2,2,2,2,999,2,2
337,1000987,1,1,998,3,2,999,2,1
338,1000442,2,2,2,2,998,999,2,1
339,1000443,2,2,2,2,2,999,1,1
340,1000339,1,2,1,2,2,999,1,2
341,1000453,1,2,2,2,2,No training,2,1
342,1000367,1,1,2,2,2,999,1,1
343,1000454,2,2,2,3,2,"NA",1,1
344,1000307,2,3,3,4,4,The community is not friendly and there is a bad relationship between the refugees and the host,3,2
345,1000372,2,3,3,3,4,"NA",3,3
346,1000586,1,2,2,2,2,"NA",2,2
347,3000082,2,2,2,3,3,999,2,2
348,3000986,2,2,2,2,3,999,2,2
349,3000985,2,2,2,2,2,999,2,1
350,1001676,1,2,2,2,2,0,2,2
351,1001677,1,2,2,2,2,0,2,1
352,1001778,1,1,2,2,2,O,2,1
353,1001780,1,2,2,2,2,None,2,1
354,1001776,1,2,2,3,2,0,2,1
355,1002420,2,2,2,3,2,0,2,2
356,1000585,1,2,2,3,2,0,2,1
357,1000230,1,2,2,2,2,0,2,1
358,1000583,1,2,2,2,2,0,2,1
359,1002421,1,2,2,2,2,0,2,1
360,1002424,1,2,2,2,2,0,2,1
361,3000083,2,1,2,2,2,999,2,2
362,3000944,1,1,2,1,2,999,2,2
363,3000948,1,1,2,1,2,999,2,1
364,3000949,2,2,2,2,1,Na,2,2
365,3000081,3,1,1,1,1,999,1,1
366,3000989,3,1,1,1,1,999,3,1
367,3000084,3,2,3,2,3,999,2,1
368,3000988,3,1,2,2,1,999,2,1
369,3000085,2,2,3,3,3,999,2,2
370,3001039,2,2,2,3,3,999,3,2
371,3000991,2,2,2,3,3,999,2,2
372,3000086,1,1,2,1,1,None,2,1
373,1000890,2,1,1,2,2,999,1,1
374,1000889,1,2,1,1,1,999,1,1
375,1000887,1,1,1,2,2,999,2,2
376,1000860,1,1,1,1,1,999,1,1
377,3000347,2,2,2,2,3,999,2,2
378,3000356,3,3,3,3,3,999,2,2
379,3000566,3,3,2,3,3,999,2,3
380,3000564,2,2,2,2,3,999,2,3
381,1000825,1,2,2,3,2,999,3,2
382,2000066,998,2,2,2,2,999,2,1
383,2000060,2,2,2,2,2,999,2,1
384,2000059,2,2,3,3,3,999,3,1
385,2000063,1,2,2,2,2,999,1,1
386,2000062,1,2,2,2,2,999,2,1
387,2000064,1,1,2,3,3,999,2,1
388,2000095,1,2,2,2,2,999,1,1
389,2000094,1,2,2,2,2,999,2,1
390,2000093,1,1,1,2,1,999,1,1
391,2000561,5,2,3,3,3,999,3,2
392,2000562,5,998,3,5,3,999,3,1
393,2000563,1,2,2,2,2,999,1,1
394,2000531,2,2,2,2,2,999,3,1
395,2000120,1,1,1,1,1,999,2,2
396,2000050,1,1,1,1,3,999,1,1
397,2000052,1,1,1,1,1,999,3,2
398,2000119,1,1,1,1,998,999,1,1
399,2000570,1,1,1,1,1,999,1,1
400,2000571,1,1,2,1,1,999,2,1
401,2000569,1,3,1,1,2,999,1,1
402,2000572,1,1,1,1,1,999,2,1
403,2000326,1,2,1,1,1,999,1,1
404,2000324,1,1,2,2,2,999,1,1
405,2000327,1,1,1,2,2,999,2,1
406,2000573,1,1,1,1,1,999,1,1
407,1002374,999,998,2,4,2,999,3,2
408,1002373,998,998,998,998,2,999,998,1
409,1002372,998,998,998,998,2,999,3,2
410,1002371,2,3,2,3,2,999,2,2
411,3000144,2,2,3,3,2,999,3,2
412,1000220,2,2,2,2,3,999,3,2
413,1000934,2,2,3,2,2,999,3,2
414,1000915,1,2,2,3,2,999,3,2
415,1000914,2,1,2,2,2,999,2,2
416,1000913,3,3,3,4,3,999,3,3
417,1002590,2,2,2,2,2,999,2,2
418,1002519,3,2,2,2,2,999,2,1
419,1002488,3,2,2,2,2,999,2,2
420,1002517,3,2,2,3,2,999,2,2
421,1002583,3,2,2,1,2,999,2,1
422,1002599,3,2,2,1,2,999,2,1
423,1002617,3,2,2,1,3,999,1,1
424,1002591,1,2,1,2,3,999,1,1
425,1002609,2,2,2,1,3,999,1,1
426,1002616,2,3,3,3,3,999,1,2
427,3001548,2,2,1,1,2,999,1,1
428,3001551,2,2,2,2,2,999,2,2
429,3001552,3,998,4,4,4,She rarely sees them,998,3
430,3001549,3,2,2,2,4,They dont usually come to his household,2,2
431,3000087,1,2,2,2,2,999,2,1
432,3000190,1,2,2,2,4,He is not in the business field,2,1
433,3000990,2,2,2,3,2,999,2,1
434,3002723,1,1,1,1,1,999,1,1
435,3001317,1,1,2,2,2,999,1,1
436,3001318,1,2,2,3,3,999,2,1
437,3001320,1,1,2,2,3,999,1,1
438,3001321,1,1,1,2,1,999,1,1
439,3001319,4,5,4,5,4,Because am of the different tribe,998,4
440,3001316,2,999,3,3,3,999,3,2
441,3001073,1,1,1,1,2,999,1,2
442,3001074,1,1,3,2,3,999,2,1
443,3002715,2,2,1,1,1,999,2,1
444,3002718,1,1,1,1,2,999,2,1
445,3002717,2,2,1,2,2,999,2,1
446,3002714,1,1,1,1,2,999,2,1
447,3002716,2,2,2,2,2,999,1,1
448,3002712,1,1,1,2,2,999,1,1
449,3000565,3,2,2,3,2,999,2,1
450,3001229,2,2,2,2,2,999,2,1
451,3001737,2,2,2,2,2,999,2,1
452,3001227,2,2,2,2,2,999,2,1
453,3001228,2,2,2,2,2,999,2,1
454,3001226,2,2,2,2,1,999,1,1
455,3002710,2,2,2,2,2,999,2,1
456,3001075,1,1,1,2,2,999,1,1
457,3001077,1,1,2,2,2,999,1,1
458,3001079,1,1,2,2,2,999,1,1
459,3001078,2,2,3,3,3,999,3,1
460,3001076,1,2,3,3,3,999,2,1
461,3001072,1,1,3,2,3,999,1,1
462,2000089,1,1,1,1,1,999,1,1
463,2000092,4,3,3,3,3,999,3,2
464,2000090,1,1,1,1,1,999,1,1
465,2000088,1,1,1,1,1,999,1,1
466,2000293,2,2,2,2,1,999,2,1
467,2000294,1,1,1,1,1,999,1,1
468,2000372,1,2,1,1,1,999,1,1
469,2000295,1,1,1,2,1,999,2,1
470,1002485,4,3,4,4,3,999,2,2
471,1002487,2,2,3,3,3,999,2,2
472,1002399,2,2,3,3,3,999,2,2
473,1002486,3,2,3,3,3,999,2,2
474,1002398,2,2,3,3,4,999,2,3
475,3002721,2,2,1,2,3,999,2,2
476,3002725,2,2,2,3,3,999,2,2
477,3002720,2,2,3,3,3,999,2,2
478,3002724,2,2,3,3,1,999,2,2
479,3002722,2,2,2,2,2,999,2,1
480,3002748,2,2,1,2,3,999,2,2
481,3002820,2,2,1,3,3,999,3,3
482,3002818,2,2,2,3,1,99,2,2
483,3002823,2,2,3,3,3,999,2,3
484,3002817,2,2,2,1,1,999,2,3
485,3002819,2,2,2,2,3,999,3,1
486,3002822,2,2,2,3,2,999,2,2
487,3001735,2,2,2,2,2,999,2,2
488,3001736,2,2,2,3,3,999,3,1
489,3002680,1,1,1,2,1,999,1,1
490,3002679,1,1,1,1,2,O,2,1
491,3002678,2,1,1,2,5,Never seen them,3,1
492,3002681,3,3,1,1,5,Language problem,2,1
493,3002675,2,2,998,4,4,Language problem,3,3
495,3002676,1,1,1,1,1,N,2,1
496,3002677,2,2,2,3,5,I don't move and am new in thiscommunity,2,2
497,3001173,1,1,1,1,1,None,1,1
498,3001187,1,1,1,1,1,999,1,1
499,3001179,2,1,1,1,1,O,1,1
500,3001178,1,1,1,2,5,Language,1,2
501,3001177,1,1,1,1,1,None,1,1
502,3001174,1,1,1,1,2,N,2,1
503,3001175,2,1,2,4,3,Language,3,2
504,3001176,1,2,1,2,1,999,1,2
505,3001554,3,2,3,2,3,999,2,1
506,2000216,1,1,1,3,3,Because is very associative,2,1
507,2000074,2,2,3,3,3,Because he is very associative,2,3
508,2000072,2,2,3,3,3,Because they corporate  well with them,2,3
509,2000115,1,2,3,3,3,Because they are very social to him,2,2
510,2000058,1,2,3,3,3,They cooperate,2,3
511,2000124,2,2,3,3,3,Peaceful stay,2,3
512,2000126,1,2,3,3,3,Peaceful stay,2,3
513,4000513,3,2,2,3,3,999,2,2
514,4000514,4,4,3,4,3,999,3,3
515,4000515,3,2,2,2,2,999,2,998
516,4000516,3,2,3,3,3,999,3,3
517,4000517,2,2,2,2,2,999,2,2
518,4000518,3,2,3,3,2,999,2,2
519,4000519,2,2,2,2,3,999,3,2
520,4000520,3,2,3,3,2,999,3,2
521,4000521,4,4,4,4,3,999,3,3
522,4000522,3,2,3,3,2,999,2,2
523,4000523,4,4,4,4,3,999,3,3
524,4000524,3,2,2,2,2,999,2,1
525,4000525,3,3,2,2,2,999,2,2
526,4000526,2,1,2,1,2,999,2,2
527,4000527,2,2,2,2,3,999,2,2
528,4000528,2,3,2,1,2,999,3,1
529,4000529,2,2,2,1,2,999,3,1
530,4000530,1,1,2,3,2,999,3,1
531,4000531,2,1,2,2,2,999,3,1
532,4000532,1,2,1,2,3,999,3,2
533,4000533,1,2,2,1,2,999,2,2
534,4000534,1,2,2,1,2,999,4,2
535,4000535,2,1,2,1,2,999,3,2
536,4000536,2,1,2,2,2,999,3,2
537,4000537,1,2,1,2,2,999,2,2
538,4000538,2,1,2,3,1,999,1,2
539,4000539,2,2,2,2,2,999,1,1
540,4000540,2,2,2,2,2,999,1,1
541,4000541,1,1,3,2,2,999,3,1
542,4000542,1,1,1,2,2,",999",1,1
543,4000543,3,1,2,2,2,999,2,1
544,4000544,2,2,2,2,2,999,1,1
545,4000545,1,1,2,1,1,None,1,1
546,4000546,1,2,2,3,2,None,1,1
547,4000547,1,1,1,2,2,None,1,1
548,4000548,1,2,2,1,1,None,1,1
549,4000549,1,2,2,1,1,None,1,1
550,4000550,2,2,2,2,2,None,2,2
551,4000551,1,1,2,1,1,None,1,1
552,3002530,1,2,2,2,3,999,2,2
553,3000222,1,1,2,2,3,999,2,1
554,3000220,2,2,2,3,3,999,2,1
555,3000219,3,3,3,3,3,999,2,1
556,3000218,2,2,2,3,4,She has no business friends to interact with,2,1
557,3000221,2,2,3,3,3,999,2,1
558,3002529,1,2,1,2,2,999,2,1
559,2000195,1,2,1,1,2,999,2,1
560,3002532,3,1,5,2,1,999,3,2
561,3002533,998,3,1,2,1,999,2,3
562,2000354,1,2,2,3,1,999,2,3
563,3002531,2,3,1,3,2,999,3,3
564,2000392,2,2,2,3,1,999,2,1
565,3002611,3,5,3,4,1,999,2,1
566,2000190,998,3,1,3,3,999,2,1
567,3002633,2,3,2,3,3,999,2,2
568,2000176,2,2,2,2,2,999,2,2
569,2000111,3,3,2,3,2,999,2,3
570,2000189,998,998,2,2,3,999,2,2
571,3002489,2,2,2,3,3,999,2,3
572,3002490,2,2,3,3,3,999,2,2
573,3002491,2,2,2,3,2,999,2,2
574,3002492,2,2,2,2,3,999,2,2
575,3002487,2,2,2,3,3,999,2,2
576,1002354,2,2,2,2,2,999,1,1
577,1002661,1,2,2,3,3,999,2,1
578,1000824,1,2,2,2,2,999,2,1
579,3002462,2,2,2,2,3,999,2,2
580,3002463,2,2,1,1,1,999,2,1
581,3002813,3,2,2,2,2,999,1,2
582,3002812,2,1,2,1,3,999,2,2
583,3002811,2,1,2,1,2,999,2,3
584,3002858,2,2,2,3,1,999,2,2
585,3002612,3,2,3,3,1,999,3,2
586,1002340,1,1,1,1,1,0,1,1
587,1002336,1,1,1,1,1,999,1,1
588,1002341,1,1,1,5,3,999,2,1
589,1002343,1,1,1,1,1,999,1,1
590,1002342,1,2,2,2,2,999,2,2
591,1002677,1,2,2,2,3,999,1,1
592,1002678,2,2,2,3,4,999,2,2
593,1002668,2,2,2,2,3,999,1,1
594,1002676,3,3,2,4,2,999,4,4
595,1002669,2,2,2,2,3,999,1,1
596,3000199,1,2,2,2,4,They are not seen this side,2,1
597,3000197,1,2,1,1,4,Usually not in this area,3,2
598,3000274,2,2,2,2,4,There are not always this side,3,2
599,3000200,1,1,2,2,5,Not around,1,1
600,3000198,1,1,2,2,4,Not usually seen,2,2
601,3000201,3,2,3,3,5,Don't usually meet them,4,3
602,2000509,1,2,2,2,1,999,2,1
603,2000325,1,1,1,3,2,999,1,1
604,2000281,1,1,2,1,1,999,1,1
605,2000279,1,1,2,2,1,999,1,1
606,2000283,1,1,1,1,1,999,1,1
607,2000280,1,1,1,2,1,999,2,1
608,3000183,998,2,1,1,1,999,1,1
609,3000186,1,2,1,3,1,999,2,2
610,3000184,1,2,2,1,1,999,1,1
611,3000185,3,3,4,4,5,999,2,1
612,3000187,2,2,1,1,1,999,2,1
613,3002478,3,3,2,2,2,999,2,3
614,3002483,1,1,1,2,2,999,2,1
615,3002480,3,2,2,3,1,999,2,2
616,3002481,2,2,2,3,2,999,2,1
617,3002486,2,2,2,2,2,999,2,2
618,3002485,1,1,1,2,2,999,1,1
619,3002482,2,2,2,3,2,999,2,2
620,3002477,3,3,3,4,3,999,3,2
621,3000111,2,2,2,2,2,999,2,1
622,3000112,2,2,2,2,2,999,2,2
623,3000105,2,2,2,2,2,999,2,2
624,3000106,3,3,2,3,2,999,1,2
625,3000113,2,2,3,2,2,999,2,2
626,3000188,1,2,2,2,2,999,1,1
627,3000078,2,2,2,2,3,999,2,2
628,3000074,2,2,2,2,2,999,3,1
629,3000072,2,2,2,3,2,999,2,2
630,3000075,2,2,2,2,2,999,2,2
631,3000073,2,1,1,2,3,999,2,2
632,3000227,1,2,2,2,3,999,2,1
633,3000226,1,2,3,3,2,999,1,1
634,3000225,1,2,2,3,3,999,3,1
635,3000228,1,2,1,3,2,999,2,1
636,3000224,1,2,2,2,5,999,2,2
637,3000223,1,1,3,3,2,999,3,1
638,2000133,1,2,2,2,2,999,2,1
639,2000139,1,2,2,2,1,999,1,1
640,2000140,1,2,2,2,2,999,1,1
641,2000141,2,2,2,2,2,999,3,1
642,3000088,2,2,2,3,3,999,2,2
643,2000132,1,2,1,2,3,999,1,1
644,3000091,2,2,3,3,3,999,2,2
645,3000092,2,2,2,3,3,999,2,2
646,2000158,2,2,2,2,3,999,1,1
647,1002000,1,1,1,1,1,0,1,1
648,1000161,1,1,1,1,1,0,2,3
649,1000166,1,2,2,2,2,0,2,3
650,3000523,1,2,2,3,3,0,2,1
651,3000521,2,2,2,2,2,0,2,2
652,3000476,2,2,2,3,3,999,2,2
653,3000471,1,2,2,2,2,999,1,1
654,3000474,2,2,2,3,3,999,2,1
655,3000473,1,2,2,2,3,999,2,2
656,3000133,1,1,1,2,2,Not applicable,1,1
657,3000135,1,1,1,1,1,Not applicable,1,1
658,1002645,2,2,2,2,2,None,2,2
659,3000137,1,1,1,1,1,Not applicable,1,1
660,1002626,2,2,2,2,2,None,2,2
661,3000546,2,3,1,2,2,Not applicable,1,2
662,3000540,2,1,1,2,1,No rarely answer,1,1
663,3000550,1,2,3,3,2,Not applicable,2,1
664,3000536,2,2,2,2,2,No never recorded,1,2
665,3000538,2,2,2,2,2,No never,2,2
666,3000543,2,2,1,2,2,No never,1,2
667,3000545,2,2,2,2,2,None,2,2
668,3002461,2,3,4,4,1,999,2,2
669,3001544,2,2,2,3,1,999,3,2
670,3002363,3,2,3,3,1,999,2,1
671,1001015,2,3,2,2,2,999,2,2
672,1000944,2,3,2,2,2,999,2,2
673,1001013,2,2,2,3,2,999,1,1
674,1001012,2,2,4,3,3,999,2,2
675,1001066,3,2,2,2,2,999,2,2
676,1001065,2,2,2,3,2,999,3,2
677,3000539,2,2,2,2,2,999,2,2
678,1000203,1,1,1,2,2,999,1,3
679,1000244,2,3,2,3,2,999,1,2
680,1001068,2,2,3,2,3,999,3,3
681,1001071,1,1,1,2,1,999,1,1
682,1001067,1,2,3,2,3,999,3,3
683,1000925,1,2,2,2,3,999,3,3
684,1000926,1,2,2,2,3,999,1,4
685,1000927,2,2,2,3,2,999,1,1
686,1001069,2,2,2,2,3,999,3,3
687,1000160,1,1,2,2,1,999,1,1
688,1000168,1,2,2,2,3,0999,2,2
689,1000942,1,1,2,2,2,999,3,2
690,1000943,1,1,1,2,2,999,3,3
691,2000476,1,1,1,1,1,999,1,1
692,2000477,1,1,1,1,1,999,1,1
693,2000478,2,2,2,3,1,999,2,1
694,2000208,1,1,1,1,1,999,1,1
695,2000210,3,3,2,3,2,999,2,1
696,2000212,1,1,1,1,1,999,1,1
697,2000211,1,1,1,1,1,999,1,1
698,2000209,2,3,2,3,2,999,3,2
699,3001041,1,1,2,2,3,Na,2,1
700,3000080,3,2,2,3,3,Na,2,1
701,3001011,2,2,2,3,3,Na,2,1
702,3001010,2,2,3,3,2,Na,2,1
703,3000089,3,3,3,3,3,Na,2,2
704,3001040,2,2,1,1,1,Na,1,1
705,1002612,1,2,2,2,4,There not with the area,1,1
706,1002613,1,1,1,1,5,Beascuse the refuge are not in this area,1,1
707,1002600,1,1,1,1,2,Because I don't know them,1,1
708,1002614,1,1,1,1,1,Because there good people's,1,1
709,1002611,3,2,2,2,2,999,2,1
710,1002284,1,2,3,2,2,999,1,1
711,4000711,2,2,2,2,2,999,2,1
712,4000712,2,2,2,2,2,999,2,2
713,4000713,3,3,3,3,3,999,2,2
714,4000714,3,3,3,3,3,999,2,2
715,4000715,3,3,2,2,2,999,2,2
716,4000716,3,3,3,3,3,999,3,2
717,4000717,3,3,2,2,2,999,2,2
718,4000718,2,2,2,2,2,999,2,1
719,4000719,2,2,2,1,3,999,2,2
720,4000720,2,1,2,3,1,999,2,2
721,4000721,1,2,2,2,2,999,3,3
722,4000722,2,2,1,2,2,999,3,3
723,4000723,2,2,1,2,1,999,2,1
724,4000724,2,1,2,2,1,999,2,2
725,4000725,2,1,2,1,2,999,1,2
726,4000726,2,2,2,2,1,999,3,1
727,4000727,2,2,1,3,3,999,3,1
728,4000728,1,2,2,1,1,999,3,1
729,4000729,1,1,1,1,1,Never,1,1
730,4000730,1,2,3,4,4,None,3,1
731,4000731,1,1,1,2,2,None,1,1
732,4000732,1,4,4,3,3,None,3,2
733,4000733,1,2,1,1,1,None,1,1
734,4000734,1,1,1,2,1,None,1,1
735,4000735,1,1,1,1,1,None,1,1
736,1001114,1,2,2,2,2,999,1,3
737,1000675,2,3,3,3,3,999,2,2
738,1001115,1,1,1,2,2,999,2,2
739,3002564,1,2,2,3,2,999,2,1
740,3002562,2,2,2,2,2,999,2,1
741,3002565,999,3,2,2,2,999,2,2
742,3002566,3,1,2,2,1,999,1,1
743,3002550,2,2,3,2,2,999,2,1
744,3002549,2,1,2,2,2,999,2,1
745,3002554,2,1,1,2,1,999,2,1
746,3002551,1,2,1,2,3,None,2,2
747,3002553,2,1,2,1,2,999,2,1
748,3002426,998,998,999,5,998,999,2,2
749,3002427,998,998,998,998,998,999,999,999
750,3002421,1,3,2,2,2,999,1,1
751,3002346,3,3,2,3,1,999,3,3
752,3002347,2,3,2,2,1,999,2,1
753,2000236,3,3,3,3,1,999,2,3
754,1002663,1,1,1,1,1,999,1,1
