uhhidfs,uhhidp,s1,s2,s3,s4,s5,s6,s7,s8
1356,3002781,2,2,2,3,2,None,3,2
1357,3002657,2,2,2,2,2,None,3,1
1358,3002655,1,1,2,2,3,O,3,1
1359,3002784,2,2,2,2,2,None,2,1
1360,1000253,1,2,2,3,2,None,2,2
1361,1000216,2,3,3,4,3,None,3,3
1362,1000255,2,3,3,4,3,None,3,3
1363,1001757,2,3,3,3,3,999,3,1
1364,1000144,2,1,1,1,2,999,3,1
1365,1000143,3,2,4,1,3,999,3,1
1366,1000315,2,2,2,2,3,999,2,1
1367,1001220,3,3,3,2,3,Nothing in common,1,2
1368,1001221,1,2,2,2,2,None,2,2
1369,3002574,1,2,2,2,2,None,1,1
1370,3002510,2,2,2,2,2,None,2,2
1371,3002782,1,2,1,1,1,None,1,1
1372,3002787,3,2,2,2,2,None,1,2
1373,3002786,2,2,2,2,2,Not applicable,2,1
1374,1000995,2,2,1,1,1,None,1,1
1375,1000873,3,2,3,1,1,None,2,1
1376,1000616,3,2,2,2,3,None,2,2
1377,1000625,2,3,3,3,3,None,3,3
1378,1000133,1,2,2,2,2,None,2,3
1379,1000737,1,2,2,2,2,999,2,1
1380,1000134,1,2,2,2,3,999,2,2
1381,1000638,1,2,2,2,2,999,2,3
1382,4001382,1,1,1,1,1,999,2,1
1383,1003003,1,1,2,2,3,999,2,1
1384,1000656,1,1,1,1,1,999,1,1
1385,1001730,998,998,4,999,2,None,3,2
1386,1001557,3,3,3,3,3,None,2,3
1387,1002031,3,2,1,3,3,999,2,1
1388,1001708,3,3,3,3,3,None,2,2
1389,1001628,2,2,3,3,3,None,3,3
1390,1002902,2,2,2,2,3,None,3,2
1391,1002896,3,3,3,3,5,They are thieves,3,2
1392,1002901,998,1,3,998,2,None,3,3
1393,1002903,4,2,2,2,2,None,2,2
1394,1002656,3,3,3,3,2,None,2,3
1395,1002900,3,3,4,3,3,None,2,3
1396,1000527,2,2,2,3,3,None,3,2
1397,1000651,3,3,3,3,3,None,2,2
1398,1000649,2,2,4,3,3,None,3,2
1399,1000650,3,2,5,4,2,None,3,2
1400,1000653,2,2,4,3,3,None,3,2
1401,1000647,2,3,3,3,3,None,3,3
1402,1000648,3,3,3,3,2,None,3,2
1403,1000652,2,3,3,3,3,None,3,3
1404,1002121,2,998,3,2,3,None,2,998
1405,1002119,2,2,3,3,2,None,3,2
1406,1001973,2,3,3,2,2,None,3,2
1407,1002095,3,2,3,2,3,None,3,2
1408,3000121,1,2,2,2,3,999,3,3
1409,1002011,1,2,2,2,2,999,1,1
1410,3000122,3,4,3,4,4,Nothing to talk about,4,3
1411,1002624,1,2,2,2,2,999,2,1
1412,3000047,3,3,3,3,4,Language barrier,3,2
1413,3001936,2,3,2,2,3,999,2,1
1414,3000025,2,3,3,3,3,999,1,1
1415,3001943,2,3,2,3,1,999,2,1
1416,3001944,1,2,2,3,2,999,3,1
1417,3001920,2,3,3,2,1,999,2,1
1418,2000292,1,1,1,1,1,999,1,1
1419,2000285,1,2,1,2,1,999,1,1
1420,2000291,1,1,1,1,1,999,1,1
1421,2000288,1,1,1,1,2,999,1,1
1422,2000289,1,1,1,1,1,999,1,1
1423,2000217,1,2,2,2,1,999,1,1
1424,2000494,1,1,1,1,1,999,1,1
1425,2000116,1,1,1,1,1,999,1,1
1426,2000566,1,1,1,1,1,999,1,1
1427,2000323,1,1,1,2,2,999,1,1
1428,2000565,1,2,1,2,1,998,1,1
1429,2000118,2,1,2,2,2,999,1,1
1430,2000117,1,1,1,1,1,999,1,1
1431,2000567,3,3,2,3,2,999,2,1
1432,2000568,1,1,1,1,1,999,1,1
1433,2000067,1,1,1,1,1,999,1,1
1434,2000290,1,2,2,1,1,999,2,1
1435,2000162,1,1,1,1,1,998,1,1
1436,2000286,2,2,1,3,1,999,2,1
1437,3001942,3,2,3,3,2,999,2,1
1438,3001956,3,2,3,3,2,999,2,1
1439,3001859,3,2,2,2,2,999,2,1
1440,3001937,3,2,3,2,3,999,3,1
1441,3001858,3,2,2,3,3,999,2,1
1442,3001897,2,2,1,3,3,999,2,1
1443,3001933,3,2,3,3,3,999,3,1
1444,3001878,2,2,2,2,2,999,2,1
1445,3001884,2,2,1,2,2,999,2,1
1446,3001883,2,2,1,3,1,999,2,2
1447,3001882,2,2,2,2,2,999,2,2
1448,3001881,2,2,2,1,2,999,2,2
1449,3001991,2,2,2,2,2,999,2,2
1450,3001899,2,2,2,2,2,999,2,2
1451,3001900,1,1,1,2,1,999,1,1
1452,3001915,1,2,1,2,2,999,2,1
1453,3001938,3,2,2,2,2,Non,2,1
1454,3000018,3,2,2,2,2,00,1,1
1455,3000026,3,2,2,2,2,999,1,1
1456,3001935,3,2,2,2,2,000,1,1
1457,3001863,3,2,2,3,2,Non,2,1
1458,3001953,2,3,3,3,3,999,3,3
1459,3001855,2,3,3,4,3,999,3,3
1460,3001819,2,3,3,3,3,999,3,3
1461,3000044,1,2,1,1,1,None,1,1
1462,3001833,2,3,3,3,3,999,3,3
1463,3001980,1,2,2,3,3,None,2,2
1464,3001818,2,2,3,3,3,999,2,2
1465,3001921,2,2,2,3,2,Na,3,1
1466,3001960,1,1,2,2,1,None,1,1
1467,3001856,2,3,2,3,3,999,3,2
1468,3001961,1,2,3,2,3,None,2,1
1469,1000151,3,2,2,3,2,999,2,1
1470,1000177,3,2,2,3,2,999,2,1
1471,1000176,3,2,2,3,2,999,2,1
1472,1000313,2,2,2,3,2,999,2,1
1473,2000043,2,2,2,2,1,999,2,2
1474,2000044,2,2,1,2,1,999,3,1
1475,3000053,3,2,3,3,5,She has no business ideas,3,1
1476,3000019,3,2,2,3,5,She has no any business to discuss about,2,1
1477,3000027,2,2,2,4,5,He is very old and he can't do business,3,1
1478,3000029,3,2,2,3,3,999,2,1
1479,3000028,2,2,2,3,3,999,2,1
1480,3000052,2,2,2,3,3,999,2,1
1481,3001747,2,2,2,3,3,999,2,1
1482,1000222,1,1,1,1,1,Not applicable,1,1
1483,1000223,1,1,1,1,1,Not applicable,1,1
1484,3000824,2,3,2,3,1,Not applicable,1,1
1485,1001063,1,1,1,1,1,Not applicable,1,1
1486,3001248,1,1,1,1,1,Not applicable,2,1
1487,3001246,1,1,1,1,1,Not applicable,1,1
1488,3000247,2,2,2,2,2,Not applicable,2,1
1489,3000126,1,1,1,1,1,Not applicable,1,1
1490,3002865,2,2,3,3,3,999,2,3
1491,3002866,2,2,3,3,3,999,2,2
1492,3002669,2,3,3,3,3,999,2,3
1493,3002667,2,3,3,3,3,999,2,2
1494,3002666,2,3,3,3,3,999,2,3
1495,3002664,2,2,3,3,3,999,2,3
1496,3002673,2,3,3,3,3,999,2,3
1497,3001739,1,2,3,3,3,999,3,1
1498,3001740,1,2,2,3,3,"999
",3,1
1499,3001742,1,2,2,2,3,999,3,1
1500,3001731,2,2,3,3,3,999,3,1
1501,3001730,1,2,2,2,2,.0,3,1
1502,3000002,2,5,4,4,2,999,2,2
1503,3000001,2,2,2,2,2,999,2,2
1504,3000057,2,2,2,2,2,999,2,2
1505,3000054,2,2,2,2,2,999,2,1
1506,3002814,2,2,2,2,2,999,2,2
1507,1001014,1,2,4,3,3,999,2,2
1508,3000789,2,2,3,2,2,999,2,1
1509,3000591,2,2,2,2,3,999,2,2
1510,1001008,3,2,2,2,3,999,2,2
1511,1001009,1,1,1,2,1,999,2,1
1512,1001045,2,2,3,2,2,999,2,2
1513,3002753,1,1,1,2,1,999,1,1
1514,3002142,1,1,1,3,2,999,3,2
1515,3002137,2,2,1,1,1,999,1,1
1516,3002226,2,2,2,3,3,999,3,4
1517,1002255,2,2,3,3,4,Language barrier,3,1
1518,1002254,1,1,3,2,5,Language barrier,3,1
1519,3002658,1,1,1,2,5,Very far from them,2,1
1520,3002627,3,1,1,2,3,0,2,1
1521,3002660,3,1,3,3,5,Language barrier,3,1
1522,3002626,3,1,1,1,1,0,1,1
1523,3002625,1,1,1,3,998,0,1,1
1524,1002558,3,2,1,2,2,0,3,1
1525,1002559,3,2,2,3,2,0,3,1
1526,3000309,3,2,3,2,1,0,1,1
1527,3000310,2,1,1,2,2,0,1,1
1528,3000308,3,2,3,2,5,Language barrier,2,1
1529,1001197,1,1,2,2,3,0,2,1
1530,1001199,1,2,2,2,3,0,1,1
1531,1000865,3,2,2,3,1,0,1,1
1532,1000794,3,2,3,2,1,0,1,1
1533,1000793,1,2,2,1,2,0,1,2
1534,1000864,3,1,1,1,2,0,1,1
1535,1000863,3,2,1,3,2,0,2,1
1536,1001074,3,2,2,2,3,0,2,1
1537,1000617,3,3,2,2,3,0,1,1
1538,1000628,3,2,2,2,2,0,2,1
1539,3001058,3,2,2,2,3,0,2,1
1540,3001060,1,2,2,1,1,0,1,1
1541,1000624,3,1,1,1,4,Language barrier,2,1
1542,1000623,3,2,1,1,4,Language barrier,1,2
1543,1000622,1,1,2,2,1,0,1,1
1544,1000621,1,2,2,3,1,0,3,1
1545,1000637,2,2,1,2,1,0,2,2
1546,3002508,2,2,2,2,2,Not applicable,2,1
1547,3002506,2,2,2,2,2,Not applicable,2,1
1548,3002507,2,1,1,2,2,Not applicable,2,1
1549,3002505,2,2,2,2,2,Not applicable,2,1
1550,1002560,2,2,2,2,2,Not applicable,2,1
1551,3000287,2,2,2,2,3,999,2,2
1552,3000291,2,2,2,2,2,Not applicable,2,2
1553,1000866,2,2,2,2,2,Not applicable,2,2
1554,3000290,2,2,2,3,3,Not applicable,2,2
1555,3000288,2,2,2,2,4,They are not near my community,2,1
1556,1000801,2,2,2,2,2,Not applicable,2,2
1557,1000802,2,2,2,2,3,Not applicable,2,2
1558,1000862,2,2,2,2,3,Not applicable,2,2
1559,1000813,2,2,2,3,3,Not applicable,2,2
1560,1000812,2,2,2,2,3,Not applicable,2,2
1561,3001209,2,2,2,2,3,999,2,2
1562,3001208,2,2,2,2,3,Not applicable,2,2
1563,3001212,2,2,2,2,2,Not applicable,2,2
1564,3000839,3,2,2,2,3,Not applicable,2,2
1565,3000840,2,2,2,2,2,Not applicable,2,2
1566,3000841,2,2,2,3,3,Not applicable,2,2
1567,1002193,3,3,3,3,3,999,2,2
1568,1002190,2,2,2,3,2,999,2,2
1569,1002195,1,2,2,2,2,999,1,1
1570,1002197,3,3,3,3,3,999,2,2
1571,1002198,2,2,2,2,2,999,2,2
1572,1002467,1,2,1,2,3,0,1,1
1573,1002465,1,2,2,2,3,0,1,1
1574,1002466,1,2,1,2,3,0,1,1
1575,1002469,1,2,2,2,3,0,1,1
1576,1002468,1,2,2,2,3,0,2,1
1577,1003027,1,2,2,3,2,none,1,1
1578,1003019,2,2,2,2,2,not applicable,1,1
1579,1003026,3,3,2,3,2,not applicable,2,1
1580,1003022,2,2,3,3,3,not applicable,2,1
1581,1003018,1,1,1,2,2,not applicable,1,1
1582,1000658,2,2,2,2,4,sometimes they aren't free to share their life experinces with me,2,2
1583,1000654,2,2,2,3,2,n.a,2,2
1584,1000659,2,2,2,2,3,n.a,2,2
1585,1000661,2,2,3,3,3,not,2,2
1586,1002349,1,2,3,2,2,n.a,1,1
1587,1002657,2,2,2,2,2,not applicable,1,1
1588,1002352,2,2,2,2,2,none,2,2
1589,1002351,2,3,3,3,3,n.a,3,3
1590,1002350,2,2,2,3,2,n.a,2,1
1591,1002136,2,2,3,3,3,n.a,3,2
1592,1003006,2,2,2,2,2,n.a,4,2
1593,1001929,1,2,2,2,2,n.a,2,1
1594,1001971,1,2,2,2,2,n.a,2,1
1595,1001970,1,2,2,2,2,n.a,2,1
1596,1001931,2,2,2,2,3,n.a,2,1
1597,1001930,1,2,3,3,3,n.a,2,1
1598,1001937,2,2,2,2,2,n.a,2,1
1599,1001138,4,4,3,3,3,n.a,3,3
1600,1001134,3,3,4,3,4,"because the food and relief items given are not enough even the food posho,beans cooking oil",3,3
1601,1001133,3,3,3,4,3,n.a,3,3
1602,1001135,4,3,4,4,3,n.a,3,3
1603,1000599,3,3,3,3,3,Not applicable,3,3
1604,1000520,2,2,2,2,2,Not applicable,2,2
1605,1000521,3,2,1,2,3,Not applicable,2,2
1606,1000524,4,3,3,3,2,Not applicable,2,2
1607,1000598,998,2,3,2,4,Not applicable,4,2
1608,1000396,1,1,1,2,2,Not applicable,1,1
1609,1000394,3,1,1,1,2,Not applicable,2,2
1610,1000595,2,1,1,2,2,Not applicable,2,1
1611,1001232,1,1,1,2,1,Not applicable,1,1
1612,1001231,1,1,2,2,2,Not applicable,2,2
1613,1000556,2,3,3,3,2,0,2,2
1614,1001548,2,2,2,3,2,0,1,1
1615,1001899,2,2,2,2,2,0,2,2
1616,1001901,1,2,1,2,2,O,2,2
1617,1001534,2,2,2,2,2,0,2,2
1618,1000513,3,3,3,3,1,0,3,2
1619,1001399,2,2,2,2,2,0,1,2
1620,1001642,2,2,2,2,2,O,2,2
1621,1001614,2,2,2,2,2,O,2,2
1622,1001644,2,2,2,2,2,0,2,2
1623,1001643,4,4,3,4,3,O,2,2
1624,1001650,1,2,1,1,1,O,2,1
1625,1001648,3,4,2,3,3,o,3,2
1626,1001649,998,998,2,2,3,O,3,2
1627,1000403,2,2,2,2,3,O,2,2
1628,1000402,3,3,3,3,4,0,2,2
1629,1000867,2,1,1,2,2,0,2,1
1630,1000879,3,2,2,1,2,0,2,2
1631,1001476,2,2,2,2,2,0,2,2
1632,1001103,1,1,1,1,1,0,2,1
1633,1000877,3,2,2,2,2,999,2,2
1634,1000878,1,2,2,2,2,999,2,2
1635,1000883,1,2,2,2,2,999,2,1
1636,1001287,3,1,1,2,2,999,2,2
1637,1001285,3,1,1,2,1,0,2,1
1638,1001286,3,2,2,2,2,999,2,2
1639,1001094,2,2,3,2,3,999,2,1
1640,1001457,3,2,3,2,3,0,2,3
1641,1001632,3,2,3,3,3,0,2,2
1642,1001634,3,2,3,3,3,0,2,3
1643,1001118,2,2,3,3,2,0,3,2
1644,1000829,2,2,2,2,2,0,2,2
1645,1000823,2,2,2,3,3,0,2,3
1646,1002299,2,2,2,2,3,0,3,2
1647,1001483,3,2,3,3,2,0,3,3
1648,1001120,2,2,3,3,2,0,3,2
1649,1001121,2,2,2,3,2,0,2,2
1650,4001650,2,3,2,3,2,None,3,2
1651,4001651,3,3,2,3,3,None,3,3
1652,4001652,2,2,2,2,3,None,2,2
1653,4001653,2,2,2,2,2,None,2,2
1654,4001654,2,3,3,3,3,None,3,2
1655,4001655,2,2,2,2,2,None,3,2
1656,4001656,2,2,2,3,3,None,3,2
1657,4001657,1,3,2,2,1,None,1,1
1658,4001658,1,2,1,1,1,None,1,1
1659,4001659,1,2,2,1,1,None,1,1
1660,4001660,1,2,3,1,3,None,2,1
1661,4001661,1,1,2,1,1,None,2,2
1662,4001662,1,1,2,1,1,None,1,1
1663,4001663,1,2,1,2,1,999,2,1
1664,4001664,2,2,2,1,2,None,3,2
1665,4001665,1,2,2,2,2,999,2,2
1666,4001666,1,2,2,2,1,999,3,3
1667,4001667,1,2,2,2,2,999,2,2
1668,2000367,1,1,1,3,2,999,2,1
1669,2000368,3,3,3,3,3,999,2,2
1670,2000428,3,2,3,3,3,999,2,1
1671,2000429,3,3,3,3,3,999,2,1
1672,2000550,998,2,2,2,2,999,2,2
1673,1000297,1,2,2,2,2,None,1,1
1674,1002852,1,1,2,1,2,We do understand one another.,1,1
1676,1001347,2,2,2,2,1,999,2,1
1677,1000311,2,2,3,3,3,999,3,2
1678,1000178,1,2,2,2,2,999,1,1
1679,1000318,2,3,3,3,3,999,2,2
1680,1000756,2,2,3,3,3,999,2,3
1681,1000790,3,3,3,3,3,999,2,3
1682,1001192,3,2,3,3,3,999,2,3
1683,1000715,3,2,3,3,3,999,2,3
1684,1000722,3,2,3,3,3,999,2,3
1685,1000800,3,2,3,3,3,999,2,3
1686,1000781,3,2,3,3,3,999,2,3
1687,3002453,2,2,2,3,2,0,2,2
1688,1001170,3,3,3,4,3,0,2,3
1689,1001157,3,998,3,4,3,0,2,3
1690,3000281,2,2,1,2,1,0,2,2
1691,3002454,2,2,3,3,3,O,2,3
1692,1000740,3,2,3,4,2,0,2,3
1693,1000727,2,3,3,4,3,O,2,2
1694,1000728,3,2,2,2,1,0,2,2
1695,1000639,2,2,2,2,2,O,2,2
1696,3000875,2,2,1,2,2,O,1,1
1697,3002774,2,2,2,2,2,O,2,1
1698,3002779,1,2,2,2,2,O,2,1
1699,3001981,2,2,2,3,2,999,3,2
1700,3001963,2,2,2,2,2,999,2,2
1701,3001962,2,2,2,2,1,999,2,2
1702,3001965,2,2,2,2,1,999,2,1
1703,3001964,3,2,2,2,3,999,2,2
1704,3001985,2,2,1,2,1,999,3,2
1705,3001986,2,2,2,3,2,999,3,2
1706,3001966,2,2,1,2,2,999,3,2
1707,3001983,2,2,2,2,2,999,1,2
1708,3001989,2,2,3,3,2,999,2,2
1709,3000030,2,3,1,3,2,999,2,1
1710,3001990,2,3,2,2,2,999,2,2
1711,3001805,3,1,3,4,3,999,3,3
1712,3000031,3,2,2,3,4,Because of language barrier,2,2
1713,3001987,3,3,3,3,2,999,3,3
1714,3002006,2,2,3,3,3,999,3,2
1715,3002005,2,3,3,3,2,999,2,2
1716,3001988,2,2,1,2,1,999,2,1
1717,1000474,2,2,1,2,2,0,2,2
1718,1001965,2,1,2,3,1,0,3,2
1719,1001963,1,1,1,3,1,0,3,2
1720,1001897,2,1,3,2,2,0,2,1
1721,1001902,1,2,2,3,3,0,2,2
1722,1000023,2,2,1,1,1,0,1,2
1723,1000029,2,2,1,2,1,0,1,2
1724,1000024,2,2,2,2,3,0,3,2
1725,1001108,1,1,2,2,3,999,2,1
1726,1000826,1,1,1,2,2,none,1,1
1727,1000406,1,2,1,3,3,0,2,2
1728,1001478,1,2,3,2,3,999,2,1
1729,1001104,2,2,2,4,2,none,3,2
1730,1001282,1,1,2,2,3,999,2,1
1731,1001105,1,2,2,2,1,none,2,2
1732,1002308,3,1,1,1,2,999,2,1
1733,1001284,2,1,1,1,3,0,1,1
1734,1001967,2,1,1,1,2,0,2,1
1735,1002470,2,2,2,3,2,"NA",2,2
1736,1002471,2,2,2,2,2,"NA",2,2
1737,1002473,3,3,2,2,3,"NA",3,1
1738,1002175,1,1,2,2,1,"NA",2,1
1739,1002472,2,2,2,2,2,"NA",3,1
1740,1002456,1,2,2,2,2,0,2,1
1741,1002455,2,2,2,2,2,0,2,2
1742,1002453,2,3,3,3,2,0,2,2
1743,1002457,1,1,1,1,1,0,1,1
1744,1002454,2,2,2,2,2,0,2,1
1745,3001809,1,2,2,1,2,None,1,1
1746,3001808,1,1,2,2,2,None,1,1
1747,3001807,1,2,2,1,1,None,1,1
1748,3001806,1,2,3,2,2,None,2,1
1749,3001872,1,2,1,2,2,None,2,1
1750,3001874,2,2,3,3,2,None,1,1
1751,3001873,2,2,3,3,3,None,2,2
1752,3001875,1,1,1,2,2,None,1,1
1753,3001842,1,2,2,2,2,None,1,1
1754,3001843,1,2,2,1,1,None,1,1
1755,3001827,3,2,1,3,3,999,2,2
1756,3000037,3,2,2,3,3,999,3,1
1757,3001999,3,2,3,3,2,999,1,1
1758,3001828,3,2,3,2,3,999,2,1
1759,3002000,2,2,3,2,3,999,2,1
1760,3001779,3,2,3,2,2,999,2,1
1761,3001949,2,2,3,2,2,999,2,1
1762,3001927,3,2,2,2,2,Non,2,1
1763,3001829,3,2,2,2,2,Non,2,1
1764,3001926,3,2,2,2,2,Non,1,1
1765,3001836,3,2,2,2,2,Non,2,2
1766,3001831,3,2,2,2,2,Non,1,1
1767,3001830,3,2,2,2,2,Non,2,1
1768,3001841,3,2,2,3,1,Non,1,1
1769,3001948,2,3,3,3,3,999,3,2
1770,3001947,2,2,3,3,3,999,2,2
1771,3001951,2,3,3,4,3,999,3,3
1772,3001952,2,3,3,4,3,999,3,3
1773,3001865,2,3,3,4,3,999,3,3
1774,3001950,2,3,3,4,3,999,3,3
1775,3001923,2,2,3,3,3,999,3,2
1776,3000806,2,3,3,3,3,999,2,2
1777,3000808,2,2,3,3,3,999,3,2
1778,3000805,2,3,3,3,3,999,3,3
1779,1002047,1,2,2,2,2,999,1,1
1780,3000120,1,2,2,2,2,999,2,1
1781,3002145,1,1,1,1,1,None,1,1
1782,3002144,1,1,1,1,1,None,1,1
1783,3002219,1,1,1,1,1,None,1,1
1784,3001838,1,2,2,1,1,None,3,1
1785,3001867,1,1,1,2,1,None,1,1
1786,3001868,1,2,1,2,1,None,1,1
1787,3001839,1,1,1,2,2,None,1,1
1788,3001907,1,1,1,2,1,None,3,1
1789,3001826,2,2,2,2,2,999,2,2
1790,3000042,2,2,2,2,1,999,1,2
1791,3001837,2,2,2,2,1,999,1,2
1792,3000036,2,2,2,2,2,None,2,2
1793,3000021,2,2,2,2,1,999,2,2
1794,3000020,2,2,2,2,1,999,2,2
1795,3000034,2,2,2,2,1,999,2,2
1796,3001909,2,2,2,2,1,999,2,2
1797,2000313,3,1,3,3,5,Language Barrier,2,1
1798,2000315,2,1,1,1,1,999,1,3
1799,2000547,3,2,2,2,5,They are very far from us,1,2
1800,2000314,1,2,2,2,2,999,1,1
1801,2000430,2,2,1,2,3,999,1,3
1802,3000942,1,2,3,2,3,None,2,1
1803,3001928,2,2,3,3,4,She is not doing any business,2,1
1804,3001930,2,2,2,3,3,999,2,1
1805,3001929,1,2,2,4,3,999,2,1
1806,3001932,2,2,2,3,3,999,2,1
1807,3001931,3,2,3,3,3,999,2,1
1808,3001895,2,2,2,3,3,999,2,1
1809,3001896,3,2,3,3,3,999,2,1
1810,3001893,3,2,2,3,3,999,3,1
1811,1000881,2,2,2,5,3,00,3,2
1812,1000880,1,2,2,3,5,"She has nothing to discuss with them, since she is still in school",2,1
1813,1000909,3,2,2,5,2,00,2,2
1814,1000882,2,2,1,1,2,00,1,1
1815,1002300,1,2,2,2,2,00,2,2
1816,1001494,2,2,2,2,2,00,1,1
1817,2000311,1,2,2,2,2,999,2,2
1818,2000441,2,2,2,2,2,999,2,2
1819,2000369,2,2,3,2,2,999,2,2
1820,2000274,2,2,2,1,1,999,2,2
1821,2000361,2,2,2,2,1,999,2,2
1822,2000276,3,2,1,2,1,999,2,2
1823,2000275,2,2,3,2,2,999,3,3
1824,2000360,2,2,2,2,1,999,3,2
1825,2000546,2,2,2,2,2,999,2,2
1826,2000312,1,1,1,2,2,999,1,1
1827,2000370,3,3,3,3,3,999,2,2
1828,2000358,2,3,2,2,2,999,2,1
1829,2000442,1,1,2,1,1,999,2,1
1830,2000527,3,2,2,2,2,999,2,2
1831,4001831,3,3,2,2,2,999,2,2
1832,4001832,2,2,2,2,2,999,2,2
1833,4001833,3,3,3,3,3,999,3,3
1834,4001834,2,2,2,2,2,999,2,3
1835,4001835,2,2,2,2,2,999,3,2
1836,4001836,1,1,2,2,2,999,2,2
1837,4001837,3,3,3,3,2,999,2,2
1838,4001838,2,2,2,2,2,999,2,2
1839,2000501,1,1,1,1,1,999,1,1
1840,2000468,1,1,1,2,3,999,1,1
1841,2000686,2,1,1,1,1,999,1,1
1842,2000467,1,1,1,2,1,999,1,1
1843,2000464,1,1,1,1,1,999,1,1
1844,2000465,1,1,1,1,1,999,1,1
1845,2000466,1,1,1,1,3,999,1,1
1846,2000685,1,1,1,1,1,999,1,1
1847,2000684,1,1,1,1,3,999,2,1
1848,2000683,1,1,1,1,1,999,1,1
1849,2000682,1,1,1,3,3,999,2,1
1850,3000821,2,2,2,3,2,None,2,2
1851,3000590,2,2,1,3,3,999,3,3
1852,3000520,1,2,3,3,3,999,3,1
1853,3000817,2,2,2,2,2,None,3,2
1854,1001961,1,1,1,1,1,Not applicable,1,1
1855,3000814,2,2,2,4,3,999,3,3
1856,3000818,2,2,2,3,2,No rarely recorded,2,2
1857,3000522,1,1,1,2,3,999,2,1
1858,3000820,2,2,2,3,2,No rarely,2,1
1859,3001633,1,1,1,1,1,Not applicable,1,1
1860,3000815,2,2,1,2,1,999,3,3
1861,3000862,2,2,2,3,3,0,2,1
1862,3001660,2,2,2,2,2,No rarely,1,1
1863,3001661,1,2,2,2,2,No rarely recorded,1,1
1864,3000868,1,2,3,3,2,999,3,2
1865,3001669,1,2,2,2,2,No rarely,1,1
1866,3000816,1,1,1,2,2,999,3,2
1867,3000869,2,2,2,1,2,999,2,1
1868,3001672,2,2,2,2,2,No rarely,2,2
1869,3000581,1,2,2,1,2,999,3,2
1870,3001071,2,2,2,2,3,999,3,2
1871,3001671,1,2,2,2,2,No rarely,2,2
1872,3000583,1,3,2,4,3,999,3,3
1873,1000985,2,2,2,3,3,999,3,2
1874,3001670,2,2,2,2,2,No rarely recorded,2,2
