uhhidfs,uhhidp,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_13,d1_14,d1_8,d1_9,d1_10,d1_11,d1_12,d2,d2other,d3,d3other,d4,d4other,d5,d6
2729,4002729,0.1,3,2,4,3,2,3,4,4,4,4,4,1,2.5,5,NA,4,NA,3,NA,19,7
2728,4002728,0.2,2,3,4,2,2,3,3,4,2,4,4,1,2,5,NA,4,NA,2,NA,20,2
135,4000135,1,6,2,12,6,2,0.002,3,8,6,6,12,2,6,2,NA,2,NA,2,NA,10,2
539,4000539,0.01,12,3,18,4,0.01,4,4,7,12,12,18,4,12,7,NA,4,NA,4,NA,2,2
725,4000725,3,6,4,3,3,0.5,3,3,3,2,2,2,2,2,5,NA,4,NA,4,NA,20,7
1652,4001652,4,7,6,12,6,4,5,5,10,7,10,10,4,7,5,NA,4,NA,3,NA,35,7
958,4000958,2,6,2,9,2,1,4,4,5,6,9,9,2,6,5,NA,4,NA,4,NA,10,1
529,4000529,1,6,2,2,2,2,4,4,4,2,2,2,1,2,5,NA,4,NA,9,NA,30,7
2712,4002712,0.2,1,1,3,1,1,1,1,4,1,1,3,1,1,2,NA,4,NA,4,NA,2,7
2735,4002735,2,5,2,6,2,2,3,4,3,2,6,6,1,2,5,NA,4,NA,4,NA,25,7
962,4000962,2,5,2,9,3,1,4,4,5,6,9,9,2,6,5,NA,4,NA,9,NA,25,7
530,4000530,1,6,2,2,2,2,4,4,4,2,2,2,1,2,1,NA,4,NA,10,NA,20,7
728,4000728,3,6,4,3,3,3,3,3,3,2,1,1,1,2,5,NA,4,NA,4,NA,20,1
520,4000520,0.5,5,0.5,10,0.5,0.5,0.5,0.5,999,10,999,10,0.5,0.5,1,NA,4,NA,9,NA,10,2
2722,4002722,1,3,2,6,2,3,0.5,0.5,6,2,2,0.2,0.5,2,1,NA,4,NA,4,NA,60,2
941,4000941,2,6,2,9,2,2,2,2,3,6,9,9,2,6,5,NA,4,NA,5,NA,25,7
542,4000542,4,15,5,19,5,5,5,5,8,14,12,20,5,14,8,NA,4,NA,4,NA,6,2
1178,4001178,1,3,2,2,2,1,1,1.5,2,2,2,1,1,2,5,NA,4,NA,9,NA,20,7
2730,4002730,0.1,2,2,4,2,2,3,3,3,2,4,4,1,2,5,NA,4,NA,3,NA,35,7
2721,4002721,1,3,2,6,2,3,0.5,0.5,6,2,2,0.2,0.5,2,2,NA,4,NA,4,NA,60,2
929,4000929,1,5,3,10,3,0.1,2,2,999,10,999,10,2,2,1,NA,4,NA,9,NA,20,2
726,4000726,3,6,4,3,3,0.5,3,3,3,2,2,1,1,2,5,NA,4,NA,4,NA,15,7
1660,4001660,3,6,6,12,6,0.03,3,3,12,6,12,0.02,3,6,7,NA,4,NA,4,NA,6,2
540,4000540,0.01,14,3,18,0.01,4,4,7,12,12,18,4,12,12,2,NA,4,NA,4,NA,2,2
1382,4001382,3,4,2,20,4,4,4,4,999,20,20,5,0.001,10,1,NA,4,NA,4,NA,10,2
961,4000961,1.5,6,3,9,3,2,3,4,5,6,9,9,2,6,5,NA,4,NA,9,NA,30,7
130,4000130,1,7,1,9,1,1,1,1,5,9,9,9,1,6,5,NA,4,NA,5,NA,2,7
733,4000733,3,6,3,8,8,0.2,2,2,6,8,8,12,0.5,8,8,NA,4,NA,3,NA,20,1
722,4000722,3,6,4,4,3,0.5,3,3,3,2,2,2,2,2,5,NA,4,NA,4,NA,15,7
1664,4001664,1,6,2,3,3,2,2,2,2,2,2,1,1,2,5,NA,4,NA,4,NA,20,7
533,4000533,2,4,2,2,2,0.5,2,4,4,2,2,2,2,2,5,NA,4,NA,9,NA,30,3
2717,4002717,0.3,1,1,3,1,1,1,1,4,1,1,3,1,1,4,NA,4,NA,4,NA,6,2
122,4000122,1,5,1,1,0.5,999,0.5,3,3,0.5,999,0.5,0.5,0.5,1,NA,2,NA,7,NA,0.5,7
730,4000730,3,6,3,8,8,0.2,2,2,6,8,8,0.2,0.5,8,8,NA,4,NA,4,NA,30,1
1667,4001667,2,6,3,2.5,2,0.5,2,2,2,2,3,2,1,2,5,NA,4,NA,4,NA,10,7
1190,4001190,2,5,4,8,8,0.2,2,2,5,8,8,8,2,4,7,NA,4,NA,4,NA,60,7
735,4000735,3,6,3,8,8,0.2,2,2,6,8,8,0.2,0.5,8,8,NA,4,NA,4,NA,20,2
930,4000930,1,5,3,10,3,0.1,1,1,999,10,999,10,2,2,2,NA,4,NA,9,NA,20,2
951,4000951,3,6,3,9,3,3,4,3,7,6,9,9,2,9,5,NA,4,NA,9,NA,20,6
1654,4001654,4,7,6,10,6,4,5,4,10,7,10,10,4,7,5,NA,4,NA,10,NA,20,7
1834,4001834,0.1,5,4,8,4,0.1,0.1,0.1,999,8,999,8,1,2,1,NA,4,NA,9,NA,10,2
1833,4001833,0.1,4,4,8,4,0.1,0.1,0.1,999,8,999,8,1,2,1,NA,4,NA,9,NA,10,2
926,4000926,1,5,3,10,3,0.1,2,2,999,10,999,10,2,2,1,NA,4,NA,9,NA,20,2
948,4000948,3,5,3,9,3,3,4,4,6,7,9,9,3,6,5,NA,4,NA,9,NA,30,7
127,4000127,0.5,10,0.5,20,0.5,0.5,0.5,0.5,999,999,999,999,0.5,0.5,1,NA,4,NA,10,NA,20,2
727,4000727,3,6,4,3,3,0.5,3,3,3,3,2,1,1,1,5,NA,4,NA,4,NA,20,3
959,4000959,1.5,6,2,9,3,1,4,4,5,5,9,9,3,5,5,NA,4,NA,9,NA,10,7
723,4000723,3,6,4,3,3,0.5,3,3,3,1,2,2,1,2,5,NA,4,NA,4,NA,25,7
541,4000541,4,14,4,18,4,0.3,4,4,7,12,12,18,4,12,1,NA,4,NA,4,NA,10,4
939,4000939,2,6,2,9,2,2,2,3,3,6,9,9,2,6,7,NA,4,NA,5,NA,20,2
129,4000129,1,8,1,9,1,1,1,2,2,6,9,9,1,9,5,NA,4,NA,5,NA,3,7
1831,4001831,0.1,4,5,8,5,0.1,0.1,0.1,999,8,999,8,0.2,1,1,NA,4,NA,6,NA,10,2
3228,4003228,3,6,2,4,3,2,2,3,3,3,3,2,2,3,3,NA,4,NA,9,NA,35,7
1177,4001177,1,3,3,3,2,0.5,1.5,1.5,1.5,3,3,2,1,3,5,NA,4,NA,4,NA,12,7
954,4000954,2,6,2,9,2,2,4,3,4,6,9,9,1,6,5,NA,4,NA,4,NA,25,7
128,4000128,4,15,4,4,4,4,4,5,15,20,20,15,4,15,5,NA,4,NA,5,NA,3,2
729,4000729,3,6,3,8,8,0.2,2,2,6,8,8,0.2,0.5,8,5,NA,4,NA,4,NA,10,2
531,4000531,1,6,2,2,2,2,4,4,4,2,2,2,1,2,5,NA,4,NA,4,NA,30,7
944,4000944,2,6,2,9,2,2,2,3,3,6,9,9,2,6,5,NA,4,NA,9,NA,30,7
1650,4001650,4,7,6,10,6,4,4,4,10,6,10,10,4,6,5,NA,4,NA,3,NA,25,7
2719,4002719,0.2,1,1,3,1,1,1,1,4,1,1,3,1,1,7,NA,4,NA,4,NA,5,1
1306,4001306,2,5,3,10,3,0.1,2,2,999,10,999,10,2,2,1,NA,4,NA,9,NA,10,2
123,4000123,0.5,10,0.5,20,0.5,0.5,0.5,0.5,999,999,999,999,0.5,0.5,1,NA,4,NA,9,NA,20,2
2713,4002713,0.3,1,1,3,1,1,1,1,4,1,1,3,1,1,7,NA,4,NA,4,NA,2,2
125,4000125,0.5,10,0.5,20,0.5,0.5,0.5,0.5,999,999,999,999,0.5,0.5,1,NA,4,NA,2,NA,20,2
2739,4002739,2,3,2,6,2,2,3,4,4,2,6,6,1,2,5,NA,4,NA,4,NA,20,5
2734,4002734,0.1,2,2,4,2,2,3,3,3,2,4,4,1,2,5,NA,4,NA,3,NA,25,6
545,4000545,1,5,3,12,12,1,1,12,12,12,12,12,0.2,4,8,NA,4,NA,4,NA,30,2
2732,4002732,0.1,2,2,4,2,2,3,3,3,2,4,4,1.5,2,5,NA,4,NA,3,NA,40,2
718,4000718,2,5,2,10,2,3,2,2,999,10,999,10,2,2,1,NA,4,NA,9,NA,20,6
2738,4002738,2,3,2,6,2,2,3,4,4,4,6,6,1.5,2,5,NA,4,NA,3,NA,10,1
2127,4002127,1,5,1,8,1,0.1,1,1,999,8,999,8,1,1,2,NA,4,NA,9,NA,10,6
1184,4001184,1,3,3,3,2,0.5,1.5,1.5,1.5,1.5,1.5,2,2,2,5,NA,4,NA,4,NA,20,7
2723,4002723,1,3,2,6,2,3,0.5,0.5,6,2,2,0.3,0.5,2,1,NA,4,NA,4,NA,2,2
927,4000927,1,5,3,10,2,0.1,2,2,999,10,999,10,2,2,1,NA,4,NA,9,NA,20,6
2132,4002132,1,5,1,8,1,0.1,1,1,999,1,999,8,1,1,1,NA,4,NA,9,NA,10,2
732,4000732,3,6,3,8,8,2,2,2,6,8,8,0.2,0.5,8,7,NA,4,NA,4,NA,30,2
931,4000931,1,5,3,10,3,0.1,2,2,999,10,999,10,2,3,2,NA,4,NA,9,NA,20,2
2718,4002718,0.3,1,1,3,1,1,1,1,4,1,1,3,1,1,4,NA,4,NA,4,NA,6,2
1666,4001666,1,6,2,3,2,2,2,2,3,1,2,2,2,2,5,NA,4,NA,4,NA,20,7
1665,4001665,2,6,3,2.5,2,0.5,2,2,3,2,2,2,1,2,5,NA,4,NA,4,NA,12,2
538,4000538,2,4,2,2,2,0.5,2,4,4,2,2,2,1,2,5,NA,4,NA,9,NA,10,7
942,4000942,2,6,2,9,2,2,3,3,3,6,9,9,2,6,5,NA,4,NA,10,NA,25,3
2715,4002715,0.3,1,1,3,1,1,1,1,4,1,1,3,1,1,5,NA,4,NA,4,NA,4,6
955,4000955,2,6,2,9,2,1,3,3,3,6,9,9,2,6,5,NA,4,NA,4,NA,25,7
1191,4001191,2,5,4,8,8,0.2,2,2,5,8,8,8,2,4,7,NA,4,NA,4,NA,60,2
1659,4001659,3,6,6,12,6,0.03,3,3,12,6,12,0.03,3,6,8,NA,4,NA,4,NA,6,7
1653,4001653,4,7,6,10,6,4,7,7,6,6,10,10,4,7,5,NA,4,NA,3,NA,35,7
527,4000527,1,6,2,2,2,2,4,4,4,4,2,2,2,2,5,NA,4,NA,9,NA,35,3
963,4000963,2,6,2,9,2,2,4,4,4,3,9,9,2,9,5,NA,4,NA,4,NA,25,7
1838,4001838,0.1,5,4,8,4,0.1,0.1,0.1,999,8,999,8,2,2,1,NA,4,NA,9,NA,10,2
720,4000720,1,6,2,2,2,0.5,2,4,4,2,2,1,1,1,5,NA,4,NA,9,NA,6,2
513,4000513,0.5,10,0.5,20,0.5,0.5,0.5,0.5,999,999,999,10,0.5,0.5,1,NA,4,NA,9,NA,10,2
953,4000953,2,6,2,9,2,1,2,3,4,6,9,9,1,6,5,NA,4,NA,4,NA,20,7
731,4000731,3,6,3,8,8,0.2,2,2,6,8,8,0.2,0.5,8,8,NA,4,NA,4,NA,25,2
1657,4001657,3,6,6,12,6,0.01,3,3,12,6,12,0.02,3,6,8,NA,4,NA,4,NA,5,7
2724,4002724,1,3,2,6,2,3,0.5,0.5,6,2,2,0.2,0.5,2,3,NA,4,NA,4,NA,2,2
1303,4001303,2,5,3,10,3,0.1,2,2,999,10,999,10,2,2,1,NA,4,NA,9,NA,10,2
544,4000544,4,15,5,19,5,1,6,6,7,15,15,19,5,15,8,NA,4,NA,4,NA,2,2
517,4000517,0.5,5,0.5,10,0.5,0.5,0.5,0.5,999,10,0.5,10,0.5,0.5,1,NA,4,NA,7,NA,20,2
121,4000121,1,3,1,1,0.5,0.5,1,3,3,999,0.5,0.5,0.5,0.5,5,NA,2,NA,9,NA,30,7
515,4000515,0.5,5,0.5,10,0.5,0.5,0.5,0.5,999,10,999,10,0.5,0.5,1,NA,4,NA,9,NA,20,4
712,4000712,3,5,3,10,3,2,2,2,999,10,999,10,2,3,1,NA,4,NA,9,NA,20,2
1185,4001185,2,5,4,8,8,0.2,2,2,5,8,8,8,2,4,7,NA,4,NA,4,NA,60,2
719,4000719,2,5,2,10,2,3,2,2,999,10,999,10,2,3,1,NA,4,NA,9,NA,20,2
724,4000724,3,6,4,3,3,3,1,3,3,2,2,2,1,2,5,NA,4,NA,4,NA,20,7
1835,4001835,0.1,5,4,8,4,0.1,0.1,0.1,999,8,999,8,1,2,2,NA,4,NA,9,NA,10,2
964,4000964,2,6,2,9,3,0.25,4,4,5,6,9,9,2,9,5,NA,4,NA,4,NA,15,7
126,4000126,0.5,10,0.5,20,0.5,0.5,0.5,0.5,999,999,0.5,999,0.5,0.5,1,NA,4,NA,12,NA,30,2
2720,4002720,1,2,1.5,3,1.5,0.5,0.5,3,3,2,3,3,1,3,5,NA,4,NA,9,NA,20,7
2128,4002128,1,5,1,8,1,0.1,1,1,999,8,999,8,1,1,2,NA,4,NA,9,NA,10,6
1656,4001656,4,7,4,10,6,4,5,7,7,7,10,10,4,7,5,NA,4,NA,3,NA,45,7
949,4000949,2,6,2,9,3,3,3,5,4,6,9,9,1,6,5,NA,4,NA,9,NA,10,1
1187,4001187,2,5,4,8,8,0.2,2,2,5,8,8,8,2,4,3,NA,4,NA,4,NA,10,7
956,4000956,2,6,2,9,2,1,3,3,4,6,9,9,2,6,5,NA,4,NA,4,NA,25,7
526,4000526,1,6,2,2,2,2,4,4,4,2,2,2,1,1,5,NA,4,NA,9,NA,20,3
548,4000548,1,5,3,12,12,3,12,12,1,1,12,12,12,12,7,NA,4,NA,4,NA,25,2
525,4000525,0.5,5,0.5,10,0.5,0.5,0.5,0.5,999,10,999,10,0.5,0.5,1,NA,4,NA,9,NA,10,2
925,4000925,0.5,5,3,10,3,0.1,2,2,999,10,999,10,0.5,2,1,NA,4,NA,9,NA,20,2
2731,4002731,0.1,2,2,4,2,2,3,3,3,2,4,4,2,2,5,NA,4,NA,3,NA,20,7
551,4000551,2,5,3,12,12,2,2,12,12,12,12,12,2,12,7,NA,4,NA,4,NA,1,2
711,4000711,0.5,5,0.5,10,0.5,0.5,0.5,0.5,999,10,999,10,0.5,0.5,1,NA,4,NA,9,NA,10,2
131,4000131,3,6,3,3,3,2,3,3,3,15,15,15,3,15,5,NA,4,NA,5,NA,3,6
2727,4002727,0.2,2,3,4,1,1,2,3,3,2,4,4,1,3,5,NA,4,NA,3,NA,20,7
132,4000132,3,6,3,12,6,0.001,3,3,4,6,6,12,3,6,7,NA,2,NA,2,NA,5,2
2131,4002131,1,5,1,8,1,0.1,1,1,999,8,999,8,1,1,1,NA,4,NA,9,NA,10,2
1302,4001302,3,6,4,10,4,0.1,2,2,999,10,999,10,2,2,1,NA,4,NA,9,NA,10,2
524,4000524,0.5,5,0.5,10,0.5,0.5,0.5,0.5,999,10,999,10,0.5,0.5,1,NA,4,NA,9,NA,10,2
2126,4002126,1,5,1,8,1,0.1,1,1,999,8,999,8,1,1,1,NA,4,NA,9,NA,10,2
537,4000537,2,4,2,2,2,0.5,2,4,4,2,2,2,1,2,5,NA,4,NA,9,NA,20,7
118,4000118,1,5,1,1,0.5,0.5,0.5,3,3,999,0.5,0.5,0.5,0.5,2,NA,2,NA,2,NA,10,3
2737,4002737,2,3,2,2,2,2,2,3,3,3,6,6,2,3,5,NA,4,NA,3,NA,5,6
550,4000550,1,5,3,12,12,1,1,12,12,12,12,0.2,4,12,7,NA,4,NA,4,NA,30,2
1180,4001180,1,3,3,3,1,0.5,1.5,1.5,1.5,1.5,2,2,1,1,5,NA,4,NA,4,NA,20,7
2733,4002733,1,2,2,4,2,2,3,3,3,3,4,4,1,2,1,Sharing with the neighbours,4,NA,10,NA,20,7
1188,4001188,2,5,4,8,8,0.2,2,2,5,8,8,8,2,4,7,NA,4,NA,4,NA,20,7
734,4000734,3,6,3,8,8,0.2,2,2,6,8,8,12,5,8,8,NA,4,NA,4,NA,15,2
943,4000943,2,6,2,9,2,2,2,3,3,6,9,9,2,6,5,NA,4,NA,9,NA,30,2
2736,4002736,1,4,2,6,2,2,3,4,4,3,6,6,1.5,2,2,NA,4,NA,4,NA,20,6
1655,4001655,4,7,6,10,6,4,5,4,5,7,10,10,4,7,5,NA,4,NA,4,NA,60,7
715,4000715,3,5,2,10,2,3,2,2,999,10,999,10,2,2,1,NA,4,NA,9,NA,15,4
1307,4001307,2,5,3,10,3,0.1,2,2,999,10,999,10,2,2,1,NA,4,NA,9,NA,10,7
957,4000957,2,6,2,9,2,1,4,4,4,6,9,9,2,6,5,NA,4,NA,4,NA,20,7
928,4000928,1,5,3,10,2,0.1,2,2,999,10,999,10,2,0.5,2,NA,4,NA,9,NA,20,2
2716,4002716,0.3,1,1,3,1,1,1,1,4,1,1,3,1,1,5,NA,4,NA,4,NA,4,7
522,4000522,0.5,5,0.5,10,0.5,0.5,0.5,0.5,999,10,999,10,0.5,0.5,1,NA,4,NA,9,NA,10,2
1189,4001189,2,5,4,8,8,0.2,2,2,5,8,8,8,2,8,7,NA,4,NA,4,NA,60,2
1179,4001179,1,3,3,3,3,0.5,1.5,2,2,2,2,1,1,2,5,NA,4,NA,4,NA,15,7
1183,4001183,1,1,3,3,3,0.5,2,3,3,2,2,2,1,2,5,NA,4,NA,4,NA,20,7
2740,4002740,2,2,2,6,2,2,3,4,3,4,6,6,2,3,5,NA,4,NA,3,NA,20,2
945,4000945,3,5,3,9,3,3,3,3,4,6,9,9,2,6,5,NA,4,NA,4,NA,7,3
1182,4001182,1,3,3,3,2,0.5,1.5,1.5,1.5,1.5,2,2,2,2,5,NA,4,NA,4,NA,15,7
3617,4003617,2,2,3,999,3,1,1,1,999,999,999,4,2,1,1,NA,9,NA,6,NA,20,4
536,4000536,2,4,2,2,2,0.5,2,4,4,2,2,2,1,2,5,NA,4,NA,4,NA,20,2
139,2000459,1.5,0.5,0.5,5,0.8,0.8,0.8,5,9999,2,999,0.8,0.8,2,1,NA,9,NA,9,NA,10,4
315,3000984,1,3,3,7,4,1,4,4,999,999,999,1.5,2,1,5,NA,12,NA,4,NA,50,5
3492,3002524,1,3,1,4,4,1,1,2,999,999,999,1,2,0.5,8,NA,12,NA,6,NA,15,2
55,2000463,1,1,1,4,4,1,0.5,1,999,6,999,1,1,0.5,5,NA,4,NA,12,NA,15,5
762,3002619,30,40,1,40,40,1,1,3,4,4,999,1,1,0.5,5,NA,4,NA,4,NA,60,7
782,3002617,1,1,2,9,3,0.5,0.5,1,999,999,999,1,1,0.5,1,NA,4,NA,12,NA,30,2
1253,2000183,2,4,2,4,4,0.5,2,2,999,999,999,2,2,1,5,NA,8,NA,7,NA,30,4
1259,2000185,1,2,1,3,2,0.5,2,3,999,999,999,2,1,2,5,NA,4,NA,4,NA,30,4
571,3002489,6,2,2,2,2,0.5,0.5,3,999,999,999,2,2,0.5,2,NA,4,NA,6,NA,0.5,7
1254,2000184,1,2,2,1,2,0.5,2,3,999,999,999,0.5,1,1,2,NA,12,NA,4,NA,40,4
3486,2000637,0.5,2,0.5,2,2,0.5,0.5,2,999,999,999,0.5,0.5,0.5,5,NA,12,NA,13,NA,10,6
3562,2000690,2,20,8,8,20,1,5,5,20,20,20,40,1,4,1,NA,4,NA,10,NA,10,3
778,3002616,1,2,2,6,2,1,1,1,999,4,999,1,1,1,5,NA,4,NA,12,NA,40,6
747,3002553,1,2,2,3,2,0.5,2,3,999,999,999,1,2,1,8,NA,4,NA,4,NA,30,7
2899,2000194,1,4,2,5,4,0.5,0.5,0.5,999,999,999,0.5,0.5,0.5,5,NA,2,NA,12,NA,15,6
302,3000432,1,8,2,8,3,1,0.5,3,999,999,999,0.5,0.5,4,5,NA,12,NA,6,NA,45,7
1801,2000430,1,4,2,4,4,1,2,2,999,999,999,1,1,4,5,NA,12,NA,6,NA,60,7
3348,3002513,0.5,0.5,0.5,4,4,0.5,0.5,2,999,999,999,1,2,0.5,5,NA,4,NA,6,NA,6,7
1821,2000361,1,2,1,4,4,0.5,1,2,999,999,999,1,1,0.5,5,NA,4,NA,12,NA,30,6
1249,3002336,0.1,2.5,0.5,2.5,2,0.5,0.5,2,3,3,999,0.5,0.5,0.5,2,NA,4,NA,8,NA,40,7
789,3002474,1,3,0.5,3,3,0.5,1,10,10,0.5,0.5,10,0.5,0.5,5,NA,7,NA,7,NA,5,6
918,2000201,1,3,3,3,3,1,1,3,999,999,999,1,0.5,1,1,NA,4,NA,9,NA,50,5
170,2000522,0.5,3,3,4,3,0.5,0.5,3,15,3,999,1,0.5,0.5,1,NA,3,NA,3,NA,30,4
2945,3001558,1,2,1,3,2,0.5,2,2,16,5,20,2,2,2,1,NA,12,NA,12,NA,10,4
1823,2000275,2,4,5,20,4,0.5,0.5,6,6,6,5,0.5,0.5,0.5,5,NA,4,NA,12,NA,10,6
616,3002481,3,4,4,4,4,1,1,1,4,3,999,3,2,1,5,NA,12,NA,12,NA,60,3
669,3001544,4,4,4,25,4,1,0.5,10,10,30,30,6,0.5,0.5,5,NA,12,NA,4,NA,10,7
1669,2000368,1.6,12,1.6,12,12,0.002,0.8,12,999,6,999,0.8,0.8,0.8,1,NA,12,NA,4,NA,5,3
289,3000428,1,8,8,8,8,0.5,1,1,999,999,999,1,1,1,1,NA,12,NA,9,NA,30,5
1316,2000397,1,3,3,4,4,2,2,2,999,999,999,1,1,4,5,NA,12,NA,6,NA,45,7
3354,3002516,0.3,0.2,4,999,4,0.5,1,11,11,5,5,3,0.5,0.5,1,NA,4,NA,4,NA,15,7
2895,2000007,2,2,3,5,4,0.5,0.5,1,999,999,999,1,1,0.5,5,NA,2,NA,4,NA,20,2
563,3002531,1,3,2,4,3,1,3,3,999,999,999,3,1,4,1,NA,12,NA,6,NA,20,6
3487,3002521,1,3,1,3,3,0.5,1,3,999,999,999,1,1,1,5,NA,12,NA,4,NA,30,2
565,3002611,1,4,2,5,3,1,3,4,999,999,999,1,1,4,2,NA,12,NA,6,NA,30,7
140,2000460,1,1,1,5,5,0.5,1,5,999,2,999,1,1,3,1,NA,4,NA,12,NA,30,4
3565,3000402,2,6,2,6,6,1,4,4,20,20,4,20,1,1,1,NA,4,NA,10,NA,45,4
2486,2000536,1,3,2,3,3,1,2,2,999,999,999,1,1,3,5,NA,12,NA,6,NA,60,6
1261,2000398,1,4,4,4,4,4,1,4,999,999,999,1,3,1,5,NA,4,NA,12,NA,45,5
3363,3001086,1,3,2,5,5,1,1,3,8,999,999,1,2,1,1,NA,12,NA,12,NA,60,4
585,3002612,2,2,2,20,2,1,0.5,10,10,20,20,2,0.25,0.25,5,NA,4,NA,4,NA,30,7
271,2000415,1,6,8,8,3,1,2,8,999,999,999,2,2,2,1,NA,12,NA,6,NA,30,5
3146,3001193,1,2,2,3,3,1,1,2,999,999,999,1,1,4,1,NA,12,NA,2,NA,50,7
155,2000595,0.6,0.7,0.5,3,0.5,0.5,0.4,0.6,9,999,999,0.7,3,0.5,1,NA,12,NA,12,NA,20,4
2975,3002457,1,2,1,3,2,0.5,2,2,16,5,20,2,2,2,1,NA,7,NA,7,NA,20,6
149,3000162,0.6,3,0.7,6,0.5,0.3,0.6,2,9,999,0.6,0.5,0.2,0.5,2,NA,12,NA,12,NA,30,7
3590,3001338,1,15,1,999,15,0.5,1,5,5,999,999,0.1,0.5,0.5,5,NA,8,NA,10,NA,3,7
312,3000982,1,3,3,6,4,0.5,1,3,999,4,999,1,1,0.5,5,NA,8,NA,12,NA,40,5
147,2000458,1,1,1,6,6,0.9,1,6,999,3,999,1,1,2,1,NA,9,NA,9,NA,10,4
1263,2000226,1,4,4,4,4,1.5,1.5,1,999,999,999,1.5,3,1,5,NA,4,NA,12,NA,50,7
3367,2000608,2,6,3,6,6,1,0.5,3,12,999,999,1,1,1,1,NA,12,NA,12,NA,30,4
1319,2000174,1,5,5,5,5,2,1,2,999,999,999,2,3,2,2,NA,4,NA,12,NA,35,7
1826,2000312,0.5,4,0.5,5,5,0.5,0.5,4,13,12,999,0.5,3,0.5,2,NA,4,NA,12,NA,20,4
2119,2000023,0.5,3,3,3,3,0.5,2,2,999,999,999,0.5,2,0.5,2,NA,4,NA,2,NA,10,1
1260,2000198,1,4,4,4,4,1,1,3,999,999,999,1,1,0.5,5,NA,4,NA,12,NA,10,2
670,3002363,3,3,5,20,4,0.5,0.5,10,10,20,20,3,0.5,0.5,5,NA,4,NA,12,NA,30,1
3361,2000113,2,5,1,5,5,1,0.5,2,12,12,999,1,1,0.5,2,NA,4,NA,12,NA,60,7
742,3002566,1,3,2,3,2,0.5,2,3,999,999,999,1,2,2,8,NA,8,NA,4,NA,15,4
316,3000992,1,3,4,15,4,1.5,1,4,999,4,999,1,2,1,5,NA,12,NA,8,NA,50,5
61,2000384,1,1,1.5,6.4,6.4,0.5,1,1,999,999,999,1,1,1,1,NA,3,NA,4,NA,10,4
1247,2000262,0.1,3,0.5,4,3.5,0.1,0.1,2,2,3,3,0.1,0.1,0.1,2,NA,4,NA,4,NA,45,7
152,2000650,3,0.5,0.5,4,0.5,0.5,0.5,2,999,999,999,0.5,0.5,3,1,NA,12,NA,6,NA,60,7
56,2000462,1,1.5,1,10,5,1,0.5,1,999,2,999,1,2,0.5,1,NA,4,NA,12,NA,30,6
449,3000565,1,3,0.5,3,3,0.5,1,1,4,4,999,1,0.5,1,1,NA,3,NA,3,NA,20,4
741,3002565,1,2,1.5,2,2,0.5,2,3,999,999,999,2,2,1,8,NA,8,NA,4,NA,10,1
2059,2000049,1,3,1,4,4,0.5,1,1,999,999,999,1,1,0.5,5,NA,4,NA,12,NA,30,6
235,2000601,0.5,4,0.5,4,4,0.25,0.5,0.5,1.5,5,5,0.5,0.5,0.15,1,NA,4,NA,7,NA,30,7
792,3002469,1,3,1,4,2.5,0.5,1,11,11,1,10,1,0.5,2,2,NA,4,NA,10,NA,10,4
3157,3001563,2,2,2,4,4,1,2,2,999,999,999,2,2,4,1,NA,12,NA,6,NA,50,7
1246,2000263,0.2,3,0.5,4,4,0.1,0.1,2,2,3,3,0.1,0.1,0.1,2,NA,4,NA,4,NA,10,7
2485,2000538,1,3,2,3,3,1,2,2,999,999,999,1,2,3,5,NA,12,NA,6,NA,70,5
1819,2000369,1,1,2,1,2,1,1,1,999,999,999,1,1,0.5,5,NA,12,NA,5,NA,50,5
2066,2000031,2,4,1,4,4,0.8,1,1,999,999,999,1,1,0.5,8,NA,2,NA,4,NA,30,4
1262,2000179,2,3,3,3,3,2,2,3,999,999,999,1,1,0.5,2,NA,4,NA,12,NA,10,1
47,2000389,1,1,3,8,8,1,3,3,999,999,999,2,3,1,1,NA,12,NA,6,NA,30,7
3352,3001082,2,2,2,999,3,0.3,1,15,15,11,11,1,1,1,2,NA,10,NA,10,NA,60,7
275,2000413,2,9,9,9,9,4,2,2,999,999,999,4,2,2,1,NA,12,NA,6,NA,20,7
574,3002492,7,2,2,2,2,0.5,0.5,7,999,999,999,2,2,1,5,Uncovered pit latrine from they neighbor / shared,4,NA,9,NA,10,2
291,3001006,1,3,1,3,3,1,1,3,3,999,999,1,1,0.8,1,NA,12,NA,12,NA,10,3
3489,3002459,0.5,2,0.5,2,2,0.5,1,2,999,999,999,1,1,1,2,NA,4,NA,12,NA,25,2
1265,2000221,0.5,5,5,5,5,2,2,2,999,999,999,2,2,2,5,NA,4,NA,12,NA,60,7
749,3002427,1,4,1,4,4,0.2,1,4,999,999,999,1,1,1,1,NA,4,NA,12,NA,20,4
427,3001548,0.25,5,0.5,20,20,0.25,0.5,4,4,6,5,0.5,0.25,0.5,1,NA,12,NA,12,NA,30,8
2674,2000540,4,4,4,12,4,3,0.5,3,14,6,999,2,4,0.5,1,NA,12,NA,12,NA,30,3
3364,3001081,2,3,2,4,4,1,0.5,2,6,999,999,3,2,1,1,NA,12,NA,2,NA,60,4
3410,3001189,0.5,1,0.5,3,10,1,0.5,5,999,999,999,0.5,0.5,1,1,NA,8,NA,6,NA,15,7
