uhhidfs,uhhidp,c5_1,c5_2,c5_3,c5_4,c5_5,c5_6,c5_7,c5_8,c5_9,c5_10,c5_11,c5_12,c5_14,c5_15,c5_16,c6_1,c6_2,c6_3,c6_4,c6_5,c6_6,c6_7,c6_8,c6_9,c6_10,c6_11,c6_12,c6_13,c6_14,c6_15,c6_16,c6_17,c6_18,c7,c8,c8b
4064,3001158,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,3,0.4,0.4,1
2396,1000071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0.5,0.5,1
2265,1001361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,3,0.2,0,1
1052,1000769,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,0.125,0.0125,1
1000,1000679,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,4,2,2,2,3,0.75,0.25,2
3916,3000448,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4,0.25,0.25,1
3161,1003002,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,1,2,2,5,0.625,1
2413,1002934,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,3,2,2,1
3430,1000118,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,3,10,1,1,1
1128,1000514,7,1,0,3,1,3,2,0,0,0,0,1,5,0,0,5,1,0,0,0,2,1,0,0,0,1,1,3,5,5,5,5,7,1,1,5
2461,1000681,3,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,6,9,9,4,3,0.5,0.5,1
3893,1001093,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,3,2,4,2,1
2257,1002830,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,4,1,2,2,3,4.5,4.25,1
3475,1002721,5,2,0,0,0,3,1,0,0,0,0,0,1,4,0,0,1,0,0,1,1,1,0,0,0,0,0,1,6,2,0,2,5,5,3,1
3142,1002863,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,2,3,3,1
2387,1002090,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,1
2457,1001786,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,2,1.5,1,1
2359,1001767,5,1,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,1,1,2,2,0.5,0.5,1
2283,1000338,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.25,0.175,1
2273,1001384,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,2,3,0.325,0.25,1
3866,3000954,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2,0.1,0,1
3416,1002856,3,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,2,2,2,2,1,0,2
3477,1002846,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,1,4,1,1
2399,1000184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,1,1,1
3874,3000399,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,4,1,0,1,4,0.1,0,1
2247,1002973,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,7,2,2,7,6,1.5,0.25,1
2254,1002801,4,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0,2,0,0,0,1,1,0,0,0,0,0,4,8,3,4,4,4,3,2.5,1
1005,1000780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,6,0.25,0.125,1
1086,1000120,2,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,5,3,0,0,1
1141,1001091,4,1,0,0,0,3,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,1,1,1
3264,1002005,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,1,4,3,1
2409,1002719,3,2,0,0,0,1,1,0,0,0,0,1,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,5,1,1,3,1,3,2,1
3894,3000454,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0.5,0.5,1
2455,1002302,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0.5,1
3285,1002322,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,10,2,1
1197,1000767,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,3,2,2,1
1939,1000506,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,3,2,3,3,0.5,0.5,1
1091,1000596,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,2,0.3,0,3
1033,1001448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0.625,1
3287,1002324,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,2,1.5,2
3896,3001148,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,5,7,4,4,5,0.5,0.5,7
3853,3000773,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0.1,0.09,2
1113,1001966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0.45,0.25,1
3855,3000423,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0.125,0,1
2311,1002461,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,3,4,2,1,1
2278,1001416,3,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,5,3.325,1
2852,1002911,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,4,3,1.5,1.4,2
2845,1002333,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2,2,2,2,2
3266,1002975,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0,1,2,1,12,5,1
3268,1003016,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,3,6,3,1
4063,1002164,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,2,1
2268,1000257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,0,0,1
3482,1001092,2,1,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,3,3,3,1
1130,1000098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2865,1002109,3,1,0,0,0,2,1,0,0,0,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,4,2,2,2,3,5,2,1
2310,1002462,4,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,1,3,4,4,1
3288,1002323,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,5,1.5,2
1815,1002300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1
3435,1002417,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,2,2,1
1039,1000483,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,4,1,0.75,1
3838,3000970,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.1,0.1,1
2289,1001785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,1
2454,1002301,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,4,4,1
2819,1001982,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,0,1,1,4,2,2,1
3433,1001293,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6,4,4,3,4,1.5,1.5,9
3909,3000415,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
1205,1001533,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,2,2,1,1,1
1080,1001144,15,2,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2,4,4,8,10,8,15,10,1
3507,1001983,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,1,0,0,0,1,0,2,4,1,2,2,4,4,3,1
2398,1000208,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,3,2,1,1,1
3422,1001425,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,6,4,5,0,2,0.02,0.02,1
4058,1001278,2,1,0,0,0,0,2,0,0,0,0,0,4,0,0,3,2,0,0,0,1,0,0,0,0,1,0,4,9,1,3,5,6,4,4,1
1058,1000229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.06,0,1
2350,1002939,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,3,10,2,3,2,4,4,2,1
998,1001978,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,3,2,1.75,1
3470,1002848,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,2,3,3,2,7,6.5,1
2316,1002714,4,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,1,1,0,0,0,0,0,1,3,2,1,5,2,8,2,1
2314,1002681,4,2,0,0,0,2,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,2,4,2,1,2,2,10,4,1
3912,3001423,2,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,3,6,0.5,0.5,1
1138,1000055,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,1,1,1
1721,1001902,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,4,2,2,2,3,0.125,0.125,2
4066,3001446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0.02,0.02,1
3911,3001422,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,0.25,1
1811,1000881,4,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,3,3,2,1
2330,1000682,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,0.2,0,1
2248,1002974,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,2,0,2,0.75,0.5,2
3890,3000922,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.5,0.5,1
3473,1000057,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,3,5,0.3,0.1,2
2352,1001769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,3,1,1,1
2333,1002634,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,1
2353,1002249,6,1,0,0,0,0,1,0,0,0,0,0,3,0,0,7,3,0,0,0,3,2,0,0,0,1,0,2,12,7,8,7,4,4,2.4,1
2358,1002304,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,3,2,2,2,2,3,2.4,1
2236,1001225,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,4,0,4,1.5,1.25,10
3505,1002968,3,1,0,1,0,1,0,0,0,0,0,1,2,0,0,1,1,0,0,0,1,1,0,0,0,1,0,2,4,2,3,3,3,12,5,1
3508,1002705,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1.8,1.5,1
1142,1000563,2,2,0,1,0,3,0,0,0,0,0,0,2,2,0,2,1,0,0,0,1,0,0,0,0,1,1,1,6,4,4,4,10,0,0,1
2320,1001497,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,2,5,0.35,1
2255,1002799,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,4,2,3,3,2.75,1
1096,1000747,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,3,1,2,2,6,0.5,0.1,1
2476,1002750,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,2,5,4,2,1.5,2
3899,3000964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.5,0.5,1
3478,1002733,2,1,0,0,0,2,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,0,2,5,1,1
1733,1001284,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.125,0.125,1
2449,1001408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,2,2,1,3,0.03,0.03,1
2442,1001835,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,2,2,1
1816,1001494,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,5,0.5,0.5,1
3471,1002743,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,10,2,3,10,3,5,5,1
1001,1000677,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,5,6,2,3,4,0.25,0.125,1
1037,1000485,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,2,2,2,0.325,0.325,1
1135,1000853,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,2,1,2,4,1,1,1
1153,1000487,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,10,1,1,1
1647,1001483,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0,1
2435,1001802,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,4,3,2,1
3456,1001464,5,2,0,0,0,1,0,0,0,0,0,0,4,4,0,3,2,0,0,0,0,1,0,0,0,1,0,1,3,3,3,5,7,5,3,1
3868,3000955,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.1,0,1
2838,1002167,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,1.325,1
3452,1000547,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,2,4,3,0.5,0.5,1
3450,1002328,3,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6,0,1,2,5,8,4,1
1048,1001537,3,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,2,3,0.5,0.125,1
1139,1000476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0.5,0.45,1
1152,1001536,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,2,1,3,1,1,1
3858,3000461,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,2,0.5,0.5,1
2253,1002802,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,3,0.7,0.5,1
3441,1001426,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,1
2408,1002717,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,1,1,3,3,1
3437,1002414,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1
3910,3000416,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,2,0,0,1
1057,1000329,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,2,4,0.125,0.06,1
3445,1001421,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4,1,0,0,0,1,0,0,0,2,1,0,2,5,2,3,4,10,3,3,1
1127,1000515,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,8,0,1,0,0,0,0,0,0,1,3,2,3,2,3,1,1,1
3429,1000839,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2471,1001948,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,4,1,1,2,2,2,2,1
2397,1000183,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,1,1,1
1644,1000829,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0.2,0,1
3845,3001163,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1
3849,3000785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.75,0.5,1
3418,1000688,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,0.3,0.2,1
3876,1000566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,3,0.5,0.5,1
2277,1001271,3,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,3,0,0,1,0,0,2,10,1,2,4,2,5,3,1
3286,1002325,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.75,0.5,1
3413,1000828,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,2,3,1,1,1,2,0.3,0,1
3414,1002857,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,5,5,5,5,4,1
2850,1002224,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,3,3,1
3438,1002514,3,1,0,0,0,0,1,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,6,4,10,10,1
2318,1002715,2,1,0,0,0,1,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,4,2,1
2284,1002263,4,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,3,3,3,5,0.275,1
4072,3002068,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0.25,0.02,1
3439,1002515,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,2,2,1.5,1.5,1
3509,1002809,5,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,1,0,0,0,0,0,2,5,4,3,5,3,8,4,3
2292,1002250,4,0,1,3,1,1,1,0,0,0,0,1,1,0,0,2,1,0,0,0,1,3,0,0,0,0,0,3,3,3,3,3,5,2.5,1.875,1
2436,1001831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,8,1.5,1
2264,1001362,2,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,4,1,2,6,4,2,1.9,1
1125,1001405,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,3,2,4,3,1,1,2
1147,1001277,9,2,2,0,0,4,1,0,0,0,0,0,4,0,2,1,0,0,0,0,1,1,0,0,0,1,0,5,5,4,4,9,3,6,6,1
3869,3000925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0.27,0.2,2
1619,1001399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,6,0,0,1
1941,1002312,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,1,2,0.75,0.25,1
1133,1000785,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,4,0.5,0.5,1
3854,3000786,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1
1812,1000880,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,1,2,0.5,0.5,1
1204,1001531,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0.25,0.25,1
3512,1002808,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,2,2,1
3881,1002117,4,1,0,0,0,2,2,0,0,0,0,0,2,0,0,1,1,0,0,0,1,2,0,0,0,1,0,2,6,1,1,4,4,20,5,1
3880,3001445,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.5,0.5,1
3417,1002855,5,1,0,1,1,1,1,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,3,5,3,4,1,0.5,1
3431,1001343,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,1,1,1,2
2483,1002741,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,4,2,1
1121,1001148,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,1,1,2,2,1,1
2385,1002088,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,1,4,2,1
1728,1001478,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,4,4,2,2,1,1,1
1199,1001635,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,1,1,1
