uhhidfs,uhhidp,c5_1,c5_2,c5_3,c5_4,c5_5,c5_6,c5_7,c5_8,c5_9,c5_10,c5_11,c5_12,c5_14,c5_15,c5_16,c6_1,c6_2,c6_3,c6_4,c6_5,c6_6,c6_7,c6_8,c6_9,c6_10,c6_11,c6_12,c6_13,c6_14,c6_15,c6_16,c6_17,c6_18,c7,c8,c8b
576,1002354,5,1,1,0,0,0,1,0,0,0,0,1,3,1,0,2,2,0,1,1,2,3,0,0,0,1,0,2,5,1,4,3,5,2.5,2.5,1
2043,1001180,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,1,3,1,4,0.25,0.25,1
577,1002661,4,1,0,0,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,1,0,0,0,0,0,1,6,1,4,2,5,3.5,3.5,1
471,1002487,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,3,0.5,0.5,1
2497,1001620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,4,2,0.5,0.3,1
87,1002237,8,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,3,2,2,4,4,2.5,2.5,1
2463,1001328,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,3,3,0.09,0.09,1
2465,1002083,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,2,0.05,0.05,1
3280,1001883,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,3,1,0,3,2,1.5,1.25,1
1159,1002059,10,1,2,0,1,1,0,0,0,0,0,0,3,2,0,2,1,0,0,0,1,1,0,0,0,1,0,1,4,1,2,4,6,8.5,8,1
200,1002407,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,2,0,0,0,0,0,2,4,1,2,2,4,2,2,1
1365,1000143,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0.25,0.25,1
2500,1001181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,4,1,0.7,1
2498,1001196,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,4,3,5,2,1.5,1
1469,1000151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,10,8,10,20,15,0.5,0,2
1331,1000150,3,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,1,0,0,0,0,0,0,2,3,4,4,5,5,0.6,0.5,1
2513,1001622,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,3,3,6,10,0.125,0.0625,1
3397,1000426,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,4,1,1,1
709,1002611,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,0.5,1
3927,1000425,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,7,2,1,0.5,1
987,1000302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3,0,5,0.25,0.25,1
2046,1000175,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0.25,0.1875,1
3391,1000170,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,2,4,2,1.75,1
417,1002590,5,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,2,2.5,2,1
3513,1000362,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3,1,7,2,2,1
2502,1001182,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,4,3,0,6,1.2,1,1
1160,1002058,6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,1,1,0,0,0,0,0,1,5,1,2,2,2,2.5,2,1
3392,1001765,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,2,2,4,1,1,1
2031,1001872,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,3,3,3,4,7,0.5,0.5,2
2042,1000295,3,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,6,4,7,0.5,0.25,1
81,1001924,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,2,2.5,1.5,1
3926,1002022,3,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,1,0,1,0,1,2,0,0,0,1,0,3,6,5,4,6,8,1.25,1,1
1681,1000790,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,2,0.25,0.125,1
3398,1002604,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,2,2.7,2.5,1
261,1002664,8,1,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,7,6,2.5,2.5,1
1472,1000313,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,4,0.5,0.2,2
1073,1002593,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,2,0.5,0.5,1
3283,1001654,5,1,0,0,0,0,0,0,0,0,0,0,7,2,0,4,0,0,0,0,0,1,0,0,0,0,0,1,3,4,6,3,8,0.5,0,1
2354,1002014,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,6,0.25,0.245,1
3395,1000231,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,2,3,2,5,6,2.125,2.125,1
1103,1001374,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,8,2,6,7,20,1,1,2
2493,1001179,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,5,0.5,0.5,1
710,1002284,6,1,0,0,0,0,0,0,0,0,0,0,6,3,0,1,2,0,0,0,1,0,0,0,0,0,0,3,8,1,4,6,5,5.5,5.5,1
3925,1000355,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,4,2,4,3,5,0.25,0.25,1
2793,1002262,2,0,0,0,0,0,1,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,2,0.25,0.125,2
88,1002279,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,2,4,3,3,2
2038,1000370,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,2,2,4,2,0.5,0.25,1
1063,1001376,2,1,0,0,0,0,0,0,0,0,0,0,3,2,0,2,1,0,1,0,1,2,0,0,0,2,0,3,4,2,2,1,6,0.5,0.5,1
595,1002669,5,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,1,0,0,0,1,0,3,3,1,1,3,4,5,5,1
1327,1000542,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,2,2,1,1,0,3,0.5,0.5,1
3518,1000141,3,1,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,0,0,0,0,1,0,0,0,1,0,1,5,1,5,5,9,0.25,0,1
320,1002297,15,5,2,0,0,1,0,0,0,0,0,1,6,3,0,3,0,0,0,1,0,2,0,0,0,1,0,11,15,4,6,10,7,17.5,15.5,1
594,1002676,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,3,0,0,1
3923,1000174,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,2,2,2,8,1,0.75,1
3282,1002018,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,2,4,0.5,0.375,1
2495,1001616,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.5,0.3,1
1686,1000781,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,1,0,1,3,1,1,1,2,1,0.875,1
3516,1000358,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,2,3,1,3,0.5,0.125,1
3272,1000323,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0.75,0.75,1
296,1002287,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,8,1,2,0,4,0.5,0.5,1
946,4000946,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1
947,4000947,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,1,1
523,4000523,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.25,1
546,4000546,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.025,0.025,1
119,4000119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0.31,0.06,1
1837,4001837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0.25,0.25,1
940,4000940,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,4,1,1,3,2,0.5,0.35,1
535,4000535,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,0.5,1
534,4000534,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1
960,4000960,4,2,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,2,1,1,1
1651,4001651,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,1
714,4000714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1
120,4000120,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.25,0.06,1
924,4000924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0.25,0.25,1
1662,4001662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0.5,0.5,1
532,4000532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,0,2,2,0.61,0,1
124,4000124,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0.25,0.25,1
1181,4001181,1,0,0,0,0,0,1,1,0,8,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,5,2,1.11,0.5,1
514,4000514,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,3,3,0.25,0.25,1
133,4000133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.002,0.002,1
543,4000543,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0.025,0.025,1
717,4000717,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,1,2,1,2
2725,4002725,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1
965,4000965,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,3,2,1
952,4000952,5,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,4,1,2,5,3,0.25,0.25,1
1661,4001661,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,0.025,0,1
1832,4001832,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0.25,0.25,1
2714,4002714,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0.025,0.025,1
518,4000518,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0.25,0.25,1
2130,4002130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.25,2
1658,4001658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0.5,0.5,1
134,4000134,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0.002,0.002,2
2726,4002726,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,1,7,4,1
1186,4001186,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.025,0,1
1304,4001304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,9,1,2,0,2,0.75,0.75,1
1836,4001836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,1
528,4000528,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,1.6,1,1
721,4000721,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,1,3,0,0,0,0,0,1,2,4,3,4,4,1.35,0.75,2
516,4000516,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,0.25,0.25,1
519,4000519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,1,0,2,1,0.25,0.25,1
1305,4001305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0,1
521,4000521,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0.25,0.25,1
1663,4001663,2,1,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,3,3,3,2,0.97,0.75,1
713,4000713,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0.5,0.5,1
716,4000716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.5,0.5,1
950,4000950,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,5,0.5,0.35,1
2129,4002129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.25,1
549,4000549,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,0.5,1
547,4000547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0.5,0.5,1
2729,4002729,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0.5,0.5,1
2728,4002728,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.25,0.25,1
135,4000135,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,20,1,1
539,4000539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,0.025,0.025,1
725,4000725,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.6,0.6,1
1652,4001652,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1
958,4000958,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,2,2,1,1
529,4000529,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0.725,0.305,1
2712,4002712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0.025,0.025,1
2735,4002735,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,2,1,0.25,0.25,1
962,4000962,4,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,3,3,4,4,4,1
530,4000530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3,1,2,2,2,0.56,0.5,1
728,4000728,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,0.5,1
520,4000520,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0.25,1
2722,4002722,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,0.5,1
941,4000941,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,0.25,0.25,1
542,4000542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0.025,0.025,1
1178,4001178,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0.86,0.25,1
2730,4002730,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1
2721,4002721,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0.5,0.5,1
929,4000929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0.25,0.25,1
726,4000726,2,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,2,4,1,2,1,2,1,1,2
1660,4001660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0.5,1
540,4000540,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0.025,0.025,1
1382,4001382,10,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,2,2,0,0,0,1,0,1,2,2,3,5,4,100,4,1
961,4000961,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,1,0,0,0,0,0,1,3,1,2,1,2,3,2,1
130,4000130,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,0.75,1
733,4000733,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1
722,4000722,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1
1664,4001664,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.47,0.25,1
533,4000533,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,1,2
2717,4002717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.025,0.02,1
122,4000122,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,1,0,0,0,0,0,0,1,4,1,0,1,2,0.625,0.37,1
730,4000730,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0.5,0.5,1
1667,4001667,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,3,0.97,0.75,2
1190,4001190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.025,0.025,1
735,4000735,7,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,3,3,2,1,1,1
930,4000930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,1,0.25,0.25,1
951,4000951,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,0,2,0.5,0.5,1
1654,4001654,2,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,2,2,3,3,3,2,1
1834,4001834,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3.5,2,1
1833,4001833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.25,0.25,1
926,4000926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0.25,0.25,1
948,4000948,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,1,1
127,4000127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.25,0.25,2
727,4000727,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,2
959,4000959,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1
723,4000723,4,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,5,6,4,4,1,1.6,0.75,1
541,4000541,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0.025,0.025,1
939,4000939,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.24,0.2,1
129,4000129,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,0.2,0.2,1
1831,4001831,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,0.25,0.25,1
3228,4003228,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,2,12,3,3,4,2,6,3,1
1177,4001177,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1.36,0.75,1
954,4000954,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2,0.25,0.25,1
128,4000128,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.5,0.25,1
729,4000729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,25,0.025,2
531,4000531,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,2,4,2,0.67,0.51,1
944,4000944,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0.25,0.25,1
1650,4001650,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,2,3,5,8,3,1
