uhhidfs,uhhidp,g2_1,g2_2,g2_3,g2_4,g2_5,g2_6,g2_7,g2_8,g2_9,g2_10,g2_11,g2_12,g2_13,g2_14,g2_15,g2_16,g2_17,g2_18
1036,1000846,2,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
1037,1000485,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1038,1000484,2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0
1039,1000483,1,0,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
1040,1001095,2,1,0,2,0,7,0,0,0,0,0,7,0,2,0,0,0,0
1041,1001980,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
1042,1001402,2,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0
1043,1001488,3,2,1,0,0,0,0,7,0,0,0,7,0,0,0,0,1,0
1044,1000048,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,1001447,2,0,0,0,0,0,0,2,2,2,0,5,0,0,0,0,0,0
1046,1001451,7,4,5,0,0,7,4,7,7,7,2,7,3,0,0,0,0,0
1047,1001452,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1048,1001537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,1001538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,1001540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,1001427,6,6,0,0,0,0,0,0,0,7,3,3,0,0,3,0,0,0
1052,1000769,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1053,1000331,1,0,1,1,1,1,1,3,1,0,1,1,0,0,0,0,0,0
1054,1000773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,1000771,7,0,0,0,0,0,2,7,7,7,3,7,2,0,0,0,0,0
1056,1000774,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,1000329,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,1000229,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,1000260,3,0,0,0,0,2,2,3,3,0,1,3,0,0,0,0,0,0
1060,1000259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,1000180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,1001526,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,1001376,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
1064,1000064,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1065,1000066,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,1001446,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1067,1001544,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,1000559,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,1000558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,1001101,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,1001102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,1002592,4,2,0,0,0,0,0,2,0,0,1,2,1,0,0,0,1,0
1073,1002593,3,3,2,0,0,0,0,2,1,0,1,2,1,0,0,0,1,0
1074,1002596,3,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
1075,1002595,3,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0
1076,1002594,3,2,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0
1077,1001436,3,0,0,0,0,0,0,5,4,0,0,5,0,0,0,0,0,0
1078,1001608,3,0,0,0,0,0,1,4,2,0,0,5,0,0,0,0,0,0
1079,1001248,3,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0
1080,1001144,7,0,0,2,0,7,0,7,3,0,0,7,0,0,0,0,0,0
1081,1000056,7,1,2,7,0,7,0,7,7,0,0,7,2,0,0,0,0,0
1082,1000114,7,1,0,7,0,7,0,7,2,0,0,4,0,0,0,0,0,0
1083,1000568,7,2,0,2,0,7,0,7,7,0,0,2,0,0,0,0,0,0
1084,1000696,7,2,2,7,1,7,0,7,7,0,0,7,2,0,0,0,1,0
1085,1000569,7,2,5,7,2,7,0,7,7,0,0,7,2,0,0,0,0,0
1086,1000120,7,2,2,7,0,0,0,7,7,0,0,7,3,0,0,0,2,1
1087,1000122,7,3,5,7,0,0,0,7,7,0,0,7,5,0,0,0,2,3
1088,1000102,7,2,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0
1089,1001411,7,2,5,7,1,0,0,7,7,0,1,7,2,0,0,2,1,2
1090,1001410,7,2,5,7,2,0,0,7,0,0,2,7,2,0,0,0,0,1
1091,1000596,7,2,4,7,0,0,0,7,2,0,0,7,1,0,0,0,0,1
1092,1000597,7,2,1,7,0,7,0,7,7,0,0,7,0,0,7,0,0,1
1093,1000643,7,2,1,7,0,7,0,7,7,0,0,7,1,0,0,0,0,1
1094,1000642,7,1,1,7,0,0,0,7,7,0,0,7,0,0,0,0,0,1
1095,1000644,7,2,2,7,0,7,0,7,7,0,0,7,1,0,0,0,0,0
1096,1000747,7,0,1,7,0,0,0,7,7,0,0,7,0,0,0,0,0,0
1097,1002665,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1098,1002666,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,1002638,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,1002636,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,1002581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,1001499,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1103,1001374,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1104,1001758,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1105,1000093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,1000094,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1107,1000096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1108,1000095,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,1000113,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,1000123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,1000112,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,1000111,7,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
1113,1001966,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,1002123,7,0,0,0,0,3,0,7,3,0,0,0,0,3,5,0,0,0
1115,1002124,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1116,1002126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,1001441,7,0,0,1,0,0,0,7,0,0,0,0,0,7,0,0,0,0
1118,1000328,7,0,0,0,0,0,0,7,7,0,0,7,0,0,0,0,0,0
1119,1000707,7,0,2,0,0,0,0,7,7,0,0,7,0,0,0,2,0,0
1120,1001145,2,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0
1121,1001148,3,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,2
1122,1001146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1123,1001147,2,1,1,0,1,2,0,1,2,2,1,2,2,1,2,0,0,1
1124,1001403,1,0,1,1,0,0,0,2,2,1,0,1,0,0,0,0,0,1
1125,1001405,2,1,3,3,1,0,0,2,2,1,0,0,0,0,0,0,0,0
1126,1000516,1,2,2,0,1,1,1,1,1,1,1,2,2,1,2,1,0,1
1127,1000515,1,2,1,0,2,1,2,1,1,2,0,1,0,0,0,0,0,0
1128,1000514,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
1129,1001549,1,3,5,0,0,0,2,1,5,1,2,1,2,1,1,0,0,1
1130,1000098,1,1,2,1,0,1,1,2,2,1,1,1,1,0,0,0,0,1
1131,1000097,1,1,2,0,0,0,0,1,0,0,1,1,2,1,1,2,0,0
1132,1000784,2,0,0,1,0,2,0,1,0,0,1,1,1,0,0,0,7,2
1133,1000785,1,1,2,0,1,1,1,1,2,1,1,1,2,1,1,1,1,1
1134,1000854,1,2,3,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1
1135,1000853,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,0,0,2
1136,1000417,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1
1137,1001160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,1000055,7,4,3,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0
1139,1000476,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,1000478,7,7,6,5,2,0,2,7,2,0,0,0,3,0,0,0,3,0
1141,1001091,2,0,1,2,0,3,0,7,0,0,0,5,0,0,0,0,0,0
1142,1000563,1,0,2,0,0,3,0,1,2,0,0,3,0,0,0,0,0,0
1143,1000549,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
1144,1001532,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
1145,1001535,0,0,1,0,1,3,0,2,0,0,0,3,0,0,0,0,0,0
1146,1000473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,1001277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,1001279,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,1000499,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,1001550,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,1000496,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,1001536,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,1000487,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,1000486,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,1000479,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,1000481,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,1000106,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,1000105,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,1002059,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0
1160,1002058,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
1161,1001893,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1162,1002347,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1163,1002412,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1
1164,1002630,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1165,1002620,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
1166,1000763,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,1000755,2,0,0,3,2,4,0,7,3,0,0,2,0,0,0,0,0,0
1168,1000754,2,0,0,3,2,2,0,7,2,0,0,2,0,0,0,0,0,0
1169,1000764,4,1,0,2,0,2,0,7,0,0,0,2,0,0,0,0,0,0
1170,1000799,4,0,0,3,3,0,0,7,3,0,0,4,0,0,0,0,0,0
1171,1000718,2,0,0,3,3,0,0,5,0,0,0,1,0,0,0,0,0,0
1172,1001969,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1173,1001525,7,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0
1174,3002423,2,1,1,2,0,1,0,7,0,0,0,0,0,0,0,0,0,0
1175,3001201,2,3,0,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0
1176,3001205,7,5,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1177,4001177,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,4001178,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,4001179,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,4001180,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,4001181,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,4001182,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
1183,4001183,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,4001184,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,4001185,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,2
1186,4001186,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1187,4001187,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,3
1188,4001188,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,4001189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1190,4001190,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3
1191,4001191,0,3,1,1,0,7,0,0,0,0,0,1,0,0,0,0,0,2
1192,2000255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,3001099,2,3,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1194,3001203,3,2,1,3,4,0,0,7,0,0,2,0,0,0,0,0,0,0
1195,1001394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,1001393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,1000767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,1001637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,1001635,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,1001639,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,1001638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,1000564,2,0,0,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0
1203,1000565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,1001531,1,0,0,0,1,0,0,3,0,0,0,5,0,0,0,0,0,0
1205,1001533,0,0,0,0,1,2,0,2,0,0,0,3,0,0,0,0,3,0
1206,1000471,1,0,0,0,0,2,0,3,0,0,0,7,2,0,0,0,1,0
1207,1001449,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0
1208,2000175,1,1,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0
1209,2000252,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,2000254,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,2000200,1,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1212,2000394,1,0,1,2,1,1,0,1,0,0,2,0,0,0,0,0,0,0
1213,2000199,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,2000223,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,3002342,3,1,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0
1216,3002340,2,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
1217,3001200,3,0,0,0,0,0,0,4,2,0,1,3,0,0,0,0,0,0
1218,3001202,3,1,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0
1219,2000001,1,2,0,0,0,1,0,1,0,3,2,4,0,1,0,1,0,0
1220,3001100,2,0,0,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0
1221,3001101,0,0,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0
1222,3000804,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,3000813,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,1001010,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1225,1001052,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1226,1001038,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1227,1001053,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1228,1000929,2,0,1,0,0,0,0,0,0,0,0,7,3,0,0,0,2,0
1229,2000582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,2000581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,2000578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,2000580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,2000579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,2000575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,2000576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,2000151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,2000665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,2000664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,2000666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,2000154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,2000663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,2000662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,2000152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,2000270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,2000260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,2000263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,2000262,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1248,2000261,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1249,3002336,7,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0
1250,3002335,7,1,2,0,0,0,0,0,3,0,0,5,2,0,0,0,0,0
1251,3002334,7,2,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0
1252,2000186,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,2000183,2,0,1,2,1,0,0,2,2,1,1,1,2,0,0,1,0,2
1254,2000184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,2000230,2,1,2,0,0,2,1,1,2,2,1,5,2,1,2,0,1,2
1256,2000232,0,2,1,0,0,0,0,3,4,1,2,1,1,1,0,0,1,0
1257,2000229,1,1,0,1,1,2,0,5,3,2,2,1,1,1,1,0,2,2
1258,2000187,1,2,1,1,0,2,0,3,2,1,2,4,0,0,0,0,1,1
1259,2000185,3,1,0,2,1,1,1,4,1,1,2,1,2,1,1,1,1,1
1260,2000198,7,3,1,3,0,0,0,5,0,0,0,5,0,0,0,0,0,0
1261,2000398,6,3,1,1,0,0,0,5,3,0,0,0,0,0,0,0,0,0
1262,2000179,5,0,1,3,0,0,0,5,0,0,2,4,0,0,0,0,0,0
1263,2000226,6,3,1,0,0,0,0,5,0,0,1,4,1,0,0,0,0,0
1264,2000178,6,4,1,0,0,0,0,5,1,0,1,5,0,0,0,0,0,0
1265,2000221,5,3,1,3,1,0,0,5,0,0,2,3,0,0,0,0,0,0
1266,2000181,7,4,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0
1267,2000495,7,7,2,2,3,3,0,2,3,0,1,1,2,0,0,0,0,3
1268,2000298,7,7,5,0,5,5,1,7,0,3,3,7,0,0,0,0,0,5
1269,2000496,7,1,3,1,2,3,0,7,0,0,5,0,3,0,0,0,0,0
1270,2000299,7,5,2,0,7,3,2,7,7,0,0,7,0,0,0,0,0,0
1271,2000297,7,1,4,0,3,3,0,7,3,1,2,7,0,0,0,0,0,0
1272,2000374,4,2,3,0,3,7,0,7,2,0,3,3,3,2,0,0,0,0
1273,2000296,7,3,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0
1274,1001109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,1000451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,1001110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,1000450,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1278,1000449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,1000905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,1001305,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1281,1000906,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1282,1001306,3,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0
1283,1001307,5,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0
1284,1000904,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,1002481,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,1002479,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,1002188,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,1002189,5,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0
1289,1002186,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,1002185,5,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0
1291,1000982,3,0,0,0,0,0,0,3,2,2,0,0,1,0,0,0,1,0
1292,1000894,1,2,3,0,1,0,0,1,0,0,0,0,3,0,0,2,1,1
1293,1000980,2,1,2,1,2,0,0,1,0,0,0,0,2,1,0,3,1,2
1294,1000892,2,1,1,1,3,0,0,4,0,2,0,0,1,2,1,2,1,1
1295,1000891,3,1,2,0,1,1,0,1,0,2,0,0,2,0,0,0,0,0
1296,1002148,3,1,1,0,1,0,0,1,0,0,0,0,2,0,0,2,2,1
1297,1002145,1,3,1,0,2,0,0,2,0,0,0,0,3,1,0,2,1,1
1298,1002426,1,1,2,1,1,0,0,1,0,2,0,0,3,1,0,3,2,1
1299,1002425,2,3,1,1,2,0,0,1,0,1,0,0,0,1,0,1,1,1
1300,1002429,1,2,2,1,1,0,0,1,0,0,0,0,3,0,0,2,1,2
1301,1002428,1,2,1,0,3,1,0,0,0,0,0,1,2,1,1,3,1,1
1302,4001302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,4001303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,4001304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,4001305,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,4001306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1307,4001307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,1000977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
1309,1002447,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,1002445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
1311,1002444,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,1002443,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,1002446,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1314,2000396,1,1,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0
1315,2000253,1,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0
1316,2000397,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
1317,2000019,1,2,0,1,1,0,0,1,2,1,2,0,0,1,1,0,0,3
1318,2000003,1,2,0,0,0,1,0,3,1,0,2,1,1,0,5,0,0,3
1319,2000174,6,3,1,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0
1320,2000395,5,2,1,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0
1321,2000227,6,1,0,0,0,0,1,4,0,0,0,4,0,0,0,0,0,0
1322,2000521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,2000034,3,2,3,1,0,0,0,7,0,0,0,2,0,0,0,0,0,2
1324,2000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,2000102,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,1000294,3,1,0,0,1,0,0,3,2,0,0,2,1,0,0,0,0,0
1327,1000542,3,0,0,0,1,0,0,3,2,0,1,2,1,0,0,0,2,0
1328,1000317,4,0,0,0,1,0,0,3,3,0,0,4,0,0,0,0,1,0
1329,1000716,4,0,0,0,0,1,0,3,4,0,0,3,0,0,0,0,1,0
1330,1000489,4,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0
1331,1000150,5,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,0
1332,1000354,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1333,2000002,2,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0
1334,2000004,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0
1335,3002651,7,0,0,3,0,0,0,7,7,0,0,7,2,0,0,0,0,0
1336,3002652,7,0,0,1,0,0,0,7,7,0,0,7,0,0,0,0,0,2
1337,3000282,7,1,0,0,0,0,0,7,7,0,0,7,0,0,0,0,0,2
1338,3002656,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,3002659,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1340,3002661,0,0,1,0,0,2,0,7,7,0,0,7,0,0,0,0,0,0
1341,1000215,7,0,0,1,0,0,0,7,7,0,0,7,0,0,0,0,0,0
1342,3002628,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,3002654,7,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0
1344,3002630,7,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0
1345,1002530,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0
1346,1002529,4,0,1,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0
1347,3002629,5,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1348,3000279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,3000270,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1350,3000255,7,0,1,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0
1351,3000254,7,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
1352,3000253,7,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1353,3000252,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,1001078,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1355,1001072,7,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0
1356,3002781,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1357,3002657,2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
1358,3002655,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
