uhhidfs,uhhidp,g2_1,g2_2,g2_3,g2_4,g2_5,g2_6,g2_7,g2_8,g2_9,g2_10,g2_11,g2_12,g2_13,g2_14,g2_15,g2_16,g2_17,g2_18
3075,2000679,7,3,3,3,3,3,0,7,0,2,3,7,0,0,0,0,0,0
3076,2000678,7,3,3,3,5,0,0,3,4,0,3,7,0,0,0,0,0,0
3077,2000677,7,2,3,3,3,3,0,7,3,3,1,7,0,0,3,1,0,0
3078,2000680,7,7,0,3,3,2,0,7,3,0,0,7,0,0,0,0,0,0
3079,2000681,7,3,0,3,3,0,0,7,0,0,0,7,0,0,0,0,0,0
3080,2000518,7,3,3,3,5,3,0,7,0,0,3,7,0,0,0,0,0,0
3081,2000471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082,2000511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3083,2000512,0,0,0,0,4,0,0,0,2,0,0,3,0,0,0,0,0,0
3084,2000703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3085,2000705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3086,2000422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3087,1002391,6,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0
3088,1002162,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
3089,1002359,2,1,3,0,1,1,1,1,2,1,1,1,1,2,0,0,1,1
3090,1001553,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0
3091,1002755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,1000686,2,1,0,0,0,0,1,2,2,1,0,1,0,0,0,0,2,0
3093,1002122,3,5,2,1,2,2,0,1,1,1,0,0,0,1,0,0,5,3
3094,1002131,6,1,1,1,2,2,0,6,0,0,1,5,1,1,2,0,0,0
3095,1002132,2,3,1,1,3,2,0,1,2,1,0,1,0,1,0,0,5,2
3096,1002120,1,3,2,2,2,3,0,2,2,2,0,1,0,2,0,0,5,3
3097,3001995,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,3001996,5,2,3,2,1,0,1,4,0,0,0,0,0,0,0,0,1,3
3099,3001997,7,2,2,1,0,0,0,4,0,0,0,0,0,0,0,0,3,5
3100,3001832,7,0,0,2,0,0,0,7,7,0,1,7,0,0,0,0,0,5
3101,3001978,7,0,1,0,0,0,0,7,5,0,1,7,0,0,0,0,0,4
3102,3001977,7,0,2,4,0,0,0,7,0,0,1,7,1,0,0,0,0,0
3103,3001979,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3104,3001974,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
3105,3001975,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
3106,3001862,7,0,0,0,2,0,0,7,0,0,0,1,0,0,0,0,0,3
3107,3001835,7,3,3,0,1,0,0,7,0,0,0,0,0,0,0,0,1,3
3108,3001922,7,0,2,1,0,0,1,7,1,0,0,7,1,0,0,0,4,2
3109,3001864,6,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
3110,3001746,5,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,2
3111,3001898,6,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0
3112,3001992,3,2,0,0,0,0,0,3,2,0,1,2,0,0,0,0,0,0
3113,3001993,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3114,3001880,4,4,0,1,3,1,0,6,1,0,1,6,1,2,0,0,1,2
3115,3001998,6,1,2,0,0,0,0,6,0,0,2,6,0,0,0,0,0,3
3116,3001885,4,2,2,2,1,0,0,4,0,0,0,3,1,1,0,0,0,3
3118,3000017,4,3,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
3119,3001955,5,3,3,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0
3121,3001934,3,3,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0
3122,3000525,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123,1002878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124,1002877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,1002240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,1002859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129,3002331,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3130,3001512,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,3001511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3132,3002512,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3133,3000999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,3001000,7,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
3135,3002515,0,7,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0
3136,3000993,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3137,2000610,7,1,2,7,0,0,2,7,1,0,0,3,0,0,0,0,0,0
3138,3001001,7,4,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
3139,1002860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140,1002861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,1002862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,1002863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143,3001564,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144,3001562,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3145,3002511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3146,3001193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,2000371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3148,3002022,7,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0
3149,3002019,7,0,0,0,2,0,0,7,0,0,4,7,0,0,0,0,0,0
3150,3002018,7,0,0,0,3,0,0,7,0,0,1,7,0,0,0,0,0,0
3151,3001328,7,0,0,0,0,0,0,7,0,0,2,7,0,0,0,0,0,0
3152,3001332,4,0,0,0,0,0,0,3,0,0,2,7,0,0,0,0,0,0
3153,3001333,3,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0
3154,3001331,7,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0
3155,1002135,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3156,1003007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3157,3001563,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3158,1002977,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
3159,1002978,2,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
3160,1003001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3161,1003002,2,0,0,0,0,7,0,2,0,0,0,2,0,0,0,0,0,0
3162,1001316,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3163,1001326,7,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
3164,3001323,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
3165,3001324,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
3166,3001325,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3167,3001234,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,3001322,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3169,3001236,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0
3170,3002138,4,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3171,3002139,7,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0
3172,3002140,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
3173,3002041,5,0,0,0,3,2,0,2,2,0,1,0,0,0,0,0,0,3
3174,3002040,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,3002688,7,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3
3176,3002687,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
3177,3002689,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
3178,3002696,7,0,4,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0
3179,3000575,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3180,3001182,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
3181,3000578,5,0,0,0,2,2,0,2,2,0,0,0,0,2,0,0,0,0
3182,3000580,7,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
3183,3000579,7,0,0,0,2,3,0,1,2,0,0,2,0,0,0,0,0,0
3184,3002826,7,0,2,0,2,2,0,1,1,0,0,0,0,3,0,0,0,0
3185,3002827,7,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3186,3002868,7,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,2
3187,3002719,5,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
3188,3001180,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0
3189,3001181,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
3190,3002668,4,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0
3191,3002047,3,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0
3192,3002225,4,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,1,0
3193,3000055,4,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,1,0
3194,3001239,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3195,3001240,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
3196,3001242,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3197,3001243,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,3001244,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3199,3001245,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,3001241,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,3000576,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,3000335,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,1001057,0,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
3204,3000116,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
3205,3000061,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3206,3002027,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207,3001673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,3002028,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209,3002031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210,3001675,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
3211,3002026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3212,3001436,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
3213,3001440,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214,3001257,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,3001254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3216,3002007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3217,3002008,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218,3002163,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3219,3002164,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3220,3002165,2,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0
3221,3002162,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3222,3002794,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
3223,1001303,3,2,2,0,0,5,2,3,3,0,1,3,2,0,0,0,0,0
3224,1001302,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3225,1001325,3,2,2,0,3,6,1,3,3,0,1,3,2,0,0,0,0,0
3226,1002730,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,1002744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228,4003228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,1002742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3230,1003004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3231,1002909,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
3232,1000530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3233,1000397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3234,1000383,2,2,1,0,0,1,0,3,3,0,0,3,1,2,0,0,2,1
3235,1000382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3236,1000401,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3237,1000384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3238,1000387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3239,1001990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3240,1001977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3241,1001974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3242,1001975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3243,1001976,0,2,1,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0
3244,1001972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3245,1001989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3246,1001234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3247,1000085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3248,1000087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3249,1000082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3251,1000078,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3252,1000088,0,1,1,1,0,0,0,0,1,0,1,2,1,0,0,0,0,5
3253,1000076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3254,1000075,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3255,1000090,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0
3256,1000091,6,6,1,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0
3257,1000084,2,1,1,0,0,0,0,2,2,2,0,0,0,0,0,0,3,1
3258,1001340,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3259,1001317,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3260,1001583,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3261,1001341,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3262,1001342,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3263,1002007,3,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0
3264,1002005,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0
3265,1002008,2,0,0,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0
3266,1002975,1,0,0,2,0,3,0,2,1,0,1,3,0,0,0,0,1,0
3267,1002866,2,0,0,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0
3268,1003016,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0
3269,1001204,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
3270,1001954,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3271,1001876,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
3272,1000323,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0
3273,3000996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3274,3002517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3275,3001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3276,3001192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3277,1000258,7,0,0,3,0,2,0,7,7,0,1,7,0,0,0,0,1,0
3278,1000171,7,3,0,2,0,1,0,7,7,0,0,7,0,0,0,0,0,0
3279,1000292,7,2,0,0,0,1,0,7,7,0,0,7,0,0,0,0,0,0
3280,1001883,7,0,0,2,0,7,0,7,7,0,0,7,0,0,0,0,0,0
3281,1000570,7,0,0,0,0,0,0,7,7,0,2,7,0,0,0,0,0,0
3282,1002018,7,0,0,1,0,1,0,7,7,0,2,7,0,0,0,0,0,0
3283,1001654,7,2,0,0,7,7,0,7,7,0,0,7,0,0,0,0,0,0
3284,1001576,7,2,0,0,1,3,0,7,7,0,1,7,0,0,0,0,0,0
3285,1002322,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3286,1002325,6,0,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
3287,1002324,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3288,1002323,7,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3289,1002311,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3290,1002210,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3291,1001258,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3292,1001257,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3293,1000290,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3294,1000333,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3295,1000145,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3296,1000288,3,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0
3298,1002028,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3299,1001952,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
3300,3001959,7,2,0,0,0,0,0,3,4,0,3,3,0,0,0,0,0,3
3301,3000046,2,3,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0
3302,3000022,5,0,1,0,0,0,0,7,0,0,2,2,0,0,0,0,2,1
3303,3001941,7,0,1,0,0,0,0,7,0,7,3,3,0,0,0,0,0,3
3304,3000045,7,5,2,0,0,0,0,7,3,0,3,3,0,0,0,0,0,5
3305,3001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3306,3001191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3307,3002838,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3308,3002840,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3309,3002601,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3310,3001601,7,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0
3311,1001431,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3312,1001430,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3313,1001213,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
3314,1000279,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
3315,1000280,6,0,0,0,0,0,0,7,0,0,0,7,0,7,0,0,0,0
3316,1000126,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
3317,3001725,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3318,3002024,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
3319,3001700,7,0,0,3,0,0,0,4,0,0,0,7,0,0,0,0,0,0
3320,3001707,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3321,3001610,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3322,3001611,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3323,1001177,7,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
3324,1001167,7,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0
3325,1001168,7,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,2,0
3326,1001176,7,0,0,2,0,0,0,0,0,0,0,7,0,5,0,0,0,0
3327,1001169,7,0,0,0,2,0,0,5,0,0,0,7,0,4,0,0,0,0
3328,3002576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,1000246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3330,1000125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3331,1001212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3332,1000124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3333,2000526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,3002351,5,1,0,2,3,1,0,2,0,0,0,3,0,0,0,0,0,1
3335,3002349,5,1,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1
3336,3001565,4,0,0,2,0,0,0,4,0,0,0,3,0,0,0,0,0,5
3337,3001190,3,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0
3338,3002350,5,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,0,6
3339,2000609,5,0,2,1,0,0,0,3,3,0,0,3,2,0,0,0,0,6
3340,3002446,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3341,1000996,6,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
3342,1001185,7,2,0,1,0,0,0,0,2,0,0,3,0,1,0,0,0,0
3343,3000289,5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3344,3001307,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
3345,3001304,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0
3346,3001308,7,0,0,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0
3347,1001585,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3348,3002513,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3349,3001084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3350,3001083,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3351,3001085,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3352,3001082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3354,3002516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3356,3000293,7,0,2,4,0,0,0,7,7,0,0,7,0,0,0,0,0,0
3357,1001218,7,0,0,0,0,0,0,7,7,0,0,7,0,0,0,0,0,0
3358,3000297,7,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0
3359,1001172,7,0,0,3,0,0,0,7,0,0,0,7,0,0,0,0,0,0
3360,3002497,7,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
3361,2000113,7,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
3362,3001539,7,0,0,0,0,3,0,2,0,0,0,7,0,0,0,0,0,0
3363,3001086,7,0,0,0,0,3,0,7,0,0,0,7,0,0,0,0,0,0
3364,3001081,3,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0
3365,3001087,4,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0
3366,3002514,5,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0
3367,2000608,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3368,1000435,3,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0
3370,1002905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,1002800,3,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,1002779,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0
3373,3000530,7,3,1,4,1,0,0,6,4,1,0,4,0,4,0,3,3,4
3374,3000531,5,2,0,4,1,0,0,4,3,1,0,5,0,3,0,1,3,4
3375,3000535,5,2,0,4,1,0,0,4,2,0,0,6,0,3,0,3,2,2
3376,3000557,5,2,0,3,0,1,0,5,6,0,0,5,0,3,0,4,3,2
3377,3000556,5,2,0,4,1,0,4,5,1,1,0,5,0,3,0,2,3,4
3378,3000528,5,2,2,4,0,0,0,4,2,3,0,4,0,4,0,2,4,2
3379,3000526,5,1,2,4,1,0,0,4,3,1,0,6,0,4,0,2,3,4
3380,3000798,4,0,0,4,0,0,0,0,0,0,0,2,0,4,0,1,2,3
3381,3000797,4,0,0,3,0,0,0,0,0,0,0,0,0,4,0,2,3,2
3382,1002816,5,3,2,4,2,0,2,3,4,0,0,6,0,4,0,2,3,2
3383,1002798,5,3,0,4,2,0,0,6,2,3,0,6,0,5,0,0,4,4
3384,3002803,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3385,3002802,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3386,3002801,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
3387,3002798,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3388,3002800,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3389,3002795,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3390,3002032,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3391,1000170,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3392,1001765,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3393,1001205,7,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
3394,1000352,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3395,1000231,2,1,1,0,0,0,0,2,2,0,1,1,2,0,0,0,0,0
3396,1000135,4,3,2,1,0,0,0,2,1,0,3,0,1,0,0,0,0,0
3397,1000426,3,1,3,0,2,0,1,1,2,0,4,0,2,0,0,0,2,0
3398,1002604,1,2,3,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0
3399,1000357,1,3,2,0,1,0,0,2,1,0,2,1,1,0,0,0,0,0
3400,3002358,4,1,0,1,2,1,0,5,2,1,1,2,0,0,0,0,0,0
3401,3002518,1,2,0,0,1,1,0,3,1,0,2,2,0,0,0,0,0,0
3402,3002519,4,1,0,2,1,2,0,2,2,0,1,2,0,0,0,0,0,0
3403,1001629,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
3404,1000529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3405,1001259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406,1000089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
